Rank,Driver_Number,Team,Country,Driver,Hours,Minutes,Seconds,Variation_Hours,Variation_Minutes,Variation_Seconds,Penalty_Hours,Penalty_Minutes,Penalty_Seconds,Stage
105,130,JOYRACE / ACAMPOS,Spain,JAVIER CAMPOS DONO,18,0,0,14,23,32,0,47,10,10
106,116,ALL1 TEAM,Spain,XAVIER PES BOSCK,18,0,0,14,15,32,0,39,10,10
1,9,MONSTER ENERGY HONDA TEAM,United States,RICKY BRABEC,49,37,57,0,0,0,0,1,0,11
2,46,HERO MOTOSPORTS TEAM RALLY,Botswana,ROSS BRANCH,49,48,19,0,10,22,0,1,0,11
3,42,MONSTER ENERGY HONDA TEAM,France,ADRIEN VAN BEVEREN,49,52,28,0,14,31,0,0,0,11
4,11,MONSTER ENERGY HONDA TEAM,Chile,JOSE IGNACIO CORNEJO FLORIMO,50,16,41,0,38,44,0,6,0,11
5,47,RED BULL KTM FACTORY RACING,Argentina,KEVIN BENAVIDES,50,20,16,0,42,19,0,4,0,11
6,2,RED BULL KTM FACTORY RACING,Australia,TOBY PRICE,50,25,56,0,47,59,0,0,0,11
7,1,HUSQVARNA FACTORY RACING,Argentina,LUCIANO BENAVIDES,50,33,45,0,55,48,0,15,0,11
8,5,RED BULL GASGAS FACTORY RACING,Australia,DANIEL SANDERS,50,50,22,1,12,25,0,0,0,11
9,142,SLOVNAFT RALLY TEAM,Slovakia,STEFAN SVITKO,51,32,15,1,54,18,0,0,0,11
10,23,ORION - MOTO RACING GROUP,Czech Republic,MARTIN MICHEK,52,21,37,2,43,40,0,1,0,11
11,20,SHERCO TVS RALLY FACTORY,India,HARITH NOAH,52,31,45,2,53,48,0,0,0,11
12,16,TEAM DUMONTIER RACING,France,ROMAIN DUMONTIER,52,37,38,2,59,41,0,0,0,11
13,18,BAS WORLD KTM RACING TEAM,South Africa,BRADLEY COX,52,38,13,3,0,16,0,2,0,11
14,76,DUUST RALLY TEAM,France,JEANLOUP LEPAN,52,48,46,3,10,49,0,15,0,11
15,24,BAS WORLD KTM RACING TEAM,Slovenia,TONI MULEC,52,58,35,3,20,38,0,6,0,11
16,28,BAS WORLD KTM RACING TEAM,France,MATHIEU DOVEZE,53,4,22,3,26,25,0,0,10,11
17,7,MONSTER ENERGY HONDA TEAM,Chile,PABLO QUINTANILLA,54,57,40,5,19,43,0,28,0,11
18,30,DRAG'ON RALLY TEAM,Portugal,ANTONIO MAIO,55,47,41,6,9,44,0,28,30,11
19,41,XRAIDS EXPERIENCE,Argentina,DIEGO GAMALIEL LLANOS,56,6,52,6,28,55,0,23,0,11
20,96,KINI RALLY RACING TEAM,Austria,TOBIAS EBSTER,56,18,46,6,40,49,0,37,0,11
21,73,HT RALLY RAID HUSQVARNA RACING,South Africa,CHARAN MOORE,56,27,50,6,49,53,0,0,0,11
22,43,ORION - MOTO RACING GROUP,Czech Republic,MILAN ENGEL,56,51,50,7,13,53,0,15,0,11
23,34,AUTONET MOTORCYCLE TEAM,Romania,EMANUEL GYENES,56,57,0,7,19,3,0,0,0,11
24,26,DUUST RALLY TEAM,Poland,KONRAD DABROWSKI,57,27,42,7,49,45,0,0,0,11
25,37,ANQUETY MOTORSPORT,Belgium,JEROME MARTINY,58,15,2,8,37,5,0,15,0,11
26,39,TEAM ESPRIT KTM,France,BENJAMIN MELOT,58,26,15,8,48,18,0,2,0,11
27,33,STROJRENT RACING,Czech Republic,JAN BRABEC,58,46,30,9,8,33,0,0,0,11
28,140,XRAIDS EXPERIENCE,Portugal,BRUNO SANTOS,59,8,38,9,30,41,0,41,0,11
29,36,CRÉDITO AGRÍCOLA - MARIOPATRAO.COM,Portugal,MARIO PATRAO,59,17,46,9,39,49,0,38,0,11
30,86,TEAM ALL TRACKS,France,CHARLIE HERBST,60,34,41,10,56,44,0,2,0,11
31,62,FANTIC RACING,France,JEREMY MIROIR,60,51,23,11,13,26,0,16,0,11
32,103,HT RALLY RAID HUSQVARNA RACING,Zimbabwe,ASHLEY THIXTON,61,16,20,11,38,23,0,7,10,11
33,106,UNIVERSAL RIDE,France,JEROME BAS,61,46,10,12,8,13,0,39,10,11
34,82,PEDREGA TEAM,Spain,ALBERT MARTIN GARCIA,62,10,50,12,32,53,0,17,10,11
35,174,7240 TEAM / DRAGON RALLY SERVICE,Argentina,MANUEL ANDUJAR,62,11,24,12,33,27,0,20,0,11
36,172,YAMAHA RACING - SMX - DRAG'ON,France,ALEXANDRE GIROUD,62,19,38,12,41,41,0,17,0,11
37,105,NOMADE RACING,France,JULIEN DALBEC,63,23,51,13,45,54,0,17,20,11
38,115,ALL1 TEAM,Spain,JOSEP PEDRO SUBIRATS,63,30,28,13,52,31,0,38,0,11
39,148,BAS WORLD KTM RACING TEAM,Chile,TOMAS DE GAVARDO,64,2,11,14,24,14,0,16,0,11
40,99,XRAIDS EXPERIENCE,Argentina,JUAN SANTIAGO ROSTAN,64,6,27,14,28,30,0,1,0,11
41,53,JOYRIDE RACE SERVICE,Denamrk,THOMAS KONGSHOJ,64,34,27,14,56,30,0,16,0,11
42,101,ORION - MOTO RACING GROUP,Czech Republic,MARTIN PROKES,65,1,35,15,23,38,0,2,10,11
43,61,SP MOTO BOHEMIA,Czech Republic,DAVID PABISKA,65,4,21,15,26,24,0,43,10,11
44,117,ALL1 TEAM,Spain,JOSEP MARTI SUÑER,65,15,47,15,37,50,0,30,20,11
45,147,NOMADE RACING,France,MATHIEU GIRARD,65,31,8,15,53,11,0,30,0,11
46,97,JP1 KEWS DAKAR RALLY TEAM,Ecuador,JUAN PUGA,65,44,45,16,6,48,0,36,0,11
47,171,VARGA MOTORSPORT TEAM,Slovakia,JURAJ VARGA,65,56,41,16,18,44,0,16,0,11
48,112,DAKAR 4 DAKAR,Italy,GIOELE MEONI,66,31,40,16,53,43,0,7,0,11
49,110,FANTIC RACING,United Kingom,JANE DANIELS,67,23,45,17,45,48,0,27,0,11
50,93,VENDETTA RACING UAE,United Kingom,DAVID MCBRIDE,67,27,45,17,49,48,0,5,0,11
51,81,KOVE,China,FANG XIANGLIANG,67,41,54,18,3,57,0,39,0,11
52,104,TLDRACING,France,JEREMIE GERBER,67,52,54,18,14,57,0,15,10,11
53,170,STORY Racing,Lithuania,LAISVYDAS KANCIUS,68,58,7,19,20,10,0,18,0,11
54,87,PODMOL DAKAR TEAM,Czech Republic,LIBOR PODMOL,69,7,30,19,29,33,0,6,30,11
55,75,ZERO MILEAGE RALLY TEAM,China,ZHANG MIN,70,35,32,20,57,35,0,0,0,11
56,102,ORION - MOTO RACING GROUP,Poland,BARTLOMIEJ TABIN,70,48,9,21,10,12,0,0,10,11
57,120,HT RALLY RAID HUSQVARNA RACING,Belgium,JORIS VAN DYCK,72,3,27,22,25,30,0,31,0,11
58,119,ALL1 TEAM ,Spain,JAVIER AMAT DE CARALT,72,27,10,22,49,13,0,8,10,11
59,94,VENDETTA RACING UAE,Ireland,ORAN O'KELLY,72,31,19,22,53,22,0,4,40,11
60,65,GUILLAUME CHOLLET,France,GUILLAUME CHOLLET,73,36,45,23,58,48,0,22,0,11
61,66,BAS WORLD KTM RACING TEAM,Japan,YOSHIO IKEMACHI,73,46,6,24,8,9,0,31,0,11
62,114,ALL1 TEAM,Spain,CARLOS LLIBRE BELTRI,74,26,43,24,48,46,0,39,40,11
63,127,Nomade Expert Mining Solution ,South Africa,RONALD VENTER,74,32,36,24,54,39,0,2,10,11
64,100,STUART GREGORY,South Africa,STUART GREGORY,74,39,4,25,1,7,0,9,0,11
65,32,AMERICAN RALLY ORIGINALS,United States,KYLE MC COY,75,30,51,25,52,54,0,0,0,11
66,80,CLUB AVENTURA TOUAREG,Portugal,ALEXANDRE AZINHAIS,75,35,47,25,57,50,0,15,0,11
67,83,NOMADE RACING,France,FABIEN DOMAS,75,50,2,26,12,5,0,41,20,11
68,138,HT RALLY RAID HUSQVARNA RACING,Belgium,PIERRE SAEYS,76,0,17,26,22,20,0,54,20,11
69,64,TEAM GP MOTORS,France,ROMAIN DUCHENE,76,0,32,26,22,35,0,8,0,11
70,132,TEAM RAF,France,ANDY BEAUCOUD,76,6,46,26,28,49,0,33,0,11
71,131,TEAM RAF,France,ANTHONY FABRE,76,6,56,26,28,59,0,34,10,11
72,90,NOMADE RACING,France,LOIS D'ABBADIE,76,34,41,26,56,44,0,30,0,11
73,84,Rally POV,Italy,TIZIANO INTERNO,76,39,29,27,1,32,0,0,0,11
74,113,XRAIDS EXPERIENCE,Argentina,SEBASTIAN ALBERTO URQUIA,78,31,34,28,53,37,0,1,10,11
75,141,VB X KRAY&CO,France,VINCENT BIAU,79,12,14,29,34,17,0,45,0,11
76,136,HT RALLY RAID HUSQVARNA RACING,United States,WESTON CARR,79,12,50,29,34,53,0,55,10,11
77,128,Max BIANUCCI Nomade Racing,France,MAX BIANUCCI,79,23,42,29,45,45,0,0,0,11
78,38,TEAM BENERGY MONFORTE RALLY - GALICIA CA,Spain,EDUARDO IGLESIAS SANCHEZ,80,49,56,31,11,59,0,15,20,11
79,145,HT RALLY RAID HUSQVARNA RACING,Mongolia,GANZORIG CHULUUN,81,21,19,31,43,22,0,47,10,11
80,85,TBRACING,France,THIERRY BETHYS,83,24,4,33,46,7,0,45,30,11
81,49,KOVE ITALIA,Italy,CESARE ZACCHETTI,89,12,22,39,34,25,0,45,0,11
82,107,DNA AIR FILTERS- ENDURO GREECE,Greece,VASILEIOS BOUDROS,89,14,28,39,36,31,0,0,0,11
83,129,TEAM DUMONTIER RACING,France,SÉBASTIEN HERBET,89,39,5,40,1,8,0,36,0,11
84,40,Pont Grup - Yamaha,Spain,JAVI VEGA,90,24,6,40,46,9,0,30,10,11
85,67,XRAIDS EXPERIENCE,Chile,JOHN WILLIAM MEDINA SALAZAR,91,4,13,41,26,16,0,5,0,11
86,126,PEDREGA TEAM,Spain,MARIO GARRIDO,96,42,47,47,4,50,0,46,0,11
87,122,HALEEM,Saudi Arabia,ABDULHALIM ALMOGHEERA,99,59,38,50,21,41,0,59,0,11
88,51,MELILLA CIUDAD DEL DEPORTE,Spain,RACHID AL-LAL LAHADIL,10,1,0,50,41,3,0,0,0,11
89,143,PEDREGA TEAM,Mexico,HECTOR GUERRERO,10,1,3,51,36,38,0,55,0,11
90,21,DUUST RALLY TEAM,United States,JACOB ARGUBRIGHT,10,5,1,54,18,22,0,50,0,11
91,79,HORIZON MOTO 95,France,AMAURY BARATIN,10,5,1,58,18,13,0,15,0,11
92,175,CFMOTO THUNDER RACING TEAM,Lithuania,ANTANAS KANOPKINAS,11,5,0,61,16,3,0,2,0,11
93,146,CLUB AVENTURA TOUAREG,Portugal,GAD NACHMANI,11,2,2,63,50,24,0,45,0,11
94,70,ORION - MOTO RACING GROUP,Czech Republic,DUSAN DRDAJ,11,4,5,68,8,1,0,45,0,11
95,121,NOMADE RACING,France,JAMES SIMONIN,12,3,3,70,56,37,0,36,20,11
96,57,FANTIC RACING RALLY TEAM,Italy,TOMMASO MONTANARI,12,4,3,71,5,33,0,30,0,11
97,45,KOVE,China,SUNIER SUNIER,13,0,1,82,23,14,0,47,40,11
98,144,HT RALLY RAID HUSQVARNA RACING,Uruguay,FABIAN VON THUENGEN,17,0,3,12,30,33,0,0,10,11
99,29,KOVE,France,NEELS THERIC,17,2,1,12,51,16,0,21,0,11
100,133,#UNDAKARPOURDELESPOIR,France,BRUNO LEBLANC,18,0,5,13,30,55,0,32,10,11
101,178,DRAG'ON RALLY TEAM,France,SAMUEL DESBUISSON,19,0,5,14,29,59,107,0,0,11
102,109,CLUB AVENTURA TOUAREG,Morocco,MOHAMED SAID AOULAD ALI,19,2,5,14,44,58,0,17,0,11
103,130,JOYRACE / ACAMPOS,Spain,JAVIER CAMPOS DONO,19,3,4,14,57,51,0,17,10,11
104,179,HANI ALNOUMESI,Saudi Arabia,ALNOUMESI HANI,19,5,4,14,15,50,0,54,0,11
1,9,MONSTER ENERGY HONDA TEAM,United States,RICKY BRABEC,51,30,8,0,0,0,0,1,0,12
2,46,HERO MOTOSPORTS TEAM RALLY,Botswana,ROSS BRANCH,51,41,1,0,10,53,0,1,0,12
3,42,MONSTER ENERGY HONDA TEAM,France,ADRIEN VAN BEVEREN,51,42,33,0,12,25,0,0,0,12
4,47,RED BULL KTM FACTORY RACING,Argentina,KEVIN BENAVIDES,52,8,56,0,38,48,0,4,0,12
5,2,RED BULL KTM FACTORY RACING,Australia,TOBY PRICE,52,15,36,0,45,28,0,0,0,12
6,11,MONSTER ENERGY HONDA TEAM,Chile,JOSE IGNACIO CORNEJO FLORIMO,52,16,46,0,46,38,0,6,0,12
7,1,HUSQVARNA FACTORY RACING,Argentina,LUCIANO BENAVIDES,52,23,39,0,53,31,0,16,0,12
8,5,RED BULL GASGAS FACTORY RACING,Australia,DANIEL SANDERS,52,44,40,1,14,32,0,0,0,12
9,142,SLOVNAFT RALLY TEAM,Slovakia,STEFAN SVITKO,53,26,36,1,56,28,0,0,0,12
10,23,ORION - MOTO RACING GROUP,Czech Republic,MARTIN MICHEK,54,18,57,2,48,49,0,1,0,12
11,20,SHERCO TVS RALLY FACTORY,India,HARITH NOAH,54,24,44,2,54,36,0,0,0,12
12,16,TEAM DUMONTIER RACING,France,ROMAIN DUMONTIER,54,29,41,2,59,33,0,0,0,12
13,18,BAS WORLD KTM RACING TEAM,South Africa,BRADLEY COX,54,31,12,3,1,4,0,2,0,12
14,76,DUUST RALLY TEAM,France,JEANLOUP LEPAN,54,43,7,3,12,59,0,15,0,12
15,24,BAS WORLD KTM RACING TEAM,Slovenia,TONI MULEC,54,53,29,3,23,21,0,6,0,12
16,28,BAS WORLD KTM RACING TEAM,France,MATHIEU DOVEZE,54,56,38,3,26,30,0,0,10,12
17,7,MONSTER ENERGY HONDA TEAM,Chile,PABLO QUINTANILLA,57,6,47,5,36,39,0,46,0,12
18,30,DRAG'ON RALLY TEAM,Portugal,ANTONIO MAIO,57,48,33,6,18,25,0,28,30,12
19,41,XRAIDS EXPERIENCE,Argentina,DIEGO GAMALIEL LLANOS,57,58,46,6,28,38,0,23,0,12
20,96,KINI RALLY RACING TEAM,Austria,TOBIAS EBSTER,58,17,0,6,46,52,0,37,0,12
21,73,HT RALLY RAID HUSQVARNA RACING,South Africa,CHARAN MOORE,58,35,8,7,5,0,0,0,0,12
22,43,ORION - MOTO RACING GROUP,Czech Republic,MILAN ENGEL,58,56,58,7,26,50,0,15,0,12
23,34,AUTONET MOTORCYCLE TEAM,Romania,EMANUEL GYENES,59,2,11,7,32,3,0,0,0,12
24,26,DUUST RALLY TEAM,Poland,KONRAD DABROWSKI,59,30,2,7,59,54,0,0,0,12
25,37,ANQUETY MOTORSPORT,Belgium,JEROME MARTINY,60,22,22,8,52,14,0,15,0,12
26,39,TEAM ESPRIT KTM,France,BENJAMIN MELOT,60,34,20,9,4,12,0,2,0,12
27,33,STROJRENT RACING,Czech Republic,JAN BRABEC,61,0,8,9,30,0,0,0,0,12
28,140,XRAIDS EXPERIENCE,Portugal,BRUNO SANTOS,61,12,16,9,42,8,0,41,0,12
29,36,CRÉDITO AGRÍCOLA - MARIOPATRAO.COM,Portugal,MARIO PATRAO,61,22,55,9,52,47,0,38,0,12
30,86,TEAM ALL TRACKS,France,CHARLIE HERBST,62,45,13,11,15,5,0,2,0,12
31,62,FANTIC RACING,France,JEREMY MIROIR,62,52,59,11,22,51,0,16,0,12
32,103,HT RALLY RAID HUSQVARNA RACING,Zimbabwe,ASHLEY THIXTON,63,21,19,11,51,11,0,7,10,12
33,106,UNIVERSAL RIDE,France,JEROME BAS,63,57,58,12,27,50,0,39,10,12
34,174,7240 TEAM / DRAGON RALLY SERVICE,Argentina,MANUEL ANDUJAR,64,16,53,12,46,45,0,20,0,12
35,82,PEDREGA TEAM,Spain,ALBERT MARTIN GARCIA,64,21,17,12,51,9,0,17,10,12
36,172,YAMAHA RACING - SMX - DRAG'ON,France,ALEXANDRE GIROUD,64,24,52,12,54,44,0,17,0,12
37,115,ALL1 TEAM,Spain,JOSEP PEDRO SUBIRATS,65,32,59,14,2,51,0,38,0,12
38,105,NOMADE RACING,France,JULIEN DALBEC,65,40,32,14,10,24,0,17,20,12
39,148,BAS WORLD KTM RACING TEAM,Chile,TOMAS DE GAVARDO,66,15,13,14,45,5,0,16,0,12
40,99,XRAIDS EXPERIENCE,Argentina,JUAN SANTIAGO ROSTAN,66,21,17,14,51,9,0,1,0,12
41,53,JOYRIDE RACE SERVICE,Denamrk,THOMAS KONGSHOJ,67,16,55,15,46,47,0,16,0,12
42,61,SP MOTO BOHEMIA,Czech Republic,DAVID PABISKA,67,21,38,15,51,30,0,43,10,12
43,101,ORION - MOTO RACING GROUP,Czech Republic,MARTIN PROKES,67,21,52,15,51,44,0,2,10,12
44,147,NOMADE RACING,France,MATHIEU GIRARD,67,53,45,16,23,37,0,30,0,12
45,97,JP1 KEWS DAKAR RALLY TEAM,Ecuador,JUAN PUGA,68,13,21,16,43,13,0,36,0,12
46,171,VARGA MOTORSPORT TEAM,Slovakia,JURAJ VARGA,68,20,18,16,50,10,0,16,0,12
47,112,DAKAR 4 DAKAR,Italy,GIOELE MEONI,68,52,40,17,22,32,0,7,0,12
48,110,FANTIC RACING,United Kingom,JANE DANIELS,69,45,2,18,14,54,0,27,0,12
49,93,VENDETTA RACING UAE,United Kingom,DAVID MCBRIDE,69,57,42,18,27,34,0,5,0,12
50,81,KOVE,China,FANG XIANGLIANG,70,3,55,18,33,47,0,39,0,12
51,104,TLDRACING,France,JEREMIE GERBER,70,12,19,18,42,11,0,15,10,12
52,170,STORY Racing,Lithuania,LAISVYDAS KANCIUS,71,30,38,20,0,30,0,18,0,12
53,87,PODMOL DAKAR TEAM,Czech Republic,LIBOR PODMOL,71,37,7,20,6,59,0,6,30,12
54,75,ZERO MILEAGE RALLY TEAM,China,ZHANG MIN,73,13,1,21,42,53,0,0,0,12
55,102,ORION - MOTO RACING GROUP,Poland,BARTLOMIEJ TABIN,73,18,11,21,48,3,0,0,10,12
56,117,ALL1 TEAM,Spain,JOSEP MARTI SUÑER,74,1,24,22,31,16,0,30,20,12
57,120,HT RALLY RAID HUSQVARNA RACING,Belgium,JORIS VAN DYCK,74,28,50,22,58,42,0,31,0,12
58,94,VENDETTA RACING UAE,Ireland,ORAN O'KELLY,75,7,28,23,37,20,0,4,40,12
59,65,GUILLAUME CHOLLET,France,GUILLAUME CHOLLET,76,18,17,24,48,9,0,22,0,12
60,66,BAS WORLD KTM RACING TEAM,Japan,YOSHIO IKEMACHI,76,21,48,24,51,40,0,31,0,12
61,127,Nomade Expert Mining Solution ,South Africa,RONALD VENTER,77,2,24,25,32,16,0,2,10,12
62,100,STUART GREGORY,South Africa,STUART GREGORY,77,12,48,25,42,40,0,9,0,12
63,32,AMERICAN RALLY ORIGINALS,United States,KYLE MC COY,78,9,34,26,39,26,0,0,0,12
64,80,CLUB AVENTURA TOUAREG,Portugal,ALEXANDRE AZINHAIS,78,24,10,26,54,2,0,15,0,12
65,83,NOMADE RACING,France,FABIEN DOMAS,78,32,34,27,2,26,0,41,20,12
66,64,TEAM GP MOTORS,France,ROMAIN DUCHENE,78,35,57,27,5,49,0,8,0,12
67,138,HT RALLY RAID HUSQVARNA RACING,Belgium,PIERRE SAEYS,78,42,8,27,12,0,0,56,20,12
68,132,TEAM RAF,France,ANDY BEAUCOUD,78,44,25,27,14,17,0,33,10,12
69,131,TEAM RAF,France,ANTHONY FABRE,78,49,55,27,19,47,0,34,10,12
70,90,NOMADE RACING,France,LOIS D'ABBADIE,79,9,30,27,39,22,0,30,0,12
71,84,Rally POV,Italy,TIZIANO INTERNO,79,28,17,27,58,9,0,0,0,12
72,119,ALL1 TEAM ,Spain,JAVIER AMAT DE CARALT,81,3,17,29,33,9,0,8,10,12
73,113,XRAIDS EXPERIENCE,Argentina,SEBASTIAN ALBERTO URQUIA,81,19,36,29,49,28,0,1,10,12
74,141,VB X KRAY&CO,France,VINCENT BIAU,81,53,57,30,23,49,0,45,0,12
75,136,HT RALLY RAID HUSQVARNA RACING,United States,WESTON CARR,82,2,46,30,32,38,0,57,10,12
76,128,Max BIANUCCI Nomade Racing,France,MAX BIANUCCI,82,8,43,30,38,35,0,0,0,12
77,114,ALL1 TEAM,Spain,CARLOS LLIBRE BELTRI,83,5,20,31,35,12,0,39,40,12
78,38,TEAM BENERGY MONFORTE RALLY - GALICIA CA,Spain,EDUARDO IGLESIAS SANCHEZ,83,40,29,32,10,21,0,15,30,12
79,145,HT RALLY RAID HUSQVARNA RACING,Mongolia,GANZORIG CHULUUN,84,11,19,32,41,11,0,47,10,12
80,85,TBRACING,France,THIERRY BETHYS,86,20,49,34,50,41,0,45,30,12
81,107,DNA AIR FILTERS- ENDURO GREECE,Greece,VASILEIOS BOUDROS,91,44,37,40,14,29,0,0,0,12
82,49,KOVE ITALIA,Italy,CESARE ZACCHETTI,91,58,40,40,28,32,0,45,0,12
83,129,TEAM DUMONTIER RACING,France,SÉBASTIEN HERBET,92,15,27,40,45,19,0,36,0,12
84,67,XRAIDS EXPERIENCE,Chile,JOHN WILLIAM MEDINA SALAZAR,93,35,20,42,5,12,0,5,0,12
85,40,Pont Grup - Yamaha,Spain,JAVI VEGA,99,6,13,47,36,5,0,30,10,12
86,126,PEDREGA TEAM,Spain,MARIO GARRIDO,99,34,34,48,4,26,0,46,0,12
87,122,HALEEM,Saudi Arabia,ABDULHALIM ALMOGHEERA,10,3,5,51,9,44,0,59,0,12
88,51,MELILLA CIUDAD DEL DEPORTE,Spain,RACHID AL-LAL LAHADIL,10,1,1,51,46,10,0,0,0,12
89,143,PEDREGA TEAM,Mexico,HECTOR GUERRERO,10,1,2,52,40,12,0,55,0,12
90,21,DUUST RALLY TEAM,United States,JACOB ARGUBRIGHT,10,5,1,55,25,10,0,50,0,12
91,79,HORIZON MOTO 95,France,AMAURY BARATIN,11,3,5,59,0,45,0,15,0,12
92,175,CFMOTO THUNDER RACING TEAM,Lithuania,ANTANAS KANOPKINAS,11,2,5,61,55,42,0,2,0,12
93,146,CLUB AVENTURA TOUAREG,Portugal,GAD NACHMANI,11,1,3,64,41,30,0,45,0,12
94,70,ORION - MOTO RACING GROUP,Czech Republic,DUSAN DRDAJ,11,4,1,68,12,9,0,45,0,12
95,57,FANTIC RACING RALLY TEAM,Italy,TOMMASO MONTANARI,12,3,1,71,8,11,0,30,0,12
96,121,NOMADE RACING,France,JAMES SIMONIN,12,5,2,72,29,19,0,36,20,12
97,45,KOVE,China,SUNIER SUNIER,13,4,5,84,11,46,0,32,10,12
98,144,HT RALLY RAID HUSQVARNA RACING,Uruguay,FABIAN VON THUENGEN,17,4,3,12,19,26,0,0,10,12
99,29,KOVE,France,NEELS THERIC,17,2,1,12,59,11,0,21,0,12
100,178,DRAG'ON RALLY TEAM,France,SAMUEL DESBUISSON,19,4,5,14,12,47,107,0,0,12
101,109,CLUB AVENTURA TOUAREG,Morocco,MOHAMED SAID AOULAD ALI,19,2,4,14,50,35,0,17,0,12
102,130,JOYRACE / ACAMPOS,Spain,JAVIER CAMPOS DONO,19,2,4,14,55,37,0,17,10,12
103,179,HANI ALNOUMESI,Saudi Arabia,ALNOUMESI HANI,20,0,2,14,33,20,0,54,0,12
