week,player,qbr,qb_plays,player_id,player_name,position,position_group,season,season_type,game_id,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks,sack_yards,fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,fantasy_points,fantasy_points_ppr,pct_total,result
5,Jayden Daniels,74.9,39,00-0039910,J.Daniels,QB,QB,2025,REG,2025_05_WAS_LAC,WAS,LAC,15,26,231,1,0,1,-5,0,0,239,110,9,14.006386082944797,-0.7532947737237682,0,0.9665271966527197,8,39,0,0,0,2,1.3084469948662445,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,17.14,17.14,72.97297297297297,17
5,Mac Jones,67.4,57,00-0036972,M.Jones,QB,QB,2025,REG,2025_05_SF_LA,SF,LA,33,49,342,2,0,1,-9,0,0,290,179,19,14.00177889080927,-0.9093616157770157,0,1.1793103448275861,4,5,0,0,0,2,3.0037217009812593,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,22.18,22.18,53.06122448979592,3
5,Bo Nix,64.9,50,00-0039732,B.Nix,QB,QB,2025,REG,2025_05_DEN_PHI,DEN,PHI,24,39,242,1,0,2,-14,0,0,318,122,12,4.242067022660045,0.7757284988959631,1,0.7610062893081762,3,22,0,0,0,1,2.4490626826882362,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,17.88,17.88,55.26315789473685,4
5,Jared Goff,63.5,29,00-0033106,J.Goff,QB,QB,2025,REG,2025_05_DET_CIN,DET,CIN,19,23,258,3,0,4,-14,1,1,103,172,14,11.639841439959127,15.93622402711348,0,2.504854368932039,2,-2,0,0,0,0,-4.146353957999963,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,20.12,20.12,60.65573770491803,13
5,Spencer Rattler,60.1,41,00-0039376,S.Rattler,QB,QB,2025,REG,2025_05_NYG_NO,NO,NYG,21,31,225,1,0,0,0,0,0,221,96,9,7.479521064558307,-3.1505967179934182,0,1.0180995475113122,6,21,0,0,0,3,0.06282697105780244,0,1,1,0,0,0,0,0,0,0,-1.4973667731974274,0,NA,0.03225806451612903,0,0.04838709677419355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,15.1,16.1,65,12
5,Matthew Stafford,55.8,52,00-0026498,M.Stafford,QB,QB,2025,REG,2025_05_SF_LA,LA,SF,30,47,389,3,0,1,-11,0,0,528,120,18,15.072453184221198,-3.2675007763116257,0,0.7367424242424242,1,0,0,1,1,1,-5.882432998390868,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,25.560000000000002,25.560000000000002,46.93877551020408,-3
5,Jalen Hurts,55.4,51,00-0036389,J.Hurts,QB,QB,2025,REG,2025_05_DEN_PHI,PHI,DEN,23,38,280,2,0,6,-23,0,0,416,117,11,0.5049775303469999,-2.2626442683709636,0,0.6730769230769231,2,3,0,0,0,0,-0.006929030176252127,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,19.500000000000004,19.500000000000004,44.73684210526316,-4
5,Jaxson Dart,55.2,52,00-0040691,J.Dart,QB,QB,2025,REG,2025_05_NYG_NO,NYG,NO,26,40,202,2,2,1,-3,1,1,328,138,10,-12.648555137915537,-1.743929317364326,0,0.6158536585365854,7,55,0,0,0,4,6.52695578429848,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,15.579999999999998,15.579999999999998,35,-12
5,Carson Wentz,55.2,43,00-0032950,C.Wentz,QB,QB,2025,REG,2025_05_MIN_CLE,MIN,CLE,25,34,236,1,0,3,-16,0,0,237,120,13,8.69971042177006,6.860750371759588,0,0.9957805907172996,3,13,0,0,0,0,-1.6176431712228805,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,14.74,14.74,55.26315789473685,4
5,Josh Allen,54.2,45,00-0034857,J.Allen,QB,QB,2025,REG,2025_05_NE_BUF,BUF,NE,22,31,253,2,1,1,-8,0,0,246,99,16,10.645898245595461,5.940981755654017,0,1.0284552845528456,9,53,0,1,1,4,-2.476147527631838,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,19.42,19.42,46.51162790697674,-3
5,Justin Herbert,51.7,39,00-0036355,J.Herbert,QB,QB,2025,REG,2025_05_WAS_LAC,LAC,WAS,22,29,166,1,1,4,-24,0,0,110,98,9,-6.124441063523405,3.938473709698381,0,1.509090909090909,4,60,0,0,0,3,4.792321191285737,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,14.64,14.64,27.027027027027028,-17
5,Kyler Murray,48.3,41,00-0035228,K.Murray,QB,QB,2025,REG,2025_05_TEN_ARI,ARI,TEN,23,31,220,0,0,3,-28,0,0,200,115,8,1.979036984499544,8.129388710548138,0,1.1,4,25,1,1,1,4,0.33434357814257964,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,15.3,15.3,48.837209302325576,-1
5,Trevor Lawrence,45.8,44,00-0036971,T.Lawrence,QB,QB,2025,REG,2025_05_KC_JAX,JAX,KC,18,25,221,1,1,3,-11,0,0,209,101,8,-0.7439143976450786,8.061216115951538,0,1.0574162679425838,10,54,2,1,1,7,2.307349296665052,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,26.240000000000002,26.240000000000002,52.54237288135594,3
5,Bryce Young,40.9,41,00-0039150,B.Young,QB,QB,2025,REG,2025_05_MIA_CAR,CAR,MIA,19,30,198,2,1,3,-19,1,1,244,73,12,-1.3048395836655962,8.688226231822261,0,0.8114754098360656,3,1,0,0,0,0,0.41459759697318077,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,12.02,12.02,52.94117647058824,3
5,Dillon Gabriel,38.4,38,00-0040704,D.Gabriel,QB,QB,2025,REG,2025_05_MIN_CLE,CLE,MIN,19,33,190,2,0,2,-8,0,0,208,103,9,-2.2798502849765976,-6.815527845174074,0,0.9134615384615384,2,5,0,0,0,0,-1.2197015229612589,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,16.1,16.1,44.73684210526316,-4
5,Cooper Rush,35.5,24,00-0033662,C.Rush,QB,QB,2025,REG,2025_05_HOU_BAL,BAL,HOU,14,20,179,0,3,1,-16,0,0,163,83,7,-7.8949564919229065,-0.31771227717399597,0,1.098159509202454,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,1.1600000000000001,1.1600000000000001,18.51851851851852,-34
5,Cam Ward,28.7,43,00-0040676,C.Ward,QB,QB,2025,REG,2025_05_TEN_ARI,TEN,ARI,21,39,265,0,1,2,-16,0,0,421,81,12,1.597718604147161,-9.621611318072757,0,0.6294536817102138,5,-6,0,0,0,0,-2.9490252816164415,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,8,8,51.162790697674424,1
5,Justin Fields,23.7,65,00-0036945,J.Fields,QB,QB,2025,REG,2025_05_DAL_NYJ,NYJ,DAL,32,46,283,2,0,5,-49,0,0,308,110,14,3.908267046055964,5.117593841119246,2,0.9188311688311688,7,26,0,0,0,3,-1.126592796528712,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,25.92,25.92,37.28813559322034,-15
5,Jake Browning,16.8,53,00-0035100,J.Browning,QB,QB,2025,REG,2025_05_DET_CIN,CIN,DET,26,40,251,3,3,2,-14,1,0,339,93,12,-8.766111446794405,0.007850751280784607,0,0.7404129793510325,4,31,0,0,0,2,3.536863392975647,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,19.14,19.14,39.34426229508197,-13
5,Geno Smith,15.2,45,00-0030565,G.Smith,QB,QB,2025,REG,2025_05_LV_IND,LV,IND,25,36,228,0,2,4,-38,0,0,244,121,12,-10.903446787652872,-0.3144454624917772,0,0.9344262295081968,3,8,0,0,0,2,0.15506163879763335,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,5.920000000000001,5.920000000000001,13.043478260869565,-34
6,Drake Maye,95.4,37,00-0039851,D.Maye,QB,QB,2025,REG,2025_06_NE_NO,NE,NO,18,26,261,3,0,1,-1,0,0,284,86,12,17.406637246674592,10.796038433909416,0,0.9190140845070423,9,28,0,1,0,4,-1.4007809894536623,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,27.24,27.24,56.81818181818182,6
6,Dak Prescott,91.7,37,00-0033077,D.Prescott,QB,QB,2025,REG,2025_06_DAL_CAR,DAL,CAR,25,34,261,3,0,0,0,0,0,189,136,12,17.745348571297626,7.128864263786989,0,1.380952380952381,2,-1,0,1,0,1,-0.7841542644309811,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,22.339999999999996,22.339999999999996,47.368421052631575,-3
6,Jaxson Dart,91.7,41,00-0040691,J.Dart,QB,QB,2025,REG,2025_06_PHI_NYG,NYG,PHI,17,25,195,1,0,2,-1,0,0,229,76,8,7.53858233615756,4.429148316383362,0,0.851528384279476,13,58,1,0,0,5,2.4029583042138256,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,23.6,23.6,66.66666666666666,17
6,Baker Mayfield,82.2,27,00-0034855,B.Mayfield,QB,QB,2025,REG,2025_06_SF_TB,TB,SF,17,23,256,2,0,1,-8,0,0,239,106,9,12.067489617715157,7.469806982123333,0,1.0711297071129706,3,14,0,1,0,2,0.33247184337233193,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,19.64,19.64,61.224489795918366,11
6,Jared Goff,80.5,31,00-0033106,J.Goff,QB,QB,2025,REG,2025_06_DET_KC,DET,KC,23,29,203,2,0,1,-4,0,0,109,127,14,6.713151381118223,14.184024267726475,0,1.8623853211009174,1,7,0,0,0,1,1.1686080279760063,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,16.82,16.82,36.17021276595745,-13
6,Patrick Mahomes,78.3,40,00-0033873,P.Mahomes,QB,QB,2025,REG,2025_06_DET_KC,KC,DET,22,30,257,3,0,3,-14,1,0,154,178,16,15.57258388680734,7.661985499518258,0,1.6688311688311688,10,32,1,0,0,3,-1.523789657803718,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,31.48,31.48,63.829787234042556,13
6,Spencer Rattler,76.8,36,00-0039376,S.Rattler,QB,QB,2025,REG,2025_06_NE_NO,NO,NE,20,26,227,0,0,2,-4,0,0,221,99,7,3.9048227529301185,6.551737166368044,0,1.0271493212669682,4,20,0,0,0,3,1.795743475377094,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,11.08,11.08,43.18181818181818,-6
6,Jordan Love,76.5,34,00-0036264,J.Love,QB,QB,2025,REG,2025_06_CIN_GB,GB,CIN,19,26,259,1,1,1,-3,0,0,246,105,11,7.356112143495093,6.610824282352741,0,1.0528455284552845,7,26,0,0,0,3,3.8625474365355026,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,14.959999999999999,14.959999999999999,60,9
6,Sam Darnold,76.3,29,00-0034869,S.Darnold,QB,QB,2025,REG,2025_06_SEA_JAX,SEA,JAX,16,27,295,2,0,1,-9,0,0,361,95,10,10.52449972709388,7.398529102404912,0,0.817174515235457,4,2,0,0,0,1,-4.867825389286736,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,20,20,62.5,8
6,Aaron Rodgers,72.4,32,00-0023459,A.Rodgers,QB,QB,2025,REG,2025_06_CLE_PIT,PIT,CLE,21,30,235,2,0,0,0,0,0,223,132,11,9.599199736872942,8.184740769452063,0,1.053811659192825,1,1,0,0,0,0,-0.4179676565108821,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,17.5,17.5,71.875,14
6,Justin Herbert,68.8,44,00-0036355,J.Herbert,QB,QB,2025,REG,2025_06_LAC_MIA,LAC,MIA,29,38,264,2,0,1,-1,0,0,220,160,12,12.641889955414864,8.790127697743868,0,1.2,1,2,0,0,0,1,2.288495108950883,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,18.76,18.76,51.78571428571429,2
6,Joe Flacco,65.1,48,00-0026158,J.Flacco,QB,QB,2025,REG,2025_06_CIN_GB,CIN,GB,29,45,219,2,0,1,-6,0,0,269,93,12,6.496397113490076,4.669453985989094,1,0.8141263940520446,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,18.759999999999998,18.759999999999998,40,-9
6,Jayden Daniels,64.8,39,00-0039910,J.Daniels,QB,QB,2025,REG,2025_06_CHI_WAS,WAS,CHI,19,26,211,3,1,3,-6,1,0,212,70,11,6.435357536926994,11.14691657324632,0,0.9952830188679245,10,52,0,1,1,3,-2.78354306332767,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,10,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,21.639999999999997,21.639999999999997,48.97959183673469,-1
6,Jacoby Brissett,61.3,52,00-0033119,J.Brissett,QB,QB,2025,REG,2025_06_ARI_IND,ARI,IND,27,44,320,2,1,2,-8,0,0,391,129,17,6.258094309852431,4.625235918240669,0,0.8184143222506394,3,19,0,0,0,3,2.1492226129048504,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,20.7,20.7,46.55172413793103,-4
6,Matthew Stafford,60.6,32,00-0026498,M.Stafford,QB,QB,2025,REG,2025_06_LA_BAL,LA,BAL,17,26,181,1,0,2,-14,1,1,229,63,10,0.9594451738590664,0.7012727168890146,0,0.7903930131004366,4,1,0,1,0,1,-2.1202274800743908,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,9.34,9.34,85,14
6,Daniel Jones,60.4,34,00-0035710,D.Jones,QB,QB,2025,REG,2025_06_ARI_IND,IND,ARI,22,30,212,2,1,1,-7,0,0,204,115,13,2.8482230268754942,3.7489487727483115,0,1.0392156862745099,5,20,1,0,0,3,2.8024345925659873,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,22.48,22.48,53.44827586206896,4
6,Tyler Huntley,55,22,00-0035993,T.Huntley,QB,QB,2025,REG,2025_06_LA_BAL,BAL,LA,10,15,68,0,0,4,-23,0,0,86,35,3,-7.255764254368842,11.392816786582653,0,0.7906976744186046,3,39,0,0,0,2,5.787207700486761,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,6.620000000000001,6.620000000000001,15,-14
6,Tua Tagovailoa,54.8,38,00-0036212,T.Tagovailoa,QB,QB,2025,REG,2025_06_LAC_MIA,MIA,LAC,21,32,205,1,3,2,-9,0,0,214,91,10,-0.03338861474947796,2.047500836438146,0,0.9579439252336449,1,4,0,0,0,0,-0.18017263198271394,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,6.6,6.6,48.214285714285715,-2
6,Trevor Lawrence,53.8,54,00-0036971,T.Lawrence,QB,QB,2025,REG,2025_06_SEA_JAX,JAX,SEA,27,42,258,2,0,7,-44,0,0,320,127,13,-0.38684652255145546,-2.139047710668473,0,0.80625,3,9,0,0,0,1,2.3072855297941715,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,19.22,19.22,37.5,-8
6,Bryce Young,52,32,00-0039150,B.Young,QB,QB,2025,REG,2025_06_DAL_CAR,CAR,DAL,17,25,199,3,1,1,-5,0,0,154,98,11,2.201376390146385,13.688871406373524,0,1.2922077922077921,3,5,0,0,0,0,-0.312853037570457,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,18.46,18.46,52.63157894736842,3
6,Michael Penix Jr.,43.2,42,00-0039917,M.Penix,QB,QB,2025,REG,2025_06_BUF_ATL,ATL,BUF,20,32,250,1,0,2,-17,0,0,232,140,10,-0.41926983085160874,-6.361269758593652,0,1.0775862068965518,2,6,0,0,0,0,0.2949061302933842,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,14.6,14.6,63.1578947368421,10
