week,player,qbr,qb_plays,player_id,player_name,position,position_group,season,season_type,game_id,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks,sack_yards,fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,fantasy_points,fantasy_points_ppr,pct_total,result
9,Drake Maye,47.9,40,00-0039851,D.Maye,QB,QB,2025,REG,2025_09_ATL_NE,NE,ATL,19,29,259,2,1,6,-38,2,1,310,111,14,0.42372684842472275,5.3275637328624725,0,0.8354838709677419,8,20,0,0,0,2,0.329444587463513,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,16.36,16.36,51.06382978723404,1
9,J.J. McCarthy,46.3,38,00-0039923,J.McCarthy,QB,QB,2025,REG,2025_09_MIN_DET,MIN,DET,14,25,143,2,1,5,-27,0,0,258,33,8,-7.4183446173490415,-0.12288896933845851,0,0.5542635658914729,9,12,1,1,0,2,1.1650585746974684,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,18.919999999999998,18.919999999999998,52.94117647058824,3
9,Bryce Young,38.3,27,00-0039150,B.Young,QB,QB,2025,REG,2025_09_CAR_GB,CAR,GB,11,20,102,0,1,1,0,1,0,125,23,6,-3.305482862138888,-11.497365173540617,0,0.816,2,9,0,0,0,2,3.561962750274688,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,2.98,2.98,55.172413793103445,3
9,Dak Prescott,29.3,49,00-0033077,D.Prescott,QB,QB,2025,REG,2025_09_ARI_DAL,DAL,ARI,24,39,250,1,1,5,-40,0,0,400,91,14,-4.5026787937891255,-0.4851244390010834,0,0.625,4,34,0,0,0,1,1.7570169743848965,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,15.4,15.4,38.63636363636363,-10
9,Tua Tagovailoa,24.1,45,00-0036212,T.Tagovailoa,QB,QB,2025,REG,2025_09_BAL_MIA,MIA,BAL,25,40,261,0,1,2,-16,0,0,271,141,12,3.5116250164788205,-2.951435382301743,0,0.9630996309963099,1,1,0,0,0,0,-1.4328270184341818,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,8.54,8.54,17.647058823529413,-22
9,Cam Ward,14.1,30,00-0040676,C.Ward,QB,QB,2025,REG,2025_09_LAC_TEN,TEN,LAC,12,21,145,0,0,4,-27,1,0,183,85,7,-1.692690688505536,-11.784661525771732,0,0.7923497267759563,2,6,0,1,0,1,-1.2484316197223961,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,6.4,6.4,42.5531914893617,-7
9,Daniel Jones,12.9,60,00-0035710,D.Jones,QB,QB,2025,REG,2025_09_IND_PIT,IND,PIT,31,50,342,1,3,5,-29,2,2,432,88,17,-16.25802781872842,-1.6291015471021335,0,0.7916666666666666,3,4,1,1,0,2,4.533278831280768,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,14.079999999999998,14.079999999999998,42.5531914893617,-7
10,Jared Goff,94,34,00-0033106,J.Goff,QB,QB,2025,REG,2025_10_DET_WAS,DET,WAS,25,33,320,3,0,0,0,0,0,163,192,19,25.34362703664474,14.49127366145452,0,1.9631901840490797,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,24.8,24.8,66.66666666666666,22
10,Matthew Stafford,87.8,39,00-0026498,M.Stafford,QB,QB,2025,REG,2025_10_LA_SF,LA,SF,24,36,280,4,0,1,-5,0,0,332,142,20,22.63015853331308,10.5948607711231,0,0.8433734939759037,3,-3,0,0,0,0,-3.1898163429577835,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,26.900000000000002,26.900000000000002,61.76470588235294,16
10,Mac Jones,85.4,43,00-0036972,M.Jones,QB,QB,2025,REG,2025_10_LA_SF,SF,LA,33,39,319,3,1,0,0,0,0,282,101,16,18.252678949662485,14.974827949817364,0,1.1312056737588652,1,3,0,0,0,1,0.38789569766959175,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,23.06,23.06,38.23529411764706,-16
10,Marcus Mariota,78.1,32,00-0032268,M.Mariota,QB,QB,2025,REG,2025_10_DET_WAS,WAS,DET,16,22,213,2,0,2,-18,0,0,288,39,9,10.923732237273441,14.25039998509667,0,0.7395833333333334,5,22,0,0,0,1,0.6304876592475921,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,18.72,18.72,33.33333333333333,-22
10,Jaxson Dart,73.6,38,00-0040691,J.Dart,QB,QB,2025,REG,2025_10_NYG_CHI,NYG,CHI,19,29,242,0,0,2,-12,0,0,270,77,10,3.4402063399511795,8.720799618297153,0,0.8962962962962963,6,66,2,1,1,4,4.053942573547829,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,26.28,26.28,45.45454545454545,-4
10,Caleb Williams,73.5,45,00-0039918,C.Williams,QB,QB,2025,REG,2025_10_NYG_CHI,CHI,NYG,20,36,220,1,0,0,0,0,0,345,76,11,-6.061366754207314,-8.151408698823717,0,0.6376811594202898,8,63,1,0,0,3,4.51357507755165,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,25.1,25.1,54.54545454545454,4
10,Tua Tagovailoa,67,22,00-0036212,T.Tagovailoa,QB,QB,2025,REG,2025_10_BUF_MIA,MIA,BUF,15,21,173,2,2,0,0,0,0,188,89,9,9.007470136275515,5.901699690591721,0,0.9202127659574468,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,10.82,10.82,69.76744186046511,17
10,Baker Mayfield,65.5,46,00-0034855,B.Mayfield,QB,QB,2025,REG,2025_10_NE_TB,TB,NE,28,43,273,3,0,2,-15,0,0,282,132,14,0.9682208392788594,-2.538804813872936,0,0.9680851063829787,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,22.92,22.92,45.09803921568628,-5
10,Davis Mills,65.5,58,00-0036898,D.Mills,QB,QB,2025,REG,2025_10_JAX_HOU,HOU,JAX,27,45,292,2,1,2,-10,0,0,427,76,17,0.7544076708290387,-3.2593265853144904,1,0.6838407494145199,3,20,1,1,0,2,0.6820059707826004,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,27.68,27.68,55.38461538461539,7
10,Tyler Shough,62.8,31,00-0040743,T.Shough,QB,QB,2025,REG,2025_10_NO_CAR,NO,CAR,19,27,282,2,0,2,-16,0,0,259,134,9,11.777017397178302,10.370934124176319,0,1.0888030888030888,4,-3,0,0,0,0,-5.325220056169201,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,18.98,18.98,70.83333333333334,10
10,Lamar Jackson,53.3,41,00-0034796,L.Jackson,QB,QB,2025,REG,2025_10_BAL_MIN,BAL,MIN,17,29,176,1,0,1,-7,0,0,119,100,9,-1.3897965507582768,-13.496329316071101,1,1.4789915966386555,9,36,0,0,0,3,0.9730698811472394,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,16.64,16.64,58.69565217391305,8
10,Dillon Gabriel,49.3,48,00-0040704,D.Gabriel,QB,QB,2025,REG,2025_10_CLE_NYJ,CLE,NYJ,17,32,167,2,0,6,-47,0,0,200,76,8,-7.389529405771441,-16.412143409252167,0,0.835,5,54,0,0,0,3,4.882196272606961,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,20.08,20.08,42.5531914893617,-7
10,Drake Maye,48.5,43,00-0039851,D.Maye,QB,QB,2025,REG,2025_10_NE_TB,NE,TB,16,31,270,2,1,1,-1,0,0,350,134,9,6.266848459315952,-5.857704477063541,0,0.7714285714285715,7,13,0,0,0,0,-5.03541002899874,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,18.1,18.1,54.90196078431373,5
10,Jordan Love,42.5,44,00-0036264,J.Love,QB,QB,2025,REG,2025_10_PHI_GB,GB,PHI,20,36,176,0,0,3,-19,1,1,304,71,10,-8.137690771834327,-6.4590897975545944,0,0.5789473684210527,5,28,0,1,0,3,1.6890881280996837,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,7.84,7.84,41.17647058823529,-3
10,Jalen Hurts,33.6,35,00-0036389,J.Hurts,QB,QB,2025,REG,2025_10_PHI_GB,PHI,GB,15,26,183,1,0,0,0,0,0,229,92,8,8.49402574551641,-0.7928240558375483,0,0.7991266375545851,5,27,0,1,1,1,-5.195477146509802,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,12.02,12.02,58.82352941176471,3
10,Trevor Lawrence,31,40,00-0036971,T.Lawrence,QB,QB,2025,REG,2025_10_JAX_HOU,JAX,HOU,13,23,158,1,1,5,-39,2,1,146,77,7,-7.292075384233066,-14.426665979882944,0,1.082191780821918,5,35,0,0,0,2,-0.20427860610652715,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,9.82,9.82,44.61538461538462,-7
10,Jacoby Brissett,30.7,56,00-0033119,J.Brissett,QB,QB,2025,REG,2025_10_ARI_SEA,ARI,SEA,22,44,258,2,0,5,-52,2,2,324,119,13,-11.871959152092924,-9.89091832970464,1,0.7962962962962963,4,31,0,0,0,1,1.9740081977797672,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,19.42,19.42,33.33333333333333,-22
10,Justin Herbert,30.5,46,00-0036355,J.Herbert,QB,QB,2025,REG,2025_10_PIT_LAC,LAC,PIT,20,33,220,1,0,5,-21,0,0,156,179,7,-6.661067343007555,-14.103084441387292,0,1.4102564102564104,5,19,0,0,0,2,0.18589713040273637,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,14.700000000000001,14.700000000000001,71.42857142857143,15
10,Josh Allen,30,50,00-0034857,J.Allen,QB,QB,2025,REG,2025_10_BUF_MIA,BUF,MIA,28,40,306,2,1,3,-17,0,0,404,114,12,4.186331392542459,7.705256801385146,0,0.7574257425742574,4,31,0,1,1,2,-0.7899328941130079,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,19.340000000000003,19.340000000000003,30.23255813953488,-17
10,Daniel Jones,28.4,43,00-0035710,D.Jones,QB,QB,2025,REG,2025_10_ATL_IND,IND,ATL,19,26,255,1,1,7,-59,3,1,209,134,10,-2.113338494551453,3.072657034947322,0,1.2200956937799043,7,53,0,0,0,3,2.087481080146972,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,15.5,15.5,55.35714285714286,6
10,Bo Nix,25.5,37,00-0039732,B.Nix,QB,QB,2025,REG,2025_10_LV_DEN,DEN,LV,16,28,150,1,2,1,-9,0,0,247,77,5,-6.544006506850952,-7.191638206994092,0,0.6072874493927125,5,-2,0,0,0,2,-4.926363215723541,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,5.8,5.8,58.82352941176471,3
10,Michael Penix Jr.,23.5,33,00-0039917,M.Penix,QB,QB,2025,REG,2025_10_ATL_IND,ATL,IND,12,28,177,1,0,3,-27,1,1,288,47,10,-8.050063597610325,-16.349718928337097,1,0.6145833333333334,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,10.98,10.98,44.642857142857146,-6
10,Justin Fields,18.2,24,00-0036945,J.Fields,QB,QB,2025,REG,2025_10_CLE_NYJ,NYJ,CLE,6,11,54,1,1,3,-12,0,0,38,67,1,-10.175787572690751,-13.657003912058743,0,1.4210526315789473,7,28,0,0,0,2,-0.3866259119516653,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,6.960000000000001,6.960000000000001,57.446808510638306,7
10,J.J. McCarthy,16.9,60,00-0039923,J.McCarthy,QB,QB,2025,REG,2025_10_BAL_MIN,MIN,BAL,20,42,248,1,2,1,-3,0,0,458,114,9,-9.892118250213404,-11.627759984353693,0,0.5414847161572053,5,48,0,0,0,1,0.03952766029397026,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,14.72,14.72,41.30434782608695,-8
10,Bryce Young,16.6,31,00-0039150,B.Young,QB,QB,2025,REG,2025_10_NO_CAR,CAR,NO,17,25,124,0,1,2,-22,0,0,162,55,6,-11.497875926079399,2.757819061693938,0,0.7654320987654321,2,6,0,1,1,2,-4.270385249576066,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,1.56,1.56,29.166666666666668,-10
10,Geno Smith,11,38,00-0030565,G.Smith,QB,QB,2025,REG,2025_10_LV_DEN,LV,DEN,16,26,143,0,1,6,-29,0,0,57,84,7,-16.31954670541179,-6.650788336992264,0,2.508771929824561,3,7,0,0,0,1,-1.2251901265699416,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,4.42,4.42,41.17647058823529,-3
10,Aaron Rodgers,4.2,36,00-0023459,A.Rodgers,QB,QB,2025,REG,2025_10_PIT_LAC,PIT,LAC,16,31,161,1,2,3,-13,1,0,251,114,6,-18.09004052675284,-10.830245379890714,0,0.6414342629482072,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,6.440000000000001,6.440000000000001,28.57142857142857,-15
11,Michael Penix Jr.,89.8,20,00-0039917,M.Penix,QB,QB,2025,REG,2025_11_CAR_ATL,ATL,CAR,13,16,175,0,0,0,0,0,0,129,83,8,10.741212317137979,15.59100866317749,0,1.3565891472868217,1,9,0,0,0,0,0.9993381411768496,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,7.9,7.9,47.368421052631575,-3
11,Dak Prescott,87,36,00-0033077,D.Prescott,QB,QB,2025,REG,2025_11_DAL_LV,DAL,LV,25,33,268,4,0,1,-1,1,1,232,138,16,8.562692845276407,8.717983216047287,0,1.1551724137931034,4,-4,0,0,0,0,-6.04564963222947,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,24.32,24.32,67.3469387755102,17
11,Drake Maye,83.7,39,00-0039851,D.Maye,QB,QB,2025,REG,2025_11_NYJ_NE,NE,NYJ,25,34,281,1,0,1,-10,0,0,399,94,16,12.246038138652798,13.539707118814642,0,0.7042606516290727,4,2,0,0,0,0,-0.6089769885875285,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,15.44,15.44,65.85365853658537,13
11,Jordan Love,77.9,32,00-0036264,J.Love,QB,QB,2025,REG,2025_11_GB_NYG,GB,NYG,13,24,174,2,0,2,-12,0,0,290,29,10,10.40877283333987,-1.8089668258376743,1,0.6,2,7,0,0,0,0,-0.5671764763537794,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,17.66,17.66,57.446808510638306,7
11,Baker Mayfield,75.4,37,00-0034855,B.Mayfield,QB,QB,2025,REG,2025_11_TB_BUF,TB,BUF,16,28,173,1,1,1,-8,1,1,196,78,6,-8.958836055104404,-8.347461952103508,0,0.8826530612244898,5,39,1,0,0,4,8.257450924196746,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,16.82,16.82,42.10526315789473,-12
11,Bryce Young,74.8,54,00-0039150,B.Young,QB,QB,2025,REG,2025_11_CAR_ATL,CAR,ATL,31,45,448,3,0,5,-29,0,0,278,247,20,14.242022988657277,2.1731023761359127,1,1.6115107913669064,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,31.82,31.82,52.63157894736842,3
11,Brock Purdy,71.2,31,00-0037834,B.Purdy,QB,QB,2025,REG,2025_11_SF_ARI,SF,ARI,19,26,200,3,0,1,-14,0,0,188,77,13,8.642695559272799,10.061668038368225,0,1.0638297872340425,1,-7,0,0,0,0,-1.604405589925591,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,19.3,19.3,65.07936507936508,19
