"play_descripton","set","Date","Time","Site","Attendance","url","timeout","prev_home_score","prev_visiting_score","next_home_score","next_visiting_score","losing_team","set_winner","losing_team_wins"
"Timeout RIT.",1,"2014-11-07","17:00:00","Potsdam, NY (Alumni Gymnasium)

",238,"https://saintsathletics.com/boxscore.aspx?id=4868&path=wvball",TRUE,18,21,19,21,"home","visiting",FALSE
"Timeout St. Lawrence.",2,"2014-11-07","17:00:00","Potsdam, NY (Alumni Gymnasium)

",238,"https://saintsathletics.com/boxscore.aspx?id=4868&path=wvball",TRUE,9,3,10,3,"visiting","home",FALSE
"Timeout RIT.",2,"2014-11-07","17:00:00","Potsdam, NY (Alumni Gymnasium)

",238,"https://saintsathletics.com/boxscore.aspx?id=4868&path=wvball",TRUE,15,14,16,14,"visiting","home",FALSE
"Timeout St. Lawrence.",2,"2014-11-07","17:00:00","Potsdam, NY (Alumni Gymnasium)

",238,"https://saintsathletics.com/boxscore.aspx?id=4868&path=wvball",TRUE,22,18,22,19,"visiting","home",FALSE
"Timeout St. Lawrence.",3,"2014-11-07","17:00:00","Potsdam, NY (Alumni Gymnasium)

",238,"https://saintsathletics.com/boxscore.aspx?id=4868&path=wvball",TRUE,11,4,11,5,"visiting","home",FALSE
"Timeout RIT.",3,"2014-11-07","17:00:00","Potsdam, NY (Alumni Gymnasium)

",238,"https://saintsathletics.com/boxscore.aspx?id=4868&path=wvball",TRUE,19,16,20,16,"visiting","home",FALSE
"Timeout St. Lawrence.",4,"2014-11-07","17:00:00","Potsdam, NY (Alumni Gymnasium)

",238,"https://saintsathletics.com/boxscore.aspx?id=4868&path=wvball",TRUE,10,6,11,6,"visiting","home",FALSE
"Timeout St. Lawrence.",4,"2014-11-07","17:00:00","Potsdam, NY (Alumni Gymnasium)

",238,"https://saintsathletics.com/boxscore.aspx?id=4868&path=wvball",TRUE,18,11,18,12,"visiting","home",FALSE
"Timeout RIT.",4,"2014-11-07","17:00:00","Potsdam, NY (Alumni Gymnasium)

",238,"https://saintsathletics.com/boxscore.aspx?id=4868&path=wvball",TRUE,23,21,24,21,"visiting","home",FALSE
"Timeout SUNY Canton.",1,"2015-09-19","12:20:00","Oswego, N.Y. (Max Ziel Gymnasium)

",36,"https://rooathletics.com/boxscore.aspx?id=1976&path=wvball",TRUE,13,14,14,14,"home","home",TRUE
"Timeout Utica College.",1,"2015-09-19","12:20:00","Oswego, N.Y. (Max Ziel Gymnasium)

",36,"https://rooathletics.com/boxscore.aspx?id=1976&path=wvball",TRUE,20,20,20,21,"visiting","home",FALSE
"Timeout Utica College.",2,"2015-09-19","12:20:00","Oswego, N.Y. (Max Ziel Gymnasium)

",36,"https://rooathletics.com/boxscore.aspx?id=1976&path=wvball",TRUE,15,11,15,12,"visiting","home",FALSE
"Timeout Utica College.",2,"2015-09-19","12:20:00","Oswego, N.Y. (Max Ziel Gymnasium)

",36,"https://rooathletics.com/boxscore.aspx?id=1976&path=wvball",TRUE,21,14,21,15,"visiting","home",FALSE
"Timeout Utica College.",3,"2015-09-19","12:20:00","Oswego, N.Y. (Max Ziel Gymnasium)

",36,"https://rooathletics.com/boxscore.aspx?id=1976&path=wvball",TRUE,14,5,15,5,"visiting","home",FALSE
"Timeout Utica College.",3,"2015-09-19","12:20:00","Oswego, N.Y. (Max Ziel Gymnasium)

",36,"https://rooathletics.com/boxscore.aspx?id=1976&path=wvball",TRUE,21,7,21,8,"visiting","home",FALSE
"Timeout SUNY Canton.",1,"2015-09-19","14:00:00","Oswego, N.Y. (Max Ziel Gymnasium)

",67,"https://rooathletics.com/boxscore.aspx?id=1977&path=wvball",TRUE,8,9,8,10,"home","visiting",FALSE
"Timeout SUNY Canton.",1,"2015-09-19","14:00:00","Oswego, N.Y. (Max Ziel Gymnasium)

",67,"https://rooathletics.com/boxscore.aspx?id=1977&path=wvball",TRUE,16,20,16,21,"home","visiting",FALSE
"Timeout SUNY Canton.",2,"2015-09-19","14:00:00","Oswego, N.Y. (Max Ziel Gymnasium)

",67,"https://rooathletics.com/boxscore.aspx?id=1977&path=wvball",TRUE,8,14,9,14,"home","visiting",FALSE
"Timeout Oswego State.",2,"2015-09-19","14:00:00","Oswego, N.Y. (Max Ziel Gymnasium)

",67,"https://rooathletics.com/boxscore.aspx?id=1977&path=wvball",TRUE,13,14,13,15,"home","visiting",FALSE
"Timeout SUNY Canton.",3,"2015-09-19","14:00:00","Oswego, N.Y. (Max Ziel Gymnasium)

",67,"https://rooathletics.com/boxscore.aspx?id=1977&path=wvball",TRUE,10,18,10,19,"home","visiting",FALSE
"Timeout SUNY Canton.",3,"2015-09-19","14:00:00","Oswego, N.Y. (Max Ziel Gymnasium)

",67,"https://rooathletics.com/boxscore.aspx?id=1977&path=wvball",TRUE,17,21,18,21,"home","visiting",FALSE
"Timeout SUNY Canton.",3,"2015-09-19","14:00:00","Oswego, N.Y. (Max Ziel Gymnasium)

",67,"https://rooathletics.com/boxscore.aspx?id=1977&path=wvball",TRUE,21,24,22,24,"home","visiting",FALSE
"Timeout SUNY Canton.",1,"2015-10-16","14:00:00","Elmira, NY (Speidel Gymnasium)

",212,"https://rooathletics.com/boxscore.aspx?id=1989&path=wvball",TRUE,13,15,14,15,"home","visiting",FALSE
"Timeout SUNY Canton.",1,"2015-10-16","14:00:00","Elmira, NY (Speidel Gymnasium)

",212,"https://rooathletics.com/boxscore.aspx?id=1989&path=wvball",TRUE,15,19,16,19,"home","visiting",FALSE
"Timeout Elmira College.",1,"2015-10-16","14:00:00","Elmira, NY (Speidel Gymnasium)

",212,"https://rooathletics.com/boxscore.aspx?id=1989&path=wvball",TRUE,23,24,23,25,"home","visiting",FALSE
"Timeout SUNY Canton.",2,"2015-10-16","14:00:00","Elmira, NY (Speidel Gymnasium)

",212,"https://rooathletics.com/boxscore.aspx?id=1989&path=wvball",TRUE,5,9,6,9,"home","visiting",FALSE
"Timeout SUNY Canton.",2,"2015-10-16","14:00:00","Elmira, NY (Speidel Gymnasium)

",212,"https://rooathletics.com/boxscore.aspx?id=1989&path=wvball",TRUE,17,19,18,19,"home","visiting",FALSE
"Timeout SUNY Canton.",3,"2015-10-16","14:00:00","Elmira, NY (Speidel Gymnasium)

",212,"https://rooathletics.com/boxscore.aspx?id=1989&path=wvball",TRUE,19,18,20,18,"visiting","home",FALSE
"Timeout SUNY Canton.",4,"2015-10-16","14:00:00","Elmira, NY (Speidel Gymnasium)

",212,"https://rooathletics.com/boxscore.aspx?id=1989&path=wvball",TRUE,10,11,11,11,"home","home",TRUE
"Timeout Elmira College.",4,"2015-10-16","14:00:00","Elmira, NY (Speidel Gymnasium)

",212,"https://rooathletics.com/boxscore.aspx?id=1989&path=wvball",TRUE,18,14,19,14,"visiting","home",FALSE
"Timeout SUNY Canton.",4,"2015-10-16","14:00:00","Elmira, NY (Speidel Gymnasium)

",212,"https://rooathletics.com/boxscore.aspx?id=1989&path=wvball",TRUE,22,18,23,18,"visiting","home",FALSE
"Timeout SUNY Canton.",5,"2015-10-16","14:00:00","Elmira, NY (Speidel Gymnasium)

",212,"https://rooathletics.com/boxscore.aspx?id=1989&path=wvball",TRUE,1,4,1,5,"home","home",TRUE
"Timeout SUNY Canton.",5,"2015-10-16","14:00:00","Elmira, NY (Speidel Gymnasium)

",212,"https://rooathletics.com/boxscore.aspx?id=1989&path=wvball",TRUE,7,10,7,11,"home","home",TRUE
"Timeout Elmira College.",5,"2015-10-16","14:00:00","Elmira, NY (Speidel Gymnasium)

",212,"https://rooathletics.com/boxscore.aspx?id=1989&path=wvball",TRUE,9,12,10,12,"home","home",TRUE
"Timeout Elmira College.",5,"2015-10-16","14:00:00","Elmira, NY (Speidel Gymnasium)

",212,"https://rooathletics.com/boxscore.aspx?id=1989&path=wvball",TRUE,10,12,11,12,"home","home",TRUE
"Timeout CCNY.",1,"2015-10-16","20:25:00","Elmira, NY (Speidel Gymnasium)

",55,"https://rooathletics.com/boxscore.aspx?id=1988&path=wvball",TRUE,0,7,0,8,"home","visiting",FALSE
"Timeout CCNY.",1,"2015-10-16","20:25:00","Elmira, NY (Speidel Gymnasium)

",55,"https://rooathletics.com/boxscore.aspx?id=1988&path=wvball",TRUE,5,18,5,19,"home","visiting",FALSE
"Timeout CCNY.",2,"2015-10-16","20:25:00","Elmira, NY (Speidel Gymnasium)

",55,"https://rooathletics.com/boxscore.aspx?id=1988&path=wvball",TRUE,2,10,3,10,"home","visiting",FALSE
"Timeout CCNY.",3,"2015-10-16","20:25:00","Elmira, NY (Speidel Gymnasium)

",55,"https://rooathletics.com/boxscore.aspx?id=1988&path=wvball",TRUE,2,13,3,13,"home","visiting",FALSE
"Timeout SC.",1,"2015-09-05",NA,"Springfield, Mass. (AHLC Field House)

",61,"https://smithpioneers.com/boxscore.aspx?id=3861&path=wvball",TRUE,11,9,11,10,"visiting","visiting",TRUE
"Timeout NORWICH.",1,"2015-09-05",NA,"Springfield, Mass. (AHLC Field House)

",61,"https://smithpioneers.com/boxscore.aspx?id=3861&path=wvball",TRUE,12,15,12,16,"home","visiting",FALSE
"Timeout SC.",1,"2015-09-05",NA,"Springfield, Mass. (AHLC Field House)

",61,"https://smithpioneers.com/boxscore.aspx?id=3861&path=wvball",TRUE,14,19,14,20,"home","visiting",FALSE
"Timeout SC.",2,"2015-09-05",NA,"Springfield, Mass. (AHLC Field House)

",61,"https://smithpioneers.com/boxscore.aspx?id=3861&path=wvball",TRUE,14,9,14,10,"visiting","home",FALSE
"Timeout SC.",2,"2015-09-05",NA,"Springfield, Mass. (AHLC Field House)

",61,"https://smithpioneers.com/boxscore.aspx?id=3861&path=wvball",TRUE,20,16,20,17,"visiting","home",FALSE
"Timeout NORWICH.",2,"2015-09-05",NA,"Springfield, Mass. (AHLC Field House)

",61,"https://smithpioneers.com/boxscore.aspx?id=3861&path=wvball",TRUE,20,19,20,20,"visiting","home",FALSE
"Timeout NORWICH.",3,"2015-09-05",NA,"Springfield, Mass. (AHLC Field House)

",61,"https://smithpioneers.com/boxscore.aspx?id=3861&path=wvball",TRUE,5,10,5,11,"home","visiting",FALSE
"Timeout NORWICH.",3,"2015-09-05",NA,"Springfield, Mass. (AHLC Field House)

",61,"https://smithpioneers.com/boxscore.aspx?id=3861&path=wvball",TRUE,10,20,10,21,"home","visiting",FALSE
"Timeout NORWICH.",4,"2015-09-05",NA,"Springfield, Mass. (AHLC Field House)

",61,"https://smithpioneers.com/boxscore.aspx?id=3861&path=wvball",TRUE,9,17,9,18,"home","visiting",FALSE
"Timeout NORWICH.",4,"2015-09-05",NA,"Springfield, Mass. (AHLC Field House)

",61,"https://smithpioneers.com/boxscore.aspx?id=3861&path=wvball",TRUE,10,22,10,23,"home","visiting",FALSE
"Timeout Coast Guard.",1,"2015-09-22","07:00:00","New London, Conn. ()

",100,"https://smithpioneers.com/boxscore.aspx?id=3867&path=wvball",TRUE,11,11,11,12,"visiting","visiting",TRUE
"Timeout Smith.",1,"2015-09-22","07:00:00","New London, Conn. ()

",100,"https://smithpioneers.com/boxscore.aspx?id=3867&path=wvball",TRUE,13,17,14,17,"home","visiting",FALSE
"Timeout Smith.",1,"2015-09-22","07:00:00","New London, Conn. ()

",100,"https://smithpioneers.com/boxscore.aspx?id=3867&path=wvball",TRUE,17,20,17,21,"home","visiting",FALSE
"Timeout Smith.",2,"2015-09-22","07:00:00","New London, Conn. ()

",100,"https://smithpioneers.com/boxscore.aspx?id=3867&path=wvball",TRUE,NA,NA,11,12,NA,"visiting",NA
"Timeout Smith.",2,"2015-09-22","07:00:00","New London, Conn. ()

",100,"https://smithpioneers.com/boxscore.aspx?id=3867&path=wvball",TRUE,16,19,17,19,"home","visiting",FALSE
"Timeout Smith.",3,"2015-09-22","07:00:00","New London, Conn. ()

",100,"https://smithpioneers.com/boxscore.aspx?id=3867&path=wvball",TRUE,12,14,12,15,"home","visiting",FALSE
"Timeout Smith.",3,"2015-09-22","07:00:00","New London, Conn. ()

",100,"https://smithpioneers.com/boxscore.aspx?id=3867&path=wvball",TRUE,15,21,16,21,"home","visiting",FALSE
"Timeout Smith.",1,"2015-09-24","19:00:00","Springfield, Mass. (Blake Arena)

",150,"https://smithpioneers.com/boxscore.aspx?id=3868&path=wvball",TRUE,5,11,5,12,"home","visiting",FALSE
"Timeout Smith.",1,"2015-09-24","19:00:00","Springfield, Mass. (Blake Arena)

",150,"https://smithpioneers.com/boxscore.aspx?id=3868&path=wvball",TRUE,10,19,10,20,"home","visiting",FALSE
"Timeout Smith.",2,"2015-09-24","19:00:00","Springfield, Mass. (Blake Arena)

",150,"https://smithpioneers.com/boxscore.aspx?id=3868&path=wvball",TRUE,3,9,3,10,"home","visiting",FALSE
"Timeout Smith.",2,"2015-09-24","19:00:00","Springfield, Mass. (Blake Arena)

",150,"https://smithpioneers.com/boxscore.aspx?id=3868&path=wvball",TRUE,8,15,8,16,"home","visiting",FALSE
"Timeout Springfield College.",3,"2015-09-24","19:00:00","Springfield, Mass. (Blake Arena)

",150,"https://smithpioneers.com/boxscore.aspx?id=3868&path=wvball",TRUE,12,10,12,11,"visiting","visiting",TRUE
"Timeout Smith.",3,"2015-09-24","19:00:00","Springfield, Mass. (Blake Arena)

",150,"https://smithpioneers.com/boxscore.aspx?id=3868&path=wvball",TRUE,12,13,12,14,"home","visiting",FALSE
"Timeout Springfield College.",3,"2015-09-24","19:00:00","Springfield, Mass. (Blake Arena)

",150,"https://smithpioneers.com/boxscore.aspx?id=3868&path=wvball",TRUE,17,16,17,17,"visiting","visiting",TRUE
"Timeout Smith.",1,"2015-09-26","12:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3869&path=wvball",TRUE,1,8,1,9,"home","visiting",FALSE
"Timeout Smith.",1,"2015-09-26","12:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3869&path=wvball",TRUE,2,13,2,14,"home","visiting",FALSE
"Timeout MIT.",2,"2015-09-26","12:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3869&path=wvball",TRUE,9,5,9,6,"visiting","visiting",TRUE
"Timeout Smith.",2,"2015-09-26","12:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3869&path=wvball",TRUE,14,10,14,11,"visiting","visiting",TRUE
"Timeout Smith.",2,"2015-09-26","12:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3869&path=wvball",TRUE,16,19,16,20,"home","visiting",FALSE
"Timeout Smith.",3,"2015-09-26","12:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3869&path=wvball",TRUE,7,13,8,13,"home","visiting",FALSE
"Timeout Smith.",3,"2015-09-26","12:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3869&path=wvball",TRUE,9,17,9,18,"home","visiting",FALSE
"Timeout Regis College.",1,"2015-09-26","14:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3977&path=wvball",TRUE,2,8,3,8,"home","visiting",FALSE
"Timeout Smith.",1,"2015-09-26","14:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3977&path=wvball",TRUE,NA,NA,5,15,NA,"visiting",NA
"Timeout Smith.",1,"2015-09-26","14:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3977&path=wvball",TRUE,11,24,11,25,"home","visiting",FALSE
"Timeout Smith.",2,"2015-09-26","14:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3977&path=wvball",TRUE,9,6,10,6,"visiting","home",FALSE
"Timeout Smith.",2,"2015-09-26","14:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3977&path=wvball",TRUE,14,7,14,8,"visiting","home",FALSE
"Timeout Smith.",3,"2015-09-26","14:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3977&path=wvball",TRUE,6,3,6,4,"visiting","home",FALSE
"Timeout Smith.",3,"2015-09-26","14:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3977&path=wvball",TRUE,16,10,16,11,"visiting","home",FALSE
"Timeout Smith.",4,"2015-09-26","14:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3977&path=wvball",TRUE,8,5,8,6,"visiting","home",FALSE
"Timeout Smith.",4,"2015-09-26","14:00:00","Cambridge, Mass. (Rockwell Cage)

",55,"https://smithpioneers.com/boxscore.aspx?id=3977&path=wvball",TRUE,NA,NA,17,15,NA,"home",NA
"Timeout SMITH.",1,"2015-09-29","19:00:00","Northampton, MA (Ainsworth Gymnasium)

",40,"https://smithpioneers.com/boxscore.aspx?id=3870&path=wvball",TRUE,14,4,15,4,"visiting","home",FALSE
"Timeout SMITH.",2,"2015-09-29","19:00:00","Northampton, MA (Ainsworth Gymnasium)

",40,"https://smithpioneers.com/boxscore.aspx?id=3870&path=wvball",TRUE,8,2,9,2,"visiting","home",FALSE
"Timeout SMITH.",2,"2015-09-29","19:00:00","Northampton, MA (Ainsworth Gymnasium)

",40,"https://smithpioneers.com/boxscore.aspx?id=3870&path=wvball",TRUE,15,7,16,7,"visiting","home",FALSE
"Timeout SMITH.",3,"2015-09-29","19:00:00","Northampton, MA (Ainsworth Gymnasium)

",40,"https://smithpioneers.com/boxscore.aspx?id=3870&path=wvball",TRUE,13,7,13,8,"visiting","home",FALSE
"Timeout SMITH.",3,"2015-09-29","19:00:00","Northampton, MA (Ainsworth Gymnasium)

",40,"https://smithpioneers.com/boxscore.aspx?id=3870&path=wvball",TRUE,20,14,21,14,"visiting","home",FALSE
"Timeout Smith College.",1,"2015-10-08","19:00:00","Worcester, MA (Harrington Aud.)

",100,"https://smithpioneers.com/boxscore.aspx?id=3873&path=wvball",TRUE,11,15,12,15,"home","visiting",FALSE
"Timeout Smith College.",1,"2015-10-08","19:00:00","Worcester, MA (Harrington Aud.)

",100,"https://smithpioneers.com/boxscore.aspx?id=3873&path=wvball",TRUE,13,22,13,23,"home","visiting",FALSE
"Timeout Smith College.",2,"2015-10-08","19:00:00","Worcester, MA (Harrington Aud.)

",100,"https://smithpioneers.com/boxscore.aspx?id=3873&path=wvball",TRUE,8,8,9,8,"visiting","home",FALSE
"Timeout Smith College.",2,"2015-10-08","19:00:00","Worcester, MA (Harrington Aud.)

",100,"https://smithpioneers.com/boxscore.aspx?id=3873&path=wvball",TRUE,14,15,15,15,"home","home",TRUE
"Timeout WPI.",2,"2015-10-08","19:00:00","Worcester, MA (Harrington Aud.)

",100,"https://smithpioneers.com/boxscore.aspx?id=3873&path=wvball",TRUE,25,24,25,25,"visiting","home",FALSE
"Timeout Smith College.",3,"2015-10-08","19:00:00","Worcester, MA (Harrington Aud.)

",100,"https://smithpioneers.com/boxscore.aspx?id=3873&path=wvball",TRUE,1,6,2,6,"home","visiting",FALSE
"Timeout Smith College.",3,"2015-10-08","19:00:00","Worcester, MA (Harrington Aud.)

",100,"https://smithpioneers.com/boxscore.aspx?id=3873&path=wvball",TRUE,7,13,7,14,"home","visiting",FALSE
"Timeout Smith College.",4,"2015-10-08","19:00:00","Worcester, MA (Harrington Aud.)

",100,"https://smithpioneers.com/boxscore.aspx?id=3873&path=wvball",TRUE,4,11,4,12,"home","visiting",FALSE
"Timeout Smith College.",4,"2015-10-08","19:00:00","Worcester, MA (Harrington Aud.)

",100,"https://smithpioneers.com/boxscore.aspx?id=3873&path=wvball",TRUE,NA,NA,11,17,NA,"visiting",NA
"Timeout Smith.",1,"2015-10-17","11:00:00","Northampton, Mass. (Ainsworth Gymnasium)

",50,"https://smithpioneers.com/boxscore.aspx?id=3875&path=wvball",TRUE,15,9,15,10,"visiting","home",FALSE
"Timeout Smith.",1,"2015-10-17","11:00:00","Northampton, Mass. (Ainsworth Gymnasium)

",50,"https://smithpioneers.com/boxscore.aspx?id=3875&path=wvball",TRUE,21,14,22,14,"visiting","home",FALSE
"Timeout Smith.",2,"2015-10-17","11:00:00","Northampton, Mass. (Ainsworth Gymnasium)

",50,"https://smithpioneers.com/boxscore.aspx?id=3875&path=wvball",TRUE,13,6,14,6,"visiting","home",FALSE
"Timeout Smith.",2,"2015-10-17","11:00:00","Northampton, Mass. (Ainsworth Gymnasium)

",50,"https://smithpioneers.com/boxscore.aspx?id=3875&path=wvball",TRUE,19,10,20,10,"visiting","home",FALSE
"Timeout PSU.",3,"2015-10-17","11:00:00","Northampton, Mass. (Ainsworth Gymnasium)

",50,"https://smithpioneers.com/boxscore.aspx?id=3875&path=wvball",TRUE,7,13,8,13,"home","home",TRUE
"Timeout Smith.",3,"2015-10-17","11:00:00","Northampton, Mass. (Ainsworth Gymnasium)

",50,"https://smithpioneers.com/boxscore.aspx?id=3875&path=wvball",TRUE,12,13,12,14,"home","home",TRUE
"Timeout Smith.",3,"2015-10-17","11:00:00","Northampton, Mass. (Ainsworth Gymnasium)

",50,"https://smithpioneers.com/boxscore.aspx?id=3875&path=wvball",TRUE,NA,NA,20,19,NA,"home",NA
"Timeout FRA.",1,"2015-10-17","13:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3876&path=wvball",TRUE,10,13,11,13,"home","home",TRUE
"Timeout Smith.",1,"2015-10-17","13:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3876&path=wvball",TRUE,15,16,15,17,"home","home",TRUE
"Timeout Smith.",1,"2015-10-17","13:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3876&path=wvball",TRUE,21,19,22,19,"visiting","home",FALSE
"Timeout Smith.",2,"2015-10-17","13:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3876&path=wvball",TRUE,12,8,12,9,"visiting","home",FALSE
"Timeout FRA.",2,"2015-10-17","13:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3876&path=wvball",TRUE,12,14,13,14,"home","home",TRUE
"Timeout FRA.",2,"2015-10-17","13:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3876&path=wvball",TRUE,19,21,19,22,"home","home",TRUE
"Timeout Smith.",2,"2015-10-17","13:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3876&path=wvball",TRUE,20,23,21,23,"home","home",TRUE
"Timeout Smith.",3,"2015-10-17","13:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3876&path=wvball",TRUE,8,3,9,3,"visiting","home",FALSE
"Timeout Smith.",3,"2015-10-17","13:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3876&path=wvball",TRUE,14,5,15,5,"visiting","home",FALSE
"Timeout Smith.",1,"2015-10-20","19:00:00","Northampton, Mass. (Ainsworth Gym)

",20,"https://smithpioneers.com/boxscore.aspx?id=3877&path=wvball",TRUE,12,7,13,7,"visiting","home",FALSE
"Timeout Smith.",1,"2015-10-20","19:00:00","Northampton, Mass. (Ainsworth Gym)

",20,"https://smithpioneers.com/boxscore.aspx?id=3877&path=wvball",TRUE,19,9,20,9,"visiting","home",FALSE
"Timeout WEL.",2,"2015-10-20","19:00:00","Northampton, Mass. (Ainsworth Gym)

",20,"https://smithpioneers.com/boxscore.aspx?id=3877&path=wvball",TRUE,5,12,6,12,"home","home",TRUE
"Timeout Smith.",2,"2015-10-20","19:00:00","Northampton, Mass. (Ainsworth Gym)

",20,"https://smithpioneers.com/boxscore.aspx?id=3877&path=wvball",TRUE,10,12,11,12,"home","home",TRUE
"Timeout Smith.",2,"2015-10-20","19:00:00","Northampton, Mass. (Ainsworth Gym)

",20,"https://smithpioneers.com/boxscore.aspx?id=3877&path=wvball",TRUE,16,12,17,12,"visiting","home",FALSE
"Timeout Smith.",3,"2015-10-20","19:00:00","Northampton, Mass. (Ainsworth Gym)

",20,"https://smithpioneers.com/boxscore.aspx?id=3877&path=wvball",TRUE,15,14,16,14,"visiting","home",FALSE
"Timeout Smith.",3,"2015-10-20","19:00:00","Northampton, Mass. (Ainsworth Gym)

",20,"https://smithpioneers.com/boxscore.aspx?id=3877&path=wvball",TRUE,19,15,NA,NA,"visiting","home",FALSE
"Timeout Smith College.",1,"2015-10-23","17:30:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3878&path=wvball",TRUE,17,19,17,20,"home","home",TRUE
"Timeout Smith College.",1,"2015-10-23","17:30:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3878&path=wvball",TRUE,23,22,23,23,"visiting","home",FALSE
"Timeout Smith College.",2,"2015-10-23","17:30:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3878&path=wvball",TRUE,18,14,19,14,"visiting","home",FALSE
"Timeout Smith College.",2,"2015-10-23","17:30:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3878&path=wvball",TRUE,21,14,22,14,"visiting","home",FALSE
"Timeout Smith College.",3,"2015-10-23","17:30:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3878&path=wvball",TRUE,18,24,19,24,"home","visiting",FALSE
"Timeout Smith College.",4,"2015-10-23","17:30:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3878&path=wvball",TRUE,19,17,20,17,"visiting","home",FALSE
"Timeout Smith College.",4,"2015-10-23","17:30:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=3878&path=wvball",TRUE,23,17,23,18,"visiting","home",FALSE
"Timeout Smith.",1,"2015-10-24","10:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=4034&path=wvball",TRUE,10,4,10,5,"visiting","home",FALSE
"Timeout HAM.",1,"2015-10-24","10:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=4034&path=wvball",TRUE,17,13,18,13,"visiting","home",FALSE
"Timeout Smith.",1,"2015-10-24","10:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=4034&path=wvball",TRUE,23,14,24,14,"visiting","home",FALSE
"Timeout Smith.",2,"2015-10-24","10:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=4034&path=wvball",TRUE,9,4,9,5,"visiting","home",FALSE
"Timeout Smith.",2,"2015-10-24","10:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=4034&path=wvball",TRUE,17,10,17,11,"visiting","home",FALSE
"Timeout HAM.",3,"2015-10-24","10:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=4034&path=wvball",TRUE,1,5,1,6,"home","visiting",FALSE
"Timeout HAM.",3,"2015-10-24","10:00:00","Northampton, Mass. (Ainsworth Gym)

",50,"https://smithpioneers.com/boxscore.aspx?id=4034&path=wvball",TRUE,5,10,6,10,"home","visiting",FALSE
