"play_descripton","set","Date","Time","Site","Attendance","url","timeout","prev_home_score","prev_visiting_score","next_home_score","next_visiting_score","losing_team","set_winner","losing_team_wins"
"Timeout St. Lawrence.",1,"2013-11-08","05:00:00","Clarkson University (Alumni Gymnasium)

",150,"https://saintsathletics.com/boxscore.aspx?id=3485&path=wvball",TRUE,10,16,10,17,"home","visiting",FALSE
"Timeout St. Lawrence.",2,"2013-11-08","05:00:00","Clarkson University (Alumni Gymnasium)

",150,"https://saintsathletics.com/boxscore.aspx?id=3485&path=wvball",TRUE,14,23,15,23,"home","visiting",FALSE
"Timeout St. Lawrence.",3,"2013-11-08","05:00:00","Clarkson University (Alumni Gymnasium)

",150,"https://saintsathletics.com/boxscore.aspx?id=3485&path=wvball",TRUE,7,10,8,10,"home","visiting",FALSE
"Timeout St. Lawrence.",3,"2013-11-08","05:00:00","Clarkson University (Alumni Gymnasium)

",150,"https://saintsathletics.com/boxscore.aspx?id=3485&path=wvball",TRUE,18,22,19,22,"home","visiting",FALSE
"Timeout Union College.",3,"2013-11-08","05:00:00","Clarkson University (Alumni Gymnasium)

",150,"https://saintsathletics.com/boxscore.aspx?id=3485&path=wvball",TRUE,21,22,21,23,"home","visiting",FALSE
"Timeout Plattsburgh State.",1,"2013-09-10","19:00:00","Plattsburgh, N.Y. (Memorial Hall)

",178,"https://rooathletics.com/boxscore.aspx?id=1204&path=wvball",TRUE,13,10,14,10,"visiting","home",FALSE
"Timeout Plattsburgh State.",1,"2013-09-10","19:00:00","Plattsburgh, N.Y. (Memorial Hall)

",178,"https://rooathletics.com/boxscore.aspx?id=1204&path=wvball",TRUE,NA,NA,23,18,NA,"home",NA
"Timeout SUNY Canton.",1,"2013-09-10","19:00:00","Plattsburgh, N.Y. (Memorial Hall)

",178,"https://rooathletics.com/boxscore.aspx?id=1204&path=wvball",TRUE,23,19,24,19,"visiting","home",FALSE
"Timeout Plattsburgh State.",2,"2013-09-10","19:00:00","Plattsburgh, N.Y. (Memorial Hall)

",178,"https://rooathletics.com/boxscore.aspx?id=1204&path=wvball",TRUE,13,12,13,13,"visiting","visiting",TRUE
"Timeout SUNY Canton.",2,"2013-09-10","19:00:00","Plattsburgh, N.Y. (Memorial Hall)

",178,"https://rooathletics.com/boxscore.aspx?id=1204&path=wvball",TRUE,14,17,14,18,"home","visiting",FALSE
"Timeout Plattsburgh State.",2,"2013-09-10","19:00:00","Plattsburgh, N.Y. (Memorial Hall)

",178,"https://rooathletics.com/boxscore.aspx?id=1204&path=wvball",TRUE,17,19,17,20,"home","visiting",FALSE
"Timeout SUNY Canton.",2,"2013-09-10","19:00:00","Plattsburgh, N.Y. (Memorial Hall)

",178,"https://rooathletics.com/boxscore.aspx?id=1204&path=wvball",TRUE,18,23,19,23,"home","visiting",FALSE
"Timeout SUNY Canton.",3,"2013-09-10","19:00:00","Plattsburgh, N.Y. (Memorial Hall)

",178,"https://rooathletics.com/boxscore.aspx?id=1204&path=wvball",TRUE,5,10,5,11,"home","home",TRUE
"Timeout Plattsburgh State.",3,"2013-09-10","19:00:00","Plattsburgh, N.Y. (Memorial Hall)

",178,"https://rooathletics.com/boxscore.aspx?id=1204&path=wvball",TRUE,11,13,11,14,"home","home",TRUE
"Timeout Plattsburgh State.",3,"2013-09-10","19:00:00","Plattsburgh, N.Y. (Memorial Hall)

",178,"https://rooathletics.com/boxscore.aspx?id=1204&path=wvball",TRUE,17,17,18,17,"visiting","home",FALSE
"Timeout SUNY Canton.",3,"2013-09-10","19:00:00","Plattsburgh, N.Y. (Memorial Hall)

",178,"https://rooathletics.com/boxscore.aspx?id=1204&path=wvball",TRUE,21,20,22,20,"visiting","home",FALSE
"Timeout Plattsburgh State.",4,"2013-09-10","19:00:00","Plattsburgh, N.Y. (Memorial Hall)

",178,"https://rooathletics.com/boxscore.aspx?id=1204&path=wvball",TRUE,9,11,10,11,"home","home",TRUE
"Timeout Plattsburgh State.",4,"2013-09-10","19:00:00","Plattsburgh, N.Y. (Memorial Hall)

",178,"https://rooathletics.com/boxscore.aspx?id=1204&path=wvball",TRUE,19,16,20,16,"visiting","home",FALSE
"Timeout SUNY Canton.",4,"2013-09-10","19:00:00","Plattsburgh, N.Y. (Memorial Hall)

",178,"https://rooathletics.com/boxscore.aspx?id=1204&path=wvball",TRUE,22,18,23,18,"visiting","home",FALSE
"Timeout SUNY Canton.",4,"2013-09-10","19:00:00","Plattsburgh, N.Y. (Memorial Hall)

",178,"https://rooathletics.com/boxscore.aspx?id=1204&path=wvball",TRUE,24,22,25,22,"visiting","home",FALSE
"Timeout Green Mountain.",1,"2013-09-21","11:00:00","Castleton, VT (Spartan Athletic Com)

",16,"https://rooathletics.com/boxscore.aspx?id=1208&path=wvball",TRUE,4,15,5,15,"home","visiting",FALSE
"Timeout Green Mountain.",2,"2013-09-21","11:00:00","Castleton, VT (Spartan Athletic Com)

",16,"https://rooathletics.com/boxscore.aspx?id=1208&path=wvball",TRUE,5,14,NA,NA,"home","visiting",FALSE
"Timeout SUNY Canton.",3,"2013-09-21","11:00:00","Castleton, VT (Spartan Athletic Com)

",16,"https://rooathletics.com/boxscore.aspx?id=1208&path=wvball",TRUE,6,8,7,8,"home","visiting",FALSE
"Timeout SUNY Canton.",3,"2013-09-21","11:00:00","Castleton, VT (Spartan Athletic Com)

",16,"https://rooathletics.com/boxscore.aspx?id=1208&path=wvball",TRUE,17,17,17,18,"visiting","visiting",TRUE
"Timeout SUNY Canton.",1,"2013-10-04","20:00:00","Union, N.J. (Harwood Arena)

",56,"https://rooathletics.com/boxscore.aspx?id=1216&path=wvball",TRUE,5,11,6,11,"home","visiting",FALSE
"Timeout Kean University.",1,"2013-10-04","20:00:00","Union, N.J. (Harwood Arena)

",56,"https://rooathletics.com/boxscore.aspx?id=1216&path=wvball",TRUE,19,18,19,19,"visiting","visiting",TRUE
"Timeout SUNY Canton.",2,"2013-10-04","20:00:00","Union, N.J. (Harwood Arena)

",56,"https://rooathletics.com/boxscore.aspx?id=1216&path=wvball",TRUE,0,6,1,6,"home","visiting",FALSE
"Timeout SUNY Canton.",2,"2013-10-04","20:00:00","Union, N.J. (Harwood Arena)

",56,"https://rooathletics.com/boxscore.aspx?id=1216&path=wvball",TRUE,12,23,13,23,"home","visiting",FALSE
"Timeout Kean University.",3,"2013-10-04","20:00:00","Union, N.J. (Harwood Arena)

",56,"https://rooathletics.com/boxscore.aspx?id=1216&path=wvball",TRUE,5,0,5,1,"visiting","home",FALSE
"Timeout SUNY Canton.",3,"2013-10-04","20:00:00","Union, N.J. (Harwood Arena)

",56,"https://rooathletics.com/boxscore.aspx?id=1216&path=wvball",TRUE,20,11,21,11,"visiting","home",FALSE
"Timeout SUNY Canton.",4,"2013-10-04","20:00:00","Union, N.J. (Harwood Arena)

",56,"https://rooathletics.com/boxscore.aspx?id=1216&path=wvball",TRUE,15,14,16,14,"visiting","home",FALSE
"Timeout SUNY Canton.",4,"2013-10-04","20:00:00","Union, N.J. (Harwood Arena)

",56,"https://rooathletics.com/boxscore.aspx?id=1216&path=wvball",TRUE,21,19,21,20,"visiting","home",FALSE
"Timeout SUNY Canton.",5,"2013-10-04","20:00:00","Union, N.J. (Harwood Arena)

",56,"https://rooathletics.com/boxscore.aspx?id=1216&path=wvball",TRUE,9,8,9,9,"visiting","visiting",TRUE
"Timeout Centenary College.",1,"2013-10-05","11:00:00","Union, N.J. (Harwood Arena)

",55,"https://rooathletics.com/boxscore.aspx?id=1217&path=wvball",TRUE,17,10,18,10,"visiting","home",FALSE
"Timeout Centenary College.",1,"2013-10-05","11:00:00","Union, N.J. (Harwood Arena)

",55,"https://rooathletics.com/boxscore.aspx?id=1217&path=wvball",TRUE,23,11,24,11,"visiting","home",FALSE
"Timeout Centenary College.",2,"2013-10-05","11:00:00","Union, N.J. (Harwood Arena)

",55,"https://rooathletics.com/boxscore.aspx?id=1217&path=wvball",TRUE,17,6,NA,NA,"visiting","home",FALSE
"Timeout Centenary College.",2,"2013-10-05","11:00:00","Union, N.J. (Harwood Arena)

",55,"https://rooathletics.com/boxscore.aspx?id=1217&path=wvball",TRUE,20,8,21,8,"visiting","home",FALSE
"Timeout Centenary College.",3,"2013-10-05","11:00:00","Union, N.J. (Harwood Arena)

",55,"https://rooathletics.com/boxscore.aspx?id=1217&path=wvball",TRUE,16,4,16,5,"visiting","home",FALSE
"Timeout Centenary College.",3,"2013-10-05","11:00:00","Union, N.J. (Harwood Arena)

",55,"https://rooathletics.com/boxscore.aspx?id=1217&path=wvball",TRUE,19,6,20,6,"visiting","home",FALSE
"Timeout Brooklyn College.",1,"2013-10-05","12:50:00","Union, N.J. (Harwood Arena)

",55,"https://rooathletics.com/boxscore.aspx?id=1218&path=wvball",TRUE,10,3,11,3,"visiting","home",FALSE
"Timeout Brooklyn College.",2,"2013-10-05","12:50:00","Union, N.J. (Harwood Arena)

",55,"https://rooathletics.com/boxscore.aspx?id=1218&path=wvball",TRUE,14,5,15,5,"visiting","home",FALSE
"Timeout SUNY Canton.",3,"2013-10-05","12:50:00","Union, N.J. (Harwood Arena)

",55,"https://rooathletics.com/boxscore.aspx?id=1218&path=wvball",TRUE,4,9,5,9,"home","home",TRUE
"Timeout Brooklyn College.",3,"2013-10-05","12:50:00","Union, N.J. (Harwood Arena)

",55,"https://rooathletics.com/boxscore.aspx?id=1218&path=wvball",TRUE,15,14,16,14,"visiting","home",FALSE
"Timeout Brooklyn College.",3,"2013-10-05","12:50:00","Union, N.J. (Harwood Arena)

",55,"https://rooathletics.com/boxscore.aspx?id=1218&path=wvball",TRUE,19,17,20,17,"visiting","home",FALSE
"Timeout Ithaca.",1,"2013-08-30",NA,"Center Valley, Pa. (Billera Hall)

",30,"https://athletics.ithaca.edu/boxscore.aspx?id=5453&path=wvball",TRUE,9,6,10,6,"visiting","home",FALSE
"Timeout Ithaca.",1,"2013-08-30",NA,"Center Valley, Pa. (Billera Hall)

",30,"https://athletics.ithaca.edu/boxscore.aspx?id=5453&path=wvball",TRUE,21,16,22,16,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-08-30",NA,"Center Valley, Pa. (Billera Hall)

",30,"https://athletics.ithaca.edu/boxscore.aspx?id=5453&path=wvball",TRUE,12,15,12,16,"home","visiting",FALSE
"Timeout Cabrini.",2,"2013-08-30",NA,"Center Valley, Pa. (Billera Hall)

",30,"https://athletics.ithaca.edu/boxscore.aspx?id=5453&path=wvball",TRUE,20,22,21,22,"home","visiting",FALSE
"Timeout Ithaca.",3,"2013-08-30",NA,"Center Valley, Pa. (Billera Hall)

",30,"https://athletics.ithaca.edu/boxscore.aspx?id=5453&path=wvball",TRUE,21,10,22,10,"visiting","home",FALSE
"Timeout Ithaca.",4,"2013-08-30",NA,"Center Valley, Pa. (Billera Hall)

",30,"https://athletics.ithaca.edu/boxscore.aspx?id=5453&path=wvball",TRUE,18,15,19,15,"visiting","home",FALSE
"Timeout Ithaca.",4,"2013-08-30",NA,"Center Valley, Pa. (Billera Hall)

",30,"https://athletics.ithaca.edu/boxscore.aspx?id=5453&path=wvball",TRUE,23,22,24,22,"visiting","home",FALSE
"Timeout DeSales.",1,"2013-08-31",NA,"Center Valley, Pa. (Billera Hall)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5454&path=wvball",TRUE,14,10,14,11,"visiting","home",FALSE
"Timeout Ithaca.",1,"2013-08-31",NA,"Center Valley, Pa. (Billera Hall)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5454&path=wvball",TRUE,14,13,14,14,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-08-31",NA,"Center Valley, Pa. (Billera Hall)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5454&path=wvball",TRUE,9,15,10,15,"home","visiting",FALSE
"Timeout Ithaca.",2,"2013-08-31",NA,"Center Valley, Pa. (Billera Hall)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5454&path=wvball",TRUE,10,18,11,18,"home","visiting",FALSE
"Timeout Ithaca.",3,"2013-08-31",NA,"Center Valley, Pa. (Billera Hall)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5454&path=wvball",TRUE,14,18,14,19,"home",NA,NA
"Timeout DeSales.",3,"2013-08-31",NA,"Center Valley, Pa. (Billera Hall)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5454&path=wvball",TRUE,18,19,18,20,"home",NA,NA
"Timeout DeSales.",3,"2013-08-31",NA,"Center Valley, Pa. (Billera Hall)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5454&path=wvball",TRUE,22,22,23,22,"visiting",NA,NA
"Timeout Ithaca.",3,"2013-08-31",NA,"Center Valley, Pa. (Billera Hall)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5454&path=wvball",TRUE,24,25,24,26,"home",NA,NA
"Timeout Ithaca.",4,"2013-08-31",NA,"Center Valley, Pa. (Billera Hall)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5454&path=wvball",TRUE,1,7,2,7,"home","visiting",FALSE
"Timeout Ithaca.",4,"2013-08-31",NA,"Center Valley, Pa. (Billera Hall)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5454&path=wvball",TRUE,21,23,21,24,"home","visiting",FALSE
"Timeout Ithaca.",1,"2013-08-31","14:20:00","Ithaca, N.Y. (Billera Hall)

",30,"https://athletics.ithaca.edu/boxscore.aspx?id=5456&path=wvball",TRUE,13,10,NA,NA,"visiting","home",FALSE
"Timeout Ithaca.",1,"2013-08-31","14:20:00","Ithaca, N.Y. (Billera Hall)

",30,"https://athletics.ithaca.edu/boxscore.aspx?id=5456&path=wvball",TRUE,19,13,19,14,"visiting","home",FALSE
"Timeout Muhlenberg.",2,"2013-08-31","14:20:00","Ithaca, N.Y. (Billera Hall)

",30,"https://athletics.ithaca.edu/boxscore.aspx?id=5456&path=wvball",TRUE,11,7,12,7,"visiting","home",FALSE
"Timeout Ithaca.",3,"2013-08-31","14:20:00","Ithaca, N.Y. (Billera Hall)

",30,"https://athletics.ithaca.edu/boxscore.aspx?id=5456&path=wvball",TRUE,9,7,9,8,"visiting","home",FALSE
"Timeout Ithaca.",3,"2013-08-31","14:20:00","Ithaca, N.Y. (Billera Hall)

",30,"https://athletics.ithaca.edu/boxscore.aspx?id=5456&path=wvball",TRUE,18,15,18,16,"visiting","home",FALSE
"Timeout Muhlenberg.",3,"2013-08-31","14:20:00","Ithaca, N.Y. (Billera Hall)

",30,"https://athletics.ithaca.edu/boxscore.aspx?id=5456&path=wvball",TRUE,18,18,18,19,"visiting","home",FALSE
"Timeout Cazenovia.",1,"2013-09-06","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5455&path=wvball",TRUE,1,7,1,8,"home",NA,NA
"Timeout Cazenovia.",1,"2013-09-06","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5455&path=wvball",TRUE,7,19,7,20,"home",NA,NA
"Timeout Cazenovia.",2,"2013-09-06","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5455&path=wvball",TRUE,8,13,9,13,"home",NA,NA
"Timeout Cazenovia.",3,"2013-09-06","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5455&path=wvball",TRUE,2,9,3,9,"home","visiting",FALSE
"Timeout Cazenovia.",3,"2013-09-06","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5455&path=wvball",TRUE,13,20,13,21,"home","visiting",FALSE
"Timeout Ithaca.",1,"2013-09-06","19:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",50,"https://athletics.ithaca.edu/boxscore.aspx?id=5457&path=wvball",TRUE,9,4,10,4,"visiting",NA,NA
"Timeout Ithaca.",1,"2013-09-06","19:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",50,"https://athletics.ithaca.edu/boxscore.aspx?id=5457&path=wvball",TRUE,20,5,21,5,"visiting",NA,NA
"Timeout Ithaca.",2,"2013-09-06","19:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",50,"https://athletics.ithaca.edu/boxscore.aspx?id=5457&path=wvball",TRUE,19,18,NA,NA,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-09-06","19:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",50,"https://athletics.ithaca.edu/boxscore.aspx?id=5457&path=wvball",TRUE,21,18,22,18,"visiting","home",FALSE
"Timeout Widener.",2,"2013-09-06","19:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",50,"https://athletics.ithaca.edu/boxscore.aspx?id=5457&path=wvball",TRUE,23,21,24,21,"visiting","home",FALSE
"Timeout Ithaca.",3,"2013-09-06","19:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",50,"https://athletics.ithaca.edu/boxscore.aspx?id=5457&path=wvball",TRUE,5,1,6,1,"visiting","home",FALSE
"Timeout Widener.",3,"2013-09-06","19:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",50,"https://athletics.ithaca.edu/boxscore.aspx?id=5457&path=wvball",TRUE,19,16,19,17,"visiting","home",FALSE
"Timeout Ithaca.",3,"2013-09-06","19:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",50,"https://athletics.ithaca.edu/boxscore.aspx?id=5457&path=wvball",TRUE,21,18,22,18,"visiting","home",FALSE
"Timeout Widener.",3,"2013-09-06","19:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",50,"https://athletics.ithaca.edu/boxscore.aspx?id=5457&path=wvball",TRUE,24,21,24,22,"visiting","home",FALSE
"Timeout Baptist Bible.",1,"2013-09-07",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",33,"https://athletics.ithaca.edu/boxscore.aspx?id=5458&path=wvball",TRUE,7,10,7,11,"home","visiting",FALSE
"Timeout Ithaca.",1,"2013-09-07",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",33,"https://athletics.ithaca.edu/boxscore.aspx?id=5458&path=wvball",TRUE,16,19,17,19,"home","visiting",FALSE
"Timeout Ithaca.",1,"2013-09-07",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",33,"https://athletics.ithaca.edu/boxscore.aspx?id=5458&path=wvball",TRUE,23,24,24,24,"home","visiting",FALSE
"Timeout Baptist Bible.",2,"2013-09-07",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",33,"https://athletics.ithaca.edu/boxscore.aspx?id=5458&path=wvball",TRUE,13,18,13,19,"home","visiting",FALSE
"Timeout Ithaca.",1,"2013-09-07","15:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5459&path=wvball",TRUE,18,11,19,11,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-09-07","15:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5459&path=wvball",TRUE,11,6,11,7,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-09-07","15:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5459&path=wvball",TRUE,21,20,21,21,"visiting","home",FALSE
"Timeout Ithaca.",3,"2013-09-07","15:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5459&path=wvball",TRUE,9,4,9,5,"visiting","home",FALSE
"Timeout Union.",3,"2013-09-07","15:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5459&path=wvball",TRUE,21,20,22,20,"visiting","home",FALSE
"Timeout Ithaca.",3,"2013-09-07","15:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5459&path=wvball",TRUE,24,20,25,20,"visiting","home",FALSE
"Timeout Ithaca.",1,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5460&path=wvball",TRUE,13,16,13,17,"home","home",TRUE
"Timeout MSMC.",1,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5460&path=wvball",TRUE,23,23,24,23,"visiting","home",FALSE
"Timeout MSMC.",1,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5460&path=wvball",TRUE,24,23,25,23,"visiting","home",FALSE
"Timeout MSMC.",2,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5460&path=wvball",TRUE,17,9,NA,NA,"visiting","home",FALSE
"Timeout Ithaca.",3,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5460&path=wvball",TRUE,13,17,14,17,"home","home",TRUE
"Timeout MSMC.",3,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5460&path=wvball",TRUE,22,21,23,21,"visiting","home",FALSE
"Timeout Ithaca.",1,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",88,"https://athletics.ithaca.edu/boxscore.aspx?id=5461&path=wvball",TRUE,11,13,12,13,"home","home",TRUE
"Timeout New Paltz.",1,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",88,"https://athletics.ithaca.edu/boxscore.aspx?id=5461&path=wvball",TRUE,19,20,19,21,"home","home",TRUE
"Timeout New Paltz.",1,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",88,"https://athletics.ithaca.edu/boxscore.aspx?id=5461&path=wvball",TRUE,23,22,24,22,"visiting","home",FALSE
"Timeout Ithaca.",1,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",88,"https://athletics.ithaca.edu/boxscore.aspx?id=5461&path=wvball",TRUE,24,23,25,23,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",88,"https://athletics.ithaca.edu/boxscore.aspx?id=5461&path=wvball",TRUE,6,10,6,11,"home","visiting",FALSE
"Timeout Ithaca.",2,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",88,"https://athletics.ithaca.edu/boxscore.aspx?id=5461&path=wvball",TRUE,16,23,17,23,"home","visiting",FALSE
"Timeout Ithaca.",3,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",88,"https://athletics.ithaca.edu/boxscore.aspx?id=5461&path=wvball",TRUE,0,5,1,5,"home","visiting",FALSE
"Timeout Ithaca.",4,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",88,"https://athletics.ithaca.edu/boxscore.aspx?id=5461&path=wvball",TRUE,7,13,8,13,"home","visiting",FALSE
"Timeout New Paltz.",4,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",88,"https://athletics.ithaca.edu/boxscore.aspx?id=5461&path=wvball",TRUE,17,20,18,20,"home","visiting",FALSE
"Timeout New Paltz.",4,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",88,"https://athletics.ithaca.edu/boxscore.aspx?id=5461&path=wvball",TRUE,21,21,21,22,"visiting","visiting",TRUE
"Timeout Ithaca.",4,"2013-09-13",NA,"New Paltz, N.Y. (Hawk Center)

",88,"https://athletics.ithaca.edu/boxscore.aspx?id=5461&path=wvball",TRUE,22,23,22,24,"home","visiting",FALSE
"Timeout Ithaca.",1,"2013-09-14",NA,"New Paltz, N.Y. (Hawk Center)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5462&path=wvball",TRUE,9,15,9,16,"home","visiting",FALSE
"Timeout Salisbury.",1,"2013-09-14",NA,"New Paltz, N.Y. (Hawk Center)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5462&path=wvball",TRUE,18,21,18,22,"home","visiting",FALSE
"Timeout Ithaca.",1,"2013-09-14",NA,"New Paltz, N.Y. (Hawk Center)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5462&path=wvball",TRUE,20,24,20,25,"home","visiting",FALSE
"Timeout Salisbury.",2,"2013-09-14",NA,"New Paltz, N.Y. (Hawk Center)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5462&path=wvball",TRUE,8,4,9,4,"visiting","visiting",TRUE
"Timeout Ithaca.",2,"2013-09-14",NA,"New Paltz, N.Y. (Hawk Center)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5462&path=wvball",TRUE,11,12,11,13,"home","visiting",FALSE
"Timeout Ithaca.",2,"2013-09-14",NA,"New Paltz, N.Y. (Hawk Center)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5462&path=wvball",TRUE,12,21,13,21,"home","visiting",FALSE
"Timeout Ithaca.",3,"2013-09-14",NA,"New Paltz, N.Y. (Hawk Center)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5462&path=wvball",TRUE,11,15,11,16,"home","visiting",FALSE
"Timeout Old Westbury.",1,"2013-09-14",NA,"New Paltz, N.Y. (Hawk Center)

",25,"https://athletics.ithaca.edu/boxscore.aspx?id=5463&path=wvball",TRUE,17,9,18,9,"visiting","home",FALSE
"Timeout Old Westbury.",2,"2013-09-14",NA,"New Paltz, N.Y. (Hawk Center)

",25,"https://athletics.ithaca.edu/boxscore.aspx?id=5463&path=wvball",TRUE,13,1,NA,NA,"visiting","home",FALSE
"Timeout Old Westbury.",3,"2013-09-14",NA,"New Paltz, N.Y. (Hawk Center)

",25,"https://athletics.ithaca.edu/boxscore.aspx?id=5463&path=wvball",TRUE,14,8,15,8,"visiting","home",FALSE
"Timeout Ithaca.",1,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5466&path=wvball",TRUE,16,17,17,17,"home","visiting",FALSE
"Timeout Houghton.",1,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5466&path=wvball",TRUE,20,17,20,18,"visiting","visiting",TRUE
"Timeout Ithaca.",1,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5466&path=wvball",TRUE,20,22,20,23,"home","visiting",FALSE
"Timeout Houghton.",2,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5466&path=wvball",TRUE,10,5,11,5,"visiting","home",FALSE
"Timeout Houghton.",2,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5466&path=wvball",TRUE,21,14,21,15,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5466&path=wvball",TRUE,23,18,23,19,"visiting","home",FALSE
"Timeout Houghton.",3,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5466&path=wvball",TRUE,9,3,10,3,"visiting","home",FALSE
"Timeout Houghton.",3,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5466&path=wvball",TRUE,16,6,17,6,"visiting","home",FALSE
