,sex,Form,Group,Rank,Team,Athlete,Score,Remark
1880,W,Single-weapon routines_Jian (Straight Sword) ,Group B,1,HKG,CHAN Lois Jo,8.63,First Prize
1881,W,Single-weapon routines_Jian (Straight Sword) ,Group B,2,NZL,Annie HARRIS,8.55,Second Prize
1882,W,Single-weapon routines_Jian (Straight Sword) ,Group B,3,GEO,Barbare GATCHAVA,8.44,Second Prize
1883,W,Single-weapon routines_Jian (Straight Sword) ,Group B,4,USA,Jordan NGO,8.36,Third Prize
1884,W,Single-weapon routines_Jian (Straight Sword) ,Group B,5,USA,Emma NG,8.35,Third Prize
1885,W,Single-weapon routines_Jian (Straight Sword) ,Group B,6,USA,Charlee POT,8.32,Third Prize
1886,W,Single-weapon routines_Jian (Straight Sword) ,Group B,7,CAN,YI Litianzhen,8.26,
1887,W,Single-weapon routines_Gun (Cudgel/Staff) ,Group B,1,AIN,Sofia PODGORKINA,8.61,First Prize
1888,W,Single-weapon routines_Gun (Cudgel/Staff) ,Group B,2,ROU,Andrada Maria RADU MIC,8.49,Second Prize
1889,W,Single-weapon routines_Gun (Cudgel/Staff) ,Group B,3,AIN,Katsiaryna SHANAIKOVA,8.44,Second Prize
1890,W,Single-weapon routines_Gun (Cudgel/Staff) ,Group B,4,ITA,Laila PIOVESAN,8.4,Third Prize
1891,W,Single-weapon routines_Gun (Cudgel/Staff) ,Group B,5,GRE,Vasiliki LABOUSI,8.3,Third Prize
1892,W,Single-weapon routines_Gun (Cudgel/Staff) ,Group B,6,USA,Solange COLASSE,8.27,Third Prize
1893,W,Single-weapon routines_Gun (Cudgel/Staff) ,Group B,7,USA,Claire TJHIN,8.14,
1894,W,Double-weapon routines ,Group B,1,AIN,Anna PETUKHOVA,8.64,First Prize
1895,W,Double-weapon routines ,Group B,2,FRA,Annie SCHUR CHEN,8.64,Second Prize
1896,W,Double-weapon routines ,Group B,3,CAN,Yanjie LIU,8.51,Second Prize
1897,W,Double-weapon routines ,Group B,4,MAS,HUE Zi Wei,8.48,Third Prize
1898,W,Double-weapon routines ,Group B,5,NZL,Alyson Ziming ZHU,8.44,Third Prize
1899,W,Double-weapon routines ,Group B,6,USA,Adriana ZHU,8.43,Third Prize
1900,W,Double-weapon routines ,Group B,7,MAC,LEONG Wai Lam,8.4,
1901,W,Double-weapon routines ,Group B,8,GRE,Despoina MICHOU,8.37,
1902,W,Double-weapon routines ,Group B,9,USA,Natalie SUDIBYO,8.26,
1903,W,Double-weapon routines ,Group B,Default,USA,Ishita KOTRA,NA,
1904,W,Single-weapon routines_Dao (Broadsword) ,Group C,1,TUR,Afra KILINC,8.67,First Prize
1905,W,Single-weapon routines_Dao (Broadsword) ,Group C,2,HKG,CHAN Hoi Ching,8.61,Second Prize
1906,W,Single-weapon routines_Dao (Broadsword) ,Group C,3,AIN,Zlata SHMAKOVA,8.6,Second Prize
1907,W,Single-weapon routines_Dao (Broadsword) ,Group C,4,CZE,Helena RIHACKOVA,8.48,Third Prize
1908,W,Single-weapon routines_Dao (Broadsword) ,Group C,5,TUR,Sude Merve ALTUN,8.47,Third Prize
1909,W,Single-weapon routines_Dao (Broadsword) ,Group C,6,GBR,Chiara EZAD PANAH,8.43,Third Prize
1910,W,Single-weapon routines_Dao (Broadsword) ,Group C,7,USA,Emma HUANG,8.38,
1911,W,Single-weapon routines_Dao (Broadsword) ,Group C,8,GRE,Spyridoula DOUDOUNI,8.36,
1912,W,Single-weapon routines_Dao (Broadsword) ,Group C,Default,HKG,FUNG Faye,NA,
1913,W,Single-weapon routines_Dao (Broadsword) ,Group C,Default,USA,Celene JONDROW-QIAN,NA,
1914,W,Single-weapon routines_Jian (Straight Sword) ,Group C,1,HKG,HUANG Susie,8.63,Gold
1915,W,Single-weapon routines_Jian (Straight Sword) ,Group C,2,TUR,Ayse Sina COSKUN,8.59,Silver
1916,W,Single-weapon routines_Jian (Straight Sword) ,Group C,3,HKG,LEE Hiu Ching,8.55,Bronze
1917,W,Single-weapon routines_Jian (Straight Sword) ,Group C,4,GEO,Sopiko APKHAZAVA,8.54,Second Prize
1918,W,Single-weapon routines_Jian (Straight Sword) ,Group C,5,USA,Elaine SUDIBYO,8.49,Second Prize
1919,W,Single-weapon routines_Jian (Straight Sword) ,Group C,6,GEO,Mariam ARZIANI,8.44,Third Prize
1920,W,Single-weapon routines_Jian (Straight Sword) ,Group C,7,HKG,LO Tsz Ki Debby,8.44,Third Prize
1921,W,Single-weapon routines_Jian (Straight Sword) ,Group C,8,NZL,Leyu CAO,8.42,Third Prize
1922,W,Single-weapon routines_Jian (Straight Sword) ,Group C,9,SVK,Diana CELEdOVá,8.41,Third Prize
1923,W,Single-weapon routines_Jian (Straight Sword) ,Group C,10,GRE,Maria DOUDONI,8.38,
1924,W,Single-weapon routines_Jian (Straight Sword) ,Group C,11,GRE,Danai Paraskevi SAMARTZI,8.37,
1925,W,Single-weapon routines_Jian (Straight Sword) ,Group C,12,GRE,Elpida TRIGONI,8.37,
1926,W,Single-weapon routines_Jian (Straight Sword) ,Group C,13,AUS,Angelique LI,8.26,
1927,W,Single-weapon routines_Jian (Straight Sword) ,Group C,Default,AUS,Fan-rong KONG,NA,
1928,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,1,AIN,Aleksandra IVAKINA,8.6,Gold
1929,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,2,GEO,Gvantsa KARCHAVA,8.53,Silver
1930,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,3,GRE,Melina SPYRIDOU,8.51,Bronze
1931,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,4,ITA,Sarah RAGNO,8.5,Second Prize
1932,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,5,ITA,Elena SHIIHASHI,8.47,Second Prize
1933,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,6,USA,Emily CHAN,8.46,Third Prize
1934,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,7,EGY,Habiba SANAD,8.46,Third Prize
1935,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,8,ITA,Myriam ZOLLO,8.41,Third Prize
1936,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,9,MAS,LEE Xuen Ern,8.39,Third Prize
1937,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,10,GRE,Eleni Anna GEORGA,8.39,Third Prize
1938,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,11,IND,Luhenbi MAIBAM,8.38,
1939,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,12,GRE,Myrto TSIALTA,8.36,
1940,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,13,KGZ,Elina ISAKOVA,8.32,
1941,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,14,KGZ,Saadat KASYMALIEVA,8.3,
1942,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,15,CZE,Anezka JAGOSOVA,8.3,
1943,W,Single-weapon routines_Gun (Cudgel/Staff),Group C,Default,USA,Amanda LEE,NA,
1944,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group C,1,TUR,Ayse Sude AKYUZ,8.67,First Prize
1945,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group C,2,AIN,Sofia KOSHKINA,8.59,Second Prize
1946,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group C,3,CAN,Yanxin LIU,8.46,Second Prize
1947,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group C,4,MEX,Zoe Ximena RAMIREZ CORDOVA,8.45,Third Prize
1948,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group C,5,USA,Arianni SILVA,8.41,Third Prize
1949,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group C,6,MEX,Ximena CARRASCO REZA,8.37,
1950,W,Double-weapon routines_Other routines ,Group C,1,AIN,Darina MAZURAK,8.64,First Prize
1951,W,Double-weapon routines_Other routines ,Group C,2,USA,Samantha LU,8.56,First Prize
1952,W,Double-weapon routines_Other routines ,Group C,3,HKG,WONG Sofia,8.55,Second Prize
1953,W,Double-weapon routines_Other routines ,Group C,4,USA,Jessica JACZYNSKI,8.52,Second Prize
1954,W,Double-weapon routines_Other routines ,Group C,5,INA,Latifa Farannisa AGIL,8.51,Second Prize
1955,W,Double-weapon routines_Other routines ,Group C,6,MAS,WONG Chloe Ryan,8.49,Third Prize
1956,W,Double-weapon routines_Other routines ,Group C,7,USA,Ava HARPER,8.47,Third Prize
1957,W,Double-weapon routines_Other routines ,Group C,8,POL,Natalia Maria ZARóD,8.46,Third Prize
1958,W,Double-weapon routines_Other routines ,Group C,9,USA,Natalie LEW,8.42,Third Prize
1959,W,Double-weapon routines_Other routines ,Group C,10,USA,Alaina CHAO,8.42,
1960,W,Double-weapon routines_Other routines ,Group C,11,USA,Alayna CHIU,8.41,
1961,W,Double-weapon routines_Other routines ,Group C,Default,USA,Amanda LEE,NA,
1962,W,weapon routines-Other routines ,Group B,1,AIN,Aleksandra ROSLIAKOVA,8.6,First Prize
1963,W,weapon routines-Other routines ,Group B,2,USA,Alicia LI,8.56,Second Prize
1964,W,weapon routines-Other routines ,Group B,3,EGY,Mariam SAKR,8.54,Second Prize
1965,W,weapon routines-Other routines ,Group B,4,USA,Sofia ELCHIEVA,8.45,Third Prize
1966,W,weapon routines-Other routines ,Group B,5,USA,Ishita KOTRA,8.45,Third Prize
1967,W,weapon routines-Other routines ,Group B,6,USA,Madeline FARR,8.4,Third Prize
1968,W,weapon routines-Other routines ,Group B,7,HUN,árven CSORDáS,8.39,
1969,W,weapon routines-Other routines ,Group B,8,CAN,Ruolan Alysa ZHANG,8.39,
1970,W,weapon routines-Other routines ,Group B,Default,HKG,CHOW Tsz Tung Tania,NA,
1971,W,Single-weapon routines_Taiji weapon ,Group A,1,LAT,Anna ZABLOCKA,7.55,First Prize
1972,W,Single-weapon routines_Taiji weapon ,Group A,2,NZL,Tanya Tianran YANG,7.5,Second Prize
1973,W,Single-weapon routines_Taiji weapon ,Group A,3,USA,Mochen Jasmine LI,7.36,Third Prize
1974,W,Single-weapon routines_Taiji weapon ,Group A,4,AUS,Belinda Xinghui LI,7.24,Third Prize
1975,W,Single-weapon routines_Taiji weapon ,Group A,5,USA,Scarlett Lee BAUTISTA,7.2,
1976,W,Single-weapon routines_Taiji weapon ,Group B,1,CAN,Ching Lam Katelyn CHOY,8.59,First Prize
1977,W,Single-weapon routines_Taiji weapon ,Group B,2,MAS,TAN Jaslyn Yu Ching,8.55,Second Prize
1978,W,Single-weapon routines_Taiji weapon ,Group B,3,HKG,LYU Xinyi Evelyn,8.5,Second Prize
1979,W,Single-weapon routines_Taiji weapon ,Group B,4,LAT,Uljana Anastasija LUKJANENKO,8.46,Third Prize
1980,W,Single-weapon routines_Taiji weapon ,Group B,5,ROU,Alexandra Jasmine TECI,8.46,Third Prize
1981,W,Single-weapon routines_Taiji weapon ,Group B,6,AUS,Xingyu LI,8.4,Third Prize
1982,W,Single-weapon routines_Taiji weapon ,Group B,7,ROU,Sofia Maria ILIE,8.35,
1983,W,Single-weapon routines_Taiji weapon ,Group B,8,USA,Seyed Dana KEYHANI ZEYABERI,8.34,
1984,W,Single-weapon routines_Chen Style Taijijian ,Group D,1,AIN,Anastasiia KADENOVA,8.9,First Prize
1985,W,Single-weapon routines_Chen Style Taijijian ,Group D,2,MAC,KUOK Wai Meng,8.88,Second Prize
1986,W,Single-weapon routines_Chen Style Taijijian ,Group D,3,HKG,NGAN Ka Wing,8.76,Second Prize
1987,W,Single-weapon routines_Chen Style Taijijian ,Group D,4,NED,Lisa Charmaine Maria MURESU,8.72,Third Prize
1988,W,Single-weapon routines_Chen Style Taijijian ,Group D,5,GEO,Nino CHIKHLADZE,8.66,Third Prize
1989,W,Single-weapon routines_Chen Style Taijijian ,Group D,6,GBR,Myrsini Chionia CHRISTODOULELLI,8.66,Third Prize
1990,W,Single-weapon routines_Chen Style Taijijian ,Group D,7,AIN,Elizaveta SMIRNOVA,8.59,
1991,W,Single-weapon routines_Chen Style Taijijian ,Group D,Default,AIN,Irina SAVELEVA,NA,
1992,W,Single-weapon routines_42-posture Taijijian ,Group D,1,HKG,AU-YEUNG Pui Yue,8.83,First Prize
1993,W,Single-weapon routines_42-posture Taijijian ,Group D,2,BRA,Katemann Akemi VALENTIM UEMOTO,8.69,Second Prize
1994,W,Single-weapon routines_42-posture Taijijian ,Group D,3,BRU,Guat Lian ANG,8.66,Second Prize
1995,W,Single-weapon routines_42-posture Taijijian ,Group D,4,HKG,CHEUNG Ophil,8.65,Third Prize
1996,W,Single-weapon routines_42-posture Taijijian ,Group D,5,UKR,Mariia KOLISNYK,8.63,Third Prize
1997,W,Single-weapon routines_42-posture Taijijian ,Group D,6,MAS,CHEE Ching Ting,8.53,Third Prize
1998,W,Single-weapon routines_42-posture Taijijian ,Group D,7,CAN,Elaine Yen Heng KUO,8.36,
1999,W,Single-weapon routines_Other taiji weapon ,Group D,1,HKG,YEUNG Debbie,8.77,First Prize
2000,W,Single-weapon routines_Other taiji weapon ,Group D,2,MAC,HUNG Si Fan,8.72,Second Prize
2001,W,Single-weapon routines_Other taiji weapon ,Group D,3,POL,Anna Maria KUBIAK,8.67,Second Prize
2002,W,Single-weapon routines_Other taiji weapon ,Group D,4,FRA,Soimanga ANDRIAMANANTSOA,8.56,Third Prize
2003,W,Single-weapon routines_Other taiji weapon ,Group D,5,ITA,Denise PASQUAVAGLIO,8.51,Third Prize
2004,W,Single-weapon routines_Other taiji weapon ,Group D,6,POR,Cheila GONCALVES,8.48,Third Prize
2005,W,Single-weapon routines_Other taiji weapon ,Group D,7,NZL,Sixia GENG,8.45,
2006,W,Single-weapon routines_Other taiji weapon ,Group D,8,AUS,Bethany Kay ENDACOTT,8.41,
2007,W,Single-weapon routines_Other taiji weapon ,Group D,9,IND,Kriti,8.34,
2008,W,Single-weapon routines_Other taiji weapon ,Group D,10,ESP,Alba NInO GONZALEZ,8.26,
2009,W,Single-weapon routines_Other routines ,Group D,1,AIN,Almira GARIFULLINA,8.85,First Prize
2010,W,Single-weapon routines_Other routines ,Group D,2,AIN,Elizaveta KOCHETKOVA,8.77,Second Prize
2011,W,Single-weapon routines_Other routines ,Group D,3,HKG,WONG Man Ting,8.7,Second Prize
2012,W,Single-weapon routines_Other routines ,Group D,4,ITA,Marta BORROMEO,8.5,Third Prize
2013,W,Single-weapon routines_Other routines ,Group D,5,MEX,Marisol Guadalupe AISPURO BRINGAS,8.48,Third Prize
2014,W,Single-weapon routines_Other routines ,Group D,6,BRA,Ana Paula MANENTE COTTET,8.46,Third Prize
2015,W,Single-weapon routines_Other routines ,Group D,7,IND,Rushi KUMARI,8.45,
2016,W,Single-weapon routines_Other routines ,Group D,Default,ITA,Elisa BRAMBILLA,NA,
2017,W,Single-weapon routines_Other routines ,Group D,Default,POR,Beatriz OLIVEIRA,NA,
2018,M,Single-weapon routines_Yang Style Taijijian ,Group F,1,MAC,LAM Chi Meng,8.68,First Prize
2019,M,Single-weapon routines_Yang Style Taijijian ,Group F,2,HKG,MAK Tai Man Peter,8.64,First Prize
2020,M,Single-weapon routines_Yang Style Taijijian ,Group F,3,HKG,CHEUNG Kwong Tat,8.5,Second Prize
2021,M,Single-weapon routines_Yang Style Taijijian ,Group F,4,HKG,CHENG Chung Kit,8.49,Second Prize
2022,M,Single-weapon routines_Yang Style Taijijian ,Group F,5,AUS,Wing Kit Albert LO,8.47,Third Prize
2023,M,Single-weapon routines_Yang Style Taijijian ,Group F,6,ESP,Eloy Alberto NInO ORTEGA,8.46,Third Prize
2024,M,Single-weapon routines_Yang Style Taijijian ,Group F,7,AUS,Han Yeh CHAN,8.45,Third Prize
2025,M,Single-weapon routines_Yang Style Taijijian ,Group F,8,AUS,Steven LEE,8.41,
2026,M,Single-weapon routines_Yang Style Taijijian ,Group F,9,AUS,Andy Tat Woo NG,8.37,
2027,M,Single-weapon routines_Yang Style Taijijian ,Group F,10,AUS,Grahame George PRIEST,8.3,
2028,M,Single-weapon routines_ Other Taiji weapon ,Group F,1,SGP,TAY Kiang Meng,8.93,Gold
2029,M,Single-weapon routines_ Other Taiji weapon ,Group F,2,SGP,TAY Ah Huat,8.85,Silver
2030,M,Single-weapon routines_ Other Taiji weapon ,Group F,3,AUS,Bin Xiong QIAN,8.7,Bronze
2031,M,Single-weapon routines_ Other Taiji weapon ,Group F,4,CAN,Raymond Kin Keung MA,8.67,Second Prize
2032,M,Single-weapon routines_ Other Taiji weapon ,Group F,5,JPN,OMIKAWA Masato,8.6,Second Prize
2033,M,Single-weapon routines_ Other Taiji weapon ,Group F,6,JPN,NISHIKAWA Naoki,8.53,Second Prize
2034,M,Single-weapon routines_ Other Taiji weapon ,Group F,7,MAC,CHAN Io Kuai,8.52,Third Prize
2035,M,Single-weapon routines_ Other Taiji weapon ,Group F,8,AUS,Gordon Khing Hooi MAH,8.47,Third Prize
2036,M,Single-weapon routines_ Other Taiji weapon ,Group F,9,NZL,Daniel B ZUO,8.46,Third Prize
2037,M,Single-weapon routines_ Other Taiji weapon ,Group F,10,USA,Kenneth DELLAPENTA,8.42,Third Prize
2038,M,Single-weapon routines_ Other Taiji weapon ,Group F,11,JPN,OKAMOTO Kenzo,8.36,Third Prize
2039,M,Single-weapon routines_ Other Taiji weapon ,Group F,12,JPN,YAMAGUCHI Tadashi,8.33,
2040,M,Single-weapon routines_ Other Taiji weapon ,Group F,13,JPN,TAKEDA Anri,8.31,
2041,M,Single-weapon routines_ Other Taiji weapon ,Group F,14,CAN,Edmond Man Kong CHEUNG,8.31,
2042,M,Single-weapon routines_ Other Taiji weapon ,Group F,Default,ESP,Eloy Alberto NInO ORTEGA,NA,
2043,M,Single-weapon routines_ Other Taiji weapon ,Group F,Default,JPN,FUKUNISHI Tadashi,NA,
2044,W,Single-weapon routines_Yang Style Taijijian ,Group F,1,HKG,LEUNG Yuen Nga Barbara,8.74,Gold
2045,W,Single-weapon routines_Yang Style Taijijian ,Group F,2,CAN,Eva Qiuzi FANG,8.61,Silver
2046,W,Single-weapon routines_Yang Style Taijijian ,Group F,3,CAN,Wendy Suen Chung FUNG,8.6,Bronze
2047,W,Single-weapon routines_Yang Style Taijijian ,Group F,4,AUS,Yunian WU,8.59,First Prize
2048,W,Single-weapon routines_Yang Style Taijijian ,Group F,5,AUS,Thuc Khanh LU,8.53,Second Prize
2049,W,Single-weapon routines_Yang Style Taijijian ,Group F,6,HKG,CHONG Poh Lin,8.52,Second Prize
2050,W,Single-weapon routines_Yang Style Taijijian ,Group F,7,HKG,MA Man Wai Lucia,8.47,Second Prize
2051,W,Single-weapon routines_Yang Style Taijijian ,Group F,8,HKG,LAU Yun Lam Alice,8.42,Second Prize
2052,W,Single-weapon routines_Yang Style Taijijian ,Group F,9,HKG,HUEN Siu Kuen,8.41,Third Prize
2053,W,Single-weapon routines_Yang Style Taijijian ,Group F,10,HKG,CHAN Sau Lan Cecilia,8.39,Third Prize
2054,W,Single-weapon routines_Yang Style Taijijian ,Group F,11,HKG,LIU Oi Lin Irene,8.39,Third Prize
2055,W,Single-weapon routines_Yang Style Taijijian ,Group F,12,HKG,LEUNG Fung Ha,8.38,Third Prize
2056,W,Single-weapon routines_Yang Style Taijijian ,Group F,13,USA,Sally MAHONEY,8.37,Third Prize
2057,W,Single-weapon routines_Yang Style Taijijian ,Group F,14,USA,Kristen FANG,8.32,Third Prize
2058,W,Single-weapon routines_Yang Style Taijijian ,Group F,15,AUS,Shuet Yee SIN,8.32,
2059,W,Single-weapon routines_Yang Style Taijijian ,Group F,16,AUS,Leonny Johanna PRIEST,8.3,
2060,W,Single-weapon routines_Yang Style Taijijian ,Group F,17,HKG,WONG Yim Chong Esther,8.28,
2061,W,Single-weapon routines_Yang Style Taijijian ,Group F,18,AUS,Cheng Choo Khoo,7.24,
2062,W,Single-weapon routines_32 Style Taijijian ,Group F,1,NZL,Teck Lan TAN,8.58,First Prize
2063,W,Single-weapon routines_32 Style Taijijian ,Group F,2,JPN,TAKESUE Miwako,8.47,First Prize
2064,W,Single-weapon routines_32 Style Taijijian ,Group F,3,CAN,Brenda Bing Wan LEE,8.42,Second Prize
2065,W,Single-weapon routines_32 Style Taijijian ,Group F,4,MEX,Silvia ARELLANO RODRIGUEZ,8.4,Second Prize
2066,W,Single-weapon routines_32 Style Taijijian ,Group F,5,NZL,Qinghui ZHANG,8.39,Third Prize
2067,W,Single-weapon routines_32 Style Taijijian ,Group F,6,JPN,JUNNISHI Junko,8.35,Third Prize
2068,W,Single-weapon routines_32 Style Taijijian ,Group F,7,JPN,YOKOO Fumiko,8.26,Third Prize
2069,W,Single-weapon routines_32 Style Taijijian ,Group F,8,ARG,Cristina ROSALES,8.03,
2070,W,Single-weapon routines_Other Taiji weapon ,Group F,1,JPN,SUETSUGU Masami,8.74,First Prize
2071,W,Single-weapon routines_Other Taiji weapon ,Group F,2,MAC,HO Lai Sim,8.64,Second Prize
2072,W,Single-weapon routines_Other Taiji weapon ,Group F,3,JPN,WATANABE Takako,8.51,Third Prize
2073,W,Single-weapon routines_Other Taiji weapon ,Group F,Default,CAN,Brenda Bing Wan LEE,NA,
2074,W,Single-weapon routines_Other Taiji weapon ,Group F,Default,CAN,Wendy Suen Chung FUNG,NA,
2075,W,Single-weapon routines_Other Taiji weapon ,Group F,Default,CAN,Eva Qiuzi FANG,NA,
2076,M,Single-weapon routines -Taiji weapon ,Group C,1,USA,Marshall BRAYTON,8.69,First Prize
2077,M,Single-weapon routines -Taiji weapon ,Group C,2,AIN,Artem BOLKHOVITIN,8.53,Second Prize
2078,M,Single-weapon routines -Taiji weapon ,Group C,3,ITA,Matteo MURENU,8.5,Second Prize
2079,M,Single-weapon routines -Taiji weapon ,Group C,4,AIN,Zakhar ZHDANOV,8.39,Third Prize
2080,M,Single-weapon routines -Taiji weapon ,Group C,5,BRA,Matheus VALENTE SANCHEZ,8.31,Third Prize
2081,M,Single-weapon routines -Taiji weapon ,Group C,6,EGY,Mazen MOHAMED,8.19,
2082,M,Single-weapon routines -Taiji weapon ,Group C,Default,USA,Kadyn WONG,NA,
2083,W,Single-weapon routines_Taijishan ,Group C,1,AIN,Kira MOKHOVA,8.61,First Prize
2084,W,Single-weapon routines_Taijishan ,Group C,2,LAT,Anastasija VLASENKO,8.57,Second Prize
2085,W,Single-weapon routines_Taijishan ,Group C,3,LAT,Zlata TVOROGOVA,8.5,Second Prize
2086,W,Single-weapon routines_Taijishan ,Group C,4,TUN,Sghaier ELA,8.48,Third Prize
2087,W,Single-weapon routines_Taijishan ,Group C,5,ROU,Gabriela VLADAREANU,8.42,Third Prize
2088,W,Single-weapon routines_Taijishan ,Group C,6,ROU,Maria Alexandra TRUTA,8.37,
2089,W,Single-weapon routines_42-posture Taijijian ,Group B,1,HKG,LIN Sophie Isabella,8.6,First Prize
2090,W,Single-weapon routines_42-posture Taijijian ,Group B,2,BRU,Lauren Emily CHUA,8.52,First Prize
2091,W,Single-weapon routines_42-posture Taijijian ,Group B,3,HKG,LU Xinqi Kiki,8.5,Second Prize
2092,W,Single-weapon routines_42-posture Taijijian ,Group B,4,BRU,Meagan Marie KEASBERRY,8.48,Second Prize
2093,W,Single-weapon routines_42-posture Taijijian ,Group B,5,CAN,Shiwen LI,8.43,Second Prize
2094,W,Single-weapon routines_42-posture Taijijian ,Group B,6,NZL,Amberbi WANG,8.42,Third Prize
2095,W,Single-weapon routines_42-posture Taijijian ,Group B,7,HKG,ZHANG Yuanjia,8.42,Third Prize
2096,W,Single-weapon routines_42-posture Taijijian ,Group B,8,NZL,Ziyan ZHOU,8.42,Third Prize
2097,W,Single-weapon routines_42-posture Taijijian ,Group B,9,BRU,Natalie Xin Ying ONG,8.38,Third Prize
2098,W,Single-weapon routines_42-posture Taijijian ,Group B,10,IND,Aradhya _,8.34,
2099,W,Single-weapon routines_42-posture Taijijian ,Group B,11,UKR,Kristina CHUKANOVA,8.32,
2100,W,Single-weapon routines_42-posture Taijijian ,Group B,Default,BRU,Emilia Yee Qing CHUA,NA,
2101,W,Single-weapon routines_42-posture Taijijian ,Group C,1,HKG,LIU Hoi Man,8.6,First Prize
2102,W,Single-weapon routines_42-posture Taijijian ,Group C,2,HKG,CHAN Tsz Sa,8.59,Second Prize
2103,W,Single-weapon routines_42-posture Taijijian ,Group C,3,MAC,LOK Mai Cheng,8.55,Second Prize
2104,W,Single-weapon routines_42-posture Taijijian ,Group C,4,CAN,Amber Summer Jingjing NG,8.52,Third Prize
2105,W,Single-weapon routines_42-posture Taijijian ,Group C,5,POL,Vanessa Weronika PARADIUK,8.5,Third Prize
2106,W,Single-weapon routines_42-posture Taijijian ,Group C,6,NZL,Yusu ZHANG,8.34,
2107,W,Single-weapon routines_Other Taijijian ,Group C,1,HKG,CHUNG Cheuk Yin,8.63,First Prize
