id,winner,card
60,FALSE,Fisherman
60,FALSE,Inferno Dragon
60,FALSE,Ram Rider
60,FALSE,Mega Knight
60,FALSE,Princess
60,FALSE,Fireball
60,FALSE,Prince
19340,TRUE,Princess
19340,TRUE,Lumberjack
19340,TRUE,Dark Prince
19340,TRUE,The Log
19340,TRUE,Prince
19340,TRUE,Ram Rider
19340,TRUE,Hunter
19340,TRUE,Earthquake
159,TRUE,Lumberjack
159,TRUE,Electro Dragon
159,TRUE,Bomber
159,TRUE,The Log
159,TRUE,Fireball
159,TRUE,Ram Rider
159,TRUE,Ice Spirit
159,TRUE,Musketeer
