id,winner,card
19282,FALSE,P.E.K.K.A
19282,FALSE,Hunter
19282,FALSE,Witch
19282,FALSE,Skeleton Army
19721,FALSE,Dart Goblin
19721,FALSE,Goblins
19721,FALSE,Mega Knight
19721,FALSE,Miner
19721,FALSE,Poison
19721,FALSE,Sparky
19721,FALSE,Zap
19721,FALSE,Electro Wizard
19436,FALSE,Minion Horde
19436,FALSE,P.E.K.K.A
19436,FALSE,Lightning
19436,FALSE,Wizard
19436,FALSE,The Log
19436,FALSE,Hog Rider
19436,FALSE,Valkyrie
19436,FALSE,Arrows
19216,FALSE,Balloon
19216,FALSE,Hog Rider
19216,FALSE,Mini P.E.K.K.A
19216,FALSE,Skeleton Army
19216,FALSE,Prince
19216,FALSE,Baby Dragon
19216,FALSE,Witch
19216,FALSE,Goblin Barrel
19178,TRUE,Zap
19178,TRUE,Royal Giant
19178,TRUE,The Log
19178,TRUE,Skeleton Army
19178,TRUE,Mini P.E.K.K.A
19178,TRUE,Wizard
19178,TRUE,Furnace
19178,TRUE,Minions
18410,TRUE,Elite Barbarians
18410,TRUE,Giant Skeleton
18410,TRUE,Tesla
18410,TRUE,Spear Goblins
18410,TRUE,Magic Archer
18410,TRUE,Electro Wizard
18410,TRUE,Hog Rider
18410,TRUE,Zap
1915,FALSE,Rage
1915,FALSE,Minion Horde
1915,FALSE,Balloon
1915,FALSE,Valkyrie
1915,FALSE,Witch
1915,FALSE,Skeleton Army
1915,FALSE,Wizard
1915,FALSE,Baby Dragon
18458,FALSE,Sparky
18458,FALSE,Lumberjack
18458,FALSE,Bandit
18458,FALSE,The Log
18458,FALSE,Baby Dragon
18458,FALSE,Princess
18458,FALSE,Wizard
18458,FALSE,Mega Knight
19134,TRUE,Skeleton Army
19134,TRUE,Dark Prince
19134,TRUE,Baby Dragon
19134,TRUE,Balloon
19134,TRUE,Freeze
19134,TRUE,Hog Rider
19134,TRUE,Valkyrie
19134,TRUE,Musketeer
853,FALSE,Witch
853,FALSE,Balloon
853,FALSE,Barbarian Barrel
853,FALSE,Wizard
853,FALSE,Inferno Tower
853,FALSE,Hog Rider
853,FALSE,Valkyrie
853,FALSE,Skeleton Army
19044,FALSE,Valkyrie
19044,FALSE,Baby Dragon
19044,FALSE,Skeleton Army
19044,FALSE,Barbarian Barrel
19044,FALSE,Zap
19044,FALSE,Hog Rider
19044,FALSE,Hunter
19044,FALSE,Mini P.E.K.K.A
19037,TRUE,Valkyrie
19037,TRUE,Baby Dragon
19037,TRUE,Skeleton Army
19037,TRUE,Barbarian Barrel
19037,TRUE,Zap
19037,TRUE,Hog Rider
19037,TRUE,Hunter
19037,TRUE,Mini P.E.K.K.A
18743,FALSE,Valkyrie
18743,FALSE,Baby Dragon
18743,FALSE,Skeleton Army
18743,FALSE,Barbarian Barrel
18743,FALSE,Zap
18743,FALSE,Hog Rider
18743,FALSE,Hunter
18743,FALSE,Mini P.E.K.K.A
18593,FALSE,Valkyrie
18593,FALSE,Mini P.E.K.K.A
18593,FALSE,Witch
18593,FALSE,Goblin Hut
18593,FALSE,Hog Rider
18593,FALSE,Baby Dragon
18593,FALSE,Barbarians
18593,FALSE,Skeleton Army
5307,TRUE,Skeleton Army
5307,TRUE,Goblin Barrel
5307,TRUE,Inferno Dragon
5307,TRUE,Prince
5307,TRUE,Wizard
5307,TRUE,Barbarian Barrel
5307,TRUE,Ice Wizard
5307,TRUE,Witch
19750,FALSE,Bats
19750,FALSE,Golem
19750,FALSE,Goblin Gang
19750,FALSE,Wizard
19750,FALSE,Zap
19750,FALSE,Knight
19750,FALSE,Lightning
19750,FALSE,Inferno Tower
19175,TRUE,Lava Hound
19175,TRUE,Zap
19175,TRUE,Bomber
19175,TRUE,The Log
19175,TRUE,Musketeer
19175,TRUE,Inferno Tower
19175,TRUE,Knight
19175,TRUE,Tombstone
3943,FALSE,Minions
3943,FALSE,Mega Knight
3943,FALSE,Bandit
3943,FALSE,Zap
3943,FALSE,Princess
3943,FALSE,Magic Archer
3943,FALSE,Skeleton Army
3943,FALSE,Ram Rider
18915,FALSE,Sparky
18915,FALSE,Giant
18915,FALSE,Fireball
18915,FALSE,Mega Minion
18915,FALSE,Wizard
18915,FALSE,Goblins
18915,FALSE,Fire Spirits
18915,FALSE,Zap
19471,TRUE,Giant Skeleton
19471,TRUE,Balloon
19471,TRUE,Rage
19471,TRUE,Clone
19471,TRUE,Valkyrie
19471,TRUE,Wizard
19471,TRUE,Bats
19471,TRUE,Fire Spirits
19667,FALSE,Musketeer
19667,FALSE,Ice Spirit
19667,FALSE,Giant Snowball
19667,FALSE,Mini P.E.K.K.A
19667,FALSE,Hog Rider
19667,FALSE,Earthquake
19667,FALSE,Ice Golem
19667,FALSE,Bats
19315,TRUE,Ram Rider
19315,TRUE,Prince
19315,TRUE,Baby Dragon
19315,TRUE,Balloon
19315,TRUE,Wizard
19315,TRUE,Witch
19315,TRUE,Barbarian Barrel
19315,TRUE,Spear Goblins
13999,FALSE,Ice Wizard
13999,FALSE,Valkyrie
13999,FALSE,Wizard
13999,FALSE,Hog Rider
13999,FALSE,P.E.K.K.A
13999,FALSE,Goblin Barrel
13999,FALSE,Minions
13999,FALSE,Zap
9900,TRUE,Balloon
9900,TRUE,Mega Knight
9900,TRUE,Wizard
9900,TRUE,Electro Wizard
9900,TRUE,Rage
9900,TRUE,Baby Dragon
9900,TRUE,Skeleton Army
9900,TRUE,Sparky
3304,TRUE,Balloon
3304,TRUE,Skeleton Army
3304,TRUE,Fire Spirits
3304,TRUE,Fireball
3304,TRUE,Lava Hound
3304,TRUE,Princess
3304,TRUE,Rage
3304,TRUE,Bats
18266,TRUE,Bandit
18266,TRUE,Giant Skeleton
18266,TRUE,Dart Goblin
18266,TRUE,Sparky
18266,TRUE,Fireball
18266,TRUE,Witch
18266,TRUE,Bats
18266,TRUE,Furnace
16096,TRUE,Wizard
16096,TRUE,Ram Rider
16096,TRUE,Rage
16096,TRUE,Baby Dragon
16096,TRUE,Minion Horde
16096,TRUE,Lumberjack
16096,TRUE,Inferno Dragon
16096,TRUE,Mega Knight
3147,FALSE,Valkyrie
3147,FALSE,Guards
3147,FALSE,The Log
3147,FALSE,Royal Giant
3147,FALSE,Zap
3147,FALSE,Mini P.E.K.K.A
3147,FALSE,Electro Wizard
3147,FALSE,Arrows
4129,TRUE,Skeleton Army
4129,TRUE,Royal Ghost
4129,TRUE,Hog Rider
4129,TRUE,Wall Breakers
4129,TRUE,Guards
4129,TRUE,Fireball
4129,TRUE,Baby Dragon
4129,TRUE,Night Witch
19986,TRUE,Wizard
19986,TRUE,Prince
19986,TRUE,Magic Archer
19986,TRUE,Baby Dragon
19986,TRUE,Balloon
19986,TRUE,Lumberjack
19986,TRUE,Bandit
19986,TRUE,Minion Horde
19978,TRUE,Mega Knight
19978,TRUE,Clone
19978,TRUE,Baby Dragon
19978,TRUE,Sparky
19978,TRUE,Fireball
19978,TRUE,Arrows
19978,TRUE,Skeleton Army
19978,TRUE,Wizard
4595,TRUE,Prince
4595,TRUE,Witch
4595,TRUE,Valkyrie
4595,TRUE,Baby Dragon
4595,TRUE,Musketeer
4595,TRUE,Goblin Barrel
4595,TRUE,Mini P.E.K.K.A
4595,TRUE,Minion Horde
18602,FALSE,Ice Spirit
18602,FALSE,The Log
18602,FALSE,Goblin Barrel
18602,FALSE,Knight
18602,FALSE,Princess
18602,FALSE,Goblin Gang
18602,FALSE,Inferno Tower
18602,FALSE,Rocket
18878,TRUE,Freeze
18878,TRUE,Bandit
18878,TRUE,Royal Hogs
18878,TRUE,Minion Horde
18878,TRUE,Fireball
18878,TRUE,Fire Spirits
18878,TRUE,Skeleton Army
18878,TRUE,Dark Prince
19649,TRUE,Bats
19649,TRUE,Mega Knight
19649,TRUE,Dark Prince
19649,TRUE,Lightning
19649,TRUE,Ice Wizard
19649,TRUE,Lumberjack
19649,TRUE,Wizard
19649,TRUE,Skeleton Army
19406,TRUE,Witch
19406,TRUE,Ram Rider
19406,TRUE,Fire Spirits
19406,TRUE,Valkyrie
19406,TRUE,Electro Wizard
19406,TRUE,P.E.K.K.A
19406,TRUE,Lightning
19406,TRUE,The Log
18518,FALSE,Witch
18518,FALSE,Ram Rider
18518,FALSE,Fire Spirits
18518,FALSE,Valkyrie
18518,FALSE,Electro Wizard
18518,FALSE,P.E.K.K.A
18518,FALSE,Lightning
18518,FALSE,The Log
19502,TRUE,Balloon
19502,TRUE,Goblin Barrel
19502,TRUE,Witch
19502,TRUE,Giant Skeleton
19502,TRUE,Valkyrie
19502,TRUE,Fireball
19502,TRUE,Miner
19502,TRUE,Princess
1372,TRUE,Ice Spirit
1372,TRUE,Skeletons
1372,TRUE,Archers
1372,TRUE,Tesla
1372,TRUE,Ice Golem
1372,TRUE,Fireball
1372,TRUE,X-Bow
1372,TRUE,The Log
19473,TRUE,P.E.K.K.A
19473,TRUE,Hog Rider
19473,TRUE,Fireball
19473,TRUE,Bomber
19473,TRUE,Musketeer
19473,TRUE,The Log
19473,TRUE,Valkyrie
19473,TRUE,Goblin Gang
2169,TRUE,Witch
2169,TRUE,Wizard
2169,TRUE,P.E.K.K.A
2169,TRUE,X-Bow
2169,TRUE,Skeleton Army
2169,TRUE,Mortar
2169,TRUE,Poison
2169,TRUE,Arrows
19658,TRUE,Knight
19658,TRUE,Bandit
19658,TRUE,Ice Wizard
19658,TRUE,Lumberjack
19658,TRUE,Magic Archer
19658,TRUE,P.E.K.K.A
19658,TRUE,Electro Wizard
19658,TRUE,Zap
16034,TRUE,Sparky
16034,TRUE,Electro Wizard
16034,TRUE,Miner
16034,TRUE,Arrows
16034,TRUE,The Log
16034,TRUE,Knight
16034,TRUE,P.E.K.K.A
16034,TRUE,Balloon
19033,FALSE,Inferno Dragon
19033,FALSE,Mirror
19033,FALSE,The Log
19033,FALSE,Lumberjack
19033,FALSE,Baby Dragon
19033,FALSE,Giant Skeleton
19033,FALSE,Clone
19033,FALSE,Fisherman
10883,FALSE,Dart Goblin
10883,FALSE,Inferno Tower
10883,FALSE,Barbarian Barrel
10883,FALSE,Goblin Gang
10883,FALSE,Miner
10883,FALSE,Goblin Giant
10883,FALSE,Baby Dragon
10883,FALSE,Electro Wizard
19142,TRUE,Witch
19142,TRUE,Skeleton Army
19142,TRUE,Bowler
19142,TRUE,Poison
19142,TRUE,Dark Prince
19142,TRUE,Princess
19142,TRUE,Prince
19142,TRUE,Hunter
18832,FALSE,Royal Giant
18832,FALSE,Valkyrie
18832,FALSE,Bats
18832,FALSE,Wizard
18832,FALSE,Rage
18832,FALSE,X-Bow
18832,FALSE,Skeleton Army
18832,FALSE,Magic Archer
18814,FALSE,Minions
18814,FALSE,Valkyrie
18814,FALSE,Bats
18814,FALSE,Wizard
18814,FALSE,Arrows
18814,FALSE,Golem
18814,FALSE,Skeleton Army
18814,FALSE,Inferno Dragon
19440,TRUE,Prince
19440,TRUE,Furnace
19440,TRUE,Executioner
19440,TRUE,Zap
19440,TRUE,Goblin Gang
19440,TRUE,Electro Wizard
19440,TRUE,Royal Giant
19440,TRUE,Bandit
1148,TRUE,Arrows
1148,TRUE,Minion Horde
1148,TRUE,Skeleton Army
1148,TRUE,Wizard
1148,TRUE,Bomber
1148,TRUE,Elixir Collector
1148,TRUE,Hog Rider
1148,TRUE,Poison
1106,TRUE,Arrows
1106,TRUE,Minion Horde
1106,TRUE,Skeleton Army
1106,TRUE,Wizard
1106,TRUE,Bomber
1106,TRUE,Elixir Collector
1106,TRUE,Hog Rider
1106,TRUE,Poison
18830,TRUE,Fire Spirits
18830,TRUE,Sparky
18830,TRUE,The Log
18830,TRUE,Minion Horde
18830,TRUE,Barbarians
18830,TRUE,Dark Prince
18830,TRUE,Skeleton Army
18830,TRUE,Fireball
19531,FALSE,Inferno Dragon
19531,FALSE,Hog Rider
19531,FALSE,Zap
19531,FALSE,Mega Knight
19531,FALSE,Ice Golem
19531,FALSE,Minions
19531,FALSE,The Log
19531,FALSE,Goblins
19670,TRUE,Fireball
19670,TRUE,Mini P.E.K.K.A
19670,TRUE,Goblin Gang
19670,TRUE,Electro Wizard
19670,TRUE,Elite Barbarians
19670,TRUE,The Log
19670,TRUE,Knight
19670,TRUE,Zap
18780,FALSE,Goblin Barrel
18780,FALSE,Archers
18780,FALSE,Minions
18780,FALSE,Mini P.E.K.K.A
18780,FALSE,Fireball
18780,FALSE,Miner
18780,FALSE,Hog Rider
18780,FALSE,Barbarians
2901,TRUE,Valkyrie
2901,TRUE,Ice Wizard
2901,TRUE,Magic Archer
2901,TRUE,Bandit
2901,TRUE,Lumberjack
2901,TRUE,Ram Rider
2901,TRUE,Skeleton Army
2901,TRUE,Zap
18950,TRUE,Skeleton Army
18950,TRUE,Hog Rider
18950,TRUE,Executioner
18950,TRUE,Mega Knight
18950,TRUE,The Log
18950,TRUE,Arrows
18950,TRUE,Electro Wizard
18950,TRUE,Elite Barbarians
19924,FALSE,Mega Knight
19924,FALSE,Electro Wizard
19924,FALSE,Magic Archer
19924,FALSE,Baby Dragon
19924,FALSE,The Log
19924,FALSE,Sparky
19924,FALSE,Zap
19924,FALSE,Executioner
19725,FALSE,Golem
19725,FALSE,Electro Wizard
19725,FALSE,Magic Archer
19725,FALSE,Baby Dragon
19725,FALSE,The Log
19725,FALSE,Sparky
19725,FALSE,Zap
19725,FALSE,Executioner
16283,TRUE,Executioner
16283,TRUE,Arrows
16283,TRUE,Wizard
16283,TRUE,Inferno Dragon
16283,TRUE,Goblin Barrel
16283,TRUE,Royal Giant
16283,TRUE,Mini P.E.K.K.A
16283,TRUE,Lumberjack
18765,FALSE,Minion Horde
18765,FALSE,Valkyrie
18765,FALSE,Mini P.E.K.K.A
18765,FALSE,Hunter
18765,FALSE,Golem
18765,FALSE,Prince
18765,FALSE,Tombstone
18765,FALSE,Witch
19353,FALSE,P.E.K.K.A
19353,FALSE,Electro Wizard
19353,FALSE,Magic Archer
19353,FALSE,Barbarian Barrel
19353,FALSE,Poison
19353,FALSE,Giant Snowball
19353,FALSE,Bandit
19353,FALSE,Ram Rider
19766,FALSE,Skeleton Army
19766,FALSE,Giant Skeleton
19766,FALSE,Poison
19766,FALSE,Prince
19766,FALSE,Baby Dragon
19766,FALSE,Witch
19766,FALSE,Valkyrie
19766,FALSE,Fisherman
19165,TRUE,Minion Horde
19165,TRUE,Mini P.E.K.K.A
19165,TRUE,Prince
19165,TRUE,Hunter
19165,TRUE,Goblin Barrel
19165,TRUE,Baby Dragon
19165,TRUE,Skeleton Army
19165,TRUE,Witch
10712,TRUE,Balloon
10712,TRUE,Bats
10712,TRUE,Executioner
10712,TRUE,Electro Wizard
10712,TRUE,Lumberjack
10712,TRUE,Bomber
10712,TRUE,Skeleton Army
10712,TRUE,Valkyrie
17799,TRUE,Valkyrie
17799,TRUE,Bats
17799,TRUE,Prince
17799,TRUE,Zap
17799,TRUE,Witch
17799,TRUE,Electro Dragon
17799,TRUE,The Log
17799,TRUE,Fisherman
19735,TRUE,Arrows
19735,TRUE,Bats
19735,TRUE,Goblin Gang
19735,TRUE,Inferno Dragon
19735,TRUE,Hog Rider
19735,TRUE,Skeleton Army
19735,TRUE,Ice Golem
19735,TRUE,Valkyrie
18862,TRUE,P.E.K.K.A
18862,TRUE,Baby Dragon
18862,TRUE,Valkyrie
18862,TRUE,Inferno Tower
18862,TRUE,Goblin Barrel
18862,TRUE,Wizard
18862,TRUE,The Log
18862,TRUE,Skeleton Army
18712,TRUE,Fireball
18712,TRUE,Rage
18712,TRUE,Witch
18712,TRUE,Skeleton Army
18712,TRUE,Magic Archer
18712,TRUE,Wizard
18712,TRUE,Bats
18712,TRUE,Goblin Barrel
18357,TRUE,P.E.K.K.A
18357,TRUE,Lumberjack
18357,TRUE,Ram Rider
18357,TRUE,Zap
18357,TRUE,Bats
18357,TRUE,Bomber
18357,TRUE,Minions
18357,TRUE,Wizard
18279,TRUE,Goblin Barrel
18279,TRUE,Barbarian Barrel
18279,TRUE,Knight
18279,TRUE,Inferno Tower
18279,TRUE,Ice Spirit
18279,TRUE,Skeleton Army
18279,TRUE,Princess
18279,TRUE,Giant Snowball
19454,TRUE,Goblin Barrel
19454,TRUE,Hunter
19454,TRUE,Bomber
19454,TRUE,Baby Dragon
19454,TRUE,Skeleton Army
19454,TRUE,Mega Knight
19454,TRUE,Witch
19454,TRUE,Bandit
19489,TRUE,Ram Rider
19489,TRUE,P.E.K.K.A
19489,TRUE,Zap
19489,TRUE,Poison
19489,TRUE,Electro Wizard
19489,TRUE,Baby Dragon
19489,TRUE,Bandit
19489,TRUE,Barbarian Barrel
19836,FALSE,P.E.K.K.A
19836,FALSE,Battle Ram
19836,FALSE,Poison
19836,FALSE,Zap
19836,FALSE,Minions
19836,FALSE,Bandit
19836,FALSE,Dark Prince
19836,FALSE,Electro Wizard
18949,TRUE,Mini P.E.K.K.A
18949,TRUE,Wall Breakers
18949,TRUE,Hog Rider
18949,TRUE,Fireball
18949,TRUE,Skeleton Army
18949,TRUE,Inferno Tower
18949,TRUE,Zap
18949,TRUE,Goblin Barrel
18626,TRUE,Baby Dragon
18626,TRUE,Giant Skeleton
18626,TRUE,Hog Rider
18626,TRUE,Goblin Barrel
18626,TRUE,Fireball
18626,TRUE,Barbarians
18626,TRUE,Wizard
18626,TRUE,Skeleton Army
19961,TRUE,Royal Giant
19961,TRUE,Guards
19961,TRUE,Fireball
19961,TRUE,Barbarian Barrel
19961,TRUE,Ice Wizard
19961,TRUE,Inferno Tower
19961,TRUE,Mega Minion
19961,TRUE,Zap
19365,TRUE,Hog Rider
19365,TRUE,Dark Prince
19365,TRUE,Lumberjack
19365,TRUE,Ice Spirit
19365,TRUE,Minion Horde
19365,TRUE,The Log
19365,TRUE,Princess
19365,TRUE,Wizard
18354,FALSE,Zap
18354,FALSE,Royal Ghost
18354,FALSE,Hog Rider
18354,FALSE,Executioner
18354,FALSE,Ice Spirit
18354,FALSE,Goblin Gang
18354,FALSE,Electro Wizard
18354,FALSE,Mega Knight
19481,FALSE,Mini P.E.K.K.A
19481,FALSE,Balloon
19481,FALSE,Baby Dragon
19481,FALSE,Fire Spirits
19481,FALSE,Skeleton Army
19481,FALSE,Arrows
19481,FALSE,Witch
19481,FALSE,Fireball
18478,TRUE,Hog Rider
18478,TRUE,Electro Wizard
18478,TRUE,The Log
18478,TRUE,Zap
18478,TRUE,Executioner
18478,TRUE,P.E.K.K.A
18478,TRUE,Skeleton Army
18478,TRUE,Bats
19480,TRUE,Skeleton Army
19480,TRUE,Zap
19480,TRUE,Musketeer
19480,TRUE,Minion Horde
19480,TRUE,Rage
19480,TRUE,Spear Goblins
19480,TRUE,Giant
19480,TRUE,Witch
18825,TRUE,Skeleton Army
18825,TRUE,Zap
18825,TRUE,Musketeer
18825,TRUE,Minion Horde
18825,TRUE,Rage
18825,TRUE,Spear Goblins
18825,TRUE,Giant
18825,TRUE,Witch
19517,FALSE,Hog Rider
19517,FALSE,Musketeer
19517,FALSE,Ice Golem
19517,FALSE,Skeletons
19517,FALSE,Ice Spirit
19517,FALSE,Fireball
19517,FALSE,Cannon
19517,FALSE,The Log
18713,FALSE,Lumberjack
18713,FALSE,Electro Wizard
18713,FALSE,Dark Prince
18713,FALSE,Inferno Dragon
18713,FALSE,Zap
18713,FALSE,Bats
18713,FALSE,Mini P.E.K.K.A
18713,FALSE,Wizard
18434,FALSE,Rage
18434,FALSE,The Log
18434,FALSE,Skeleton Army
18434,FALSE,Bandit
18434,FALSE,Baby Dragon
18434,FALSE,Prince
18434,FALSE,Magic Archer
18434,FALSE,Witch
18394,TRUE,Hog Rider
18394,TRUE,Musketeer
18394,TRUE,Ice Spirit
18394,TRUE,Ice Golem
18394,TRUE,The Log
18394,TRUE,Fireball
18394,TRUE,Cannon
18394,TRUE,Skeletons
18701,TRUE,Electro Wizard
18701,TRUE,Archers
18701,TRUE,Knight
18701,TRUE,Skeletons
18701,TRUE,Hog Rider
18701,TRUE,Tornado
18701,TRUE,Fireball
18701,TRUE,The Log
19400,FALSE,The Log
19400,FALSE,Minions
19400,FALSE,Skeleton Army
19400,FALSE,Tornado
19400,FALSE,Elite Barbarians
19400,FALSE,Wizard
19400,FALSE,Fireball
19400,FALSE,Rage
18517,TRUE,Minions
18517,TRUE,Lightning
18517,TRUE,Miner
18517,TRUE,Zap
18517,TRUE,Balloon
18517,TRUE,Inferno Tower
18517,TRUE,Lava Hound
18517,TRUE,Electro Wizard
18978,TRUE,Wizard
18978,TRUE,Poison
18978,TRUE,Skeleton Army
18978,TRUE,Bandit
18978,TRUE,Dark Prince
18978,TRUE,Miner
18978,TRUE,Lumberjack
18978,TRUE,Baby Dragon
6370,TRUE,Ice Spirit
6370,TRUE,Zap
6370,TRUE,Tesla
6370,TRUE,Fireball
6370,TRUE,Hog Rider
6370,TRUE,Skeleton Army
6370,TRUE,P.E.K.K.A
6370,TRUE,Ice Wizard
18373,TRUE,Battle Ram
18373,TRUE,Barbarian Barrel
18373,TRUE,Zap
18373,TRUE,Baby Dragon
18373,TRUE,P.E.K.K.A
18373,TRUE,Mini P.E.K.K.A
18373,TRUE,Giant Skeleton
18373,TRUE,Hunter
18509,FALSE,Minions
18509,FALSE,Goblin Barrel
18509,FALSE,Hunter
18509,FALSE,Cannon
18509,FALSE,Golem
18509,FALSE,Prince
18509,FALSE,Baby Dragon
18509,FALSE,Barbarians
14722,TRUE,Ice Wizard
14722,TRUE,Valkyrie
14722,TRUE,Goblin Gang
14722,TRUE,Royal Ghost
14722,TRUE,Dark Prince
14722,TRUE,Cannon
14722,TRUE,Fire Spirits
14722,TRUE,Bandit
19211,FALSE,Wizard
19211,FALSE,Valkyrie
19211,FALSE,Goblin Barrel
19211,FALSE,Mega Knight
19211,FALSE,Magic Archer
19211,FALSE,Minion Horde
19211,FALSE,Ice Wizard
19211,FALSE,Executioner
18387,FALSE,Fireball
18387,FALSE,Goblins
18387,FALSE,Archers
18387,FALSE,Knight
18387,FALSE,Minions
18387,FALSE,Bomber
18387,FALSE,Golem
18387,FALSE,Spear Goblins
2029,TRUE,Ram Rider
2029,TRUE,Baby Dragon
2029,TRUE,Mega Knight
2029,TRUE,Prince
2029,TRUE,Lumberjack
2029,TRUE,Electro Wizard
2029,TRUE,Ice Wizard
2029,TRUE,Poison
17333,TRUE,Ram Rider
17333,TRUE,Cannon Cart
17333,TRUE,Rage
17333,TRUE,Barbarians
17333,TRUE,Mirror
17333,TRUE,Wizard
17333,TRUE,The Log
17333,TRUE,Skeleton Army
5490,TRUE,Goblin Barrel
5490,TRUE,Battle Ram
5490,TRUE,Barbarians
5490,TRUE,Arrows
5490,TRUE,Minions
5490,TRUE,Giant
5490,TRUE,Musketeer
5490,TRUE,Valkyrie
3044,TRUE,Mini P.E.K.K.A
3044,TRUE,Valkyrie
3044,TRUE,Goblin Gang
3044,TRUE,Bomber
3044,TRUE,Zap
3044,TRUE,Fireball
3044,TRUE,Witch
3044,TRUE,Bats
18590,TRUE,Valkyrie
18590,TRUE,Baby Dragon
18590,TRUE,Minion Horde
18590,TRUE,Miner
18590,TRUE,Bats
18590,TRUE,Skeleton Army
18590,TRUE,Rocket
18590,TRUE,Mega Knight
18321,FALSE,Mega Knight
18321,FALSE,Executioner
18321,FALSE,Princess
18321,FALSE,Goblin Barrel
18321,FALSE,Miner
18321,FALSE,Minion Horde
18321,FALSE,Zap
18321,FALSE,Skeleton Army
19629,TRUE,Prince
19629,TRUE,Mini P.E.K.K.A
19629,TRUE,Skeleton Army
19629,TRUE,Arrows
19629,TRUE,Minion Horde
19629,TRUE,Hog Rider
19629,TRUE,Electro Wizard
19629,TRUE,Goblin Barrel
608,FALSE,Lumberjack
608,FALSE,Mega Knight
608,FALSE,Skeleton Army
608,FALSE,X-Bow
608,FALSE,The Log
608,FALSE,Baby Dragon
608,FALSE,Rage
608,FALSE,Magic Archer
18535,TRUE,Mega Knight
18535,TRUE,Poison
18535,TRUE,Fireball
18535,TRUE,Zap
18535,TRUE,Electro Wizard
18535,TRUE,Inferno Dragon
18535,TRUE,Princess
18535,TRUE,Elite Barbarians
19342,FALSE,Clone
19342,FALSE,Giant Skeleton
19342,FALSE,Balloon
19342,FALSE,Arrows
19342,FALSE,Witch
19342,FALSE,Skeleton Army
19342,FALSE,Tornado
19342,FALSE,Baby Dragon
19213,FALSE,Balloon
19213,FALSE,Lumberjack
19213,FALSE,Wizard
19213,FALSE,Bowler
19213,FALSE,Fire Spirits
19213,FALSE,Goblin Gang
19213,FALSE,Inferno Dragon
19213,FALSE,Zap
17897,FALSE,Witch
17897,FALSE,Mini P.E.K.K.A
17897,FALSE,Arrows
17897,FALSE,Goblin Barrel
17897,FALSE,Fireball
17897,FALSE,Inferno Tower
17897,FALSE,Musketeer
17897,FALSE,Skeleton Army
19457,TRUE,Hog Rider
19457,TRUE,Fireball
19457,TRUE,The Log
19457,TRUE,Skeletons
19457,TRUE,Cannon
19457,TRUE,Ice Golem
19457,TRUE,Musketeer
19457,TRUE,Ice Spirit
18260,TRUE,Zap
18260,TRUE,Executioner
18260,TRUE,Giant
18260,TRUE,Mirror
18260,TRUE,Lumberjack
18260,TRUE,Valkyrie
18260,TRUE,Witch
18260,TRUE,Furnace
389,FALSE,Dark Prince
389,FALSE,Prince
389,FALSE,Inferno Dragon
389,FALSE,Mega Knight
389,FALSE,Zap
389,FALSE,Wizard
389,FALSE,Skeleton Army
389,FALSE,Electro Wizard
19640,FALSE,Balloon
19640,FALSE,Giant
19640,FALSE,Rage
19640,FALSE,Hunter
19640,FALSE,Musketeer
19640,FALSE,Wizard
19640,FALSE,Goblin Barrel
19640,FALSE,Freeze
18297,FALSE,Mega Knight
18297,FALSE,Prince
18297,FALSE,Balloon
18297,FALSE,Executioner
18297,FALSE,Valkyrie
18297,FALSE,Night Witch
18297,FALSE,P.E.K.K.A
18297,FALSE,Arrows
19842,TRUE,Giant Skeleton
19842,TRUE,Baby Dragon
19842,TRUE,Skeleton Army
19842,TRUE,Graveyard
19842,TRUE,Freeze
19842,TRUE,Bandit
19842,TRUE,The Log
19842,TRUE,Musketeer
19493,TRUE,Freeze
19493,TRUE,Hog Rider
19493,TRUE,Wizard
19493,TRUE,Knight
19493,TRUE,Mini P.E.K.K.A
19493,TRUE,Fire Spirits
19493,TRUE,The Log
19493,TRUE,Bandit
18510,TRUE,Cannon Cart
18510,TRUE,Musketeer
18510,TRUE,Arrows
18510,TRUE,Knight
18510,TRUE,Mini P.E.K.K.A
18510,TRUE,Dark Prince
18510,TRUE,Giant Snowball
18510,TRUE,Royal Recruits
18582,FALSE,Battle Ram
18582,FALSE,Furnace
18582,FALSE,Mini P.E.K.K.A
18582,FALSE,Inferno Tower
18582,FALSE,Mega Minion
18582,FALSE,Fireball
18582,FALSE,Dart Goblin
18582,FALSE,Valkyrie
18428,TRUE,Ice Golem
18428,TRUE,Hog Rider
18428,TRUE,Electro Wizard
18428,TRUE,Fireball
18428,TRUE,Ice Spirit
18428,TRUE,Goblin Gang
18428,TRUE,Inferno Dragon
18428,TRUE,The Log
17855,TRUE,Balloon
17855,TRUE,Mini P.E.K.K.A
17855,TRUE,Lava Hound
17855,TRUE,Prince
17855,TRUE,Barbarians
17855,TRUE,Skeleton Army
17855,TRUE,Ram Rider
17855,TRUE,Inferno Dragon
563,TRUE,Mini P.E.K.K.A
563,TRUE,The Log
563,TRUE,Ice Spirit
563,TRUE,Fireball
563,TRUE,Fire Spirits
563,TRUE,P.E.K.K.A
563,TRUE,Electro Wizard
563,TRUE,Zap
19283,TRUE,Balloon
19283,TRUE,Archers
19283,TRUE,Miner
19283,TRUE,Bandit
19283,TRUE,Goblin Gang
19283,TRUE,Wizard
19283,TRUE,Barbarian Barrel
19283,TRUE,Executioner
4096,TRUE,Elite Barbarians
4096,TRUE,Royal Giant
