bib,year,classID,place,time,overall,pro,n_paddlers
V4,2019,oc2cruisermaster,1,30598,378,0,2
X10,2019,oc2cruisermix,6,30880,420,0,2
X11,2019,oc2cruisermix,4,30603,379,0,2
X12,2019,oc2cruisermix,11,35169,1029,0,2
X13,2019,oc2cruisermix,5,30802,407,0,2
X14,2019,oc2cruisermix,10,34289,918,0,2
X3,2019,oc2cruisermix,1,28552,128,0,2
X4,2019,oc2cruisermix,7,31424,508,0,2
X5,2019,oc2cruisermix,3,29722,248,0,2
X6,2019,oc2cruisermix,2,29114,181,0,2
X8,2019,oc2cruisermix,8,31766,557,0,2
X9,2019,oc2cruisermix,9,31991,580,0,2
Y1,2019,oc2cruiserwomen,3,32341,640,0,2
Y2,2019,oc2cruiserwomen,2,32086,600,0,2
Y4,2019,oc2cruiserwomen,1,32062,594,0,2
A1,2022,oc2stockalum,2,41175,1458,0,2
A2,2022,oc2stockalum,3,42458,1514,0,2
A3,2022,oc2stockalum,4,42462,1515,0,2
A4,2022,oc2stockalum,1,38811,1333,0,2
B1,2022,oc4stock,6,38699,1326,0,4
B3,2022,oc4stock,2,33950,877,0,4
B4,2022,oc4stock,1,33020,755,0,4
B5,2022,oc4stock,4,36737,1172,0,4
B7,2022,oc4stock,5,37589,1237,0,4
B8,2022,oc4stock,3,35802,1085,0,4
C1,2022,oc2rec,2,39593,1381,0,2
C2,2022,oc2rec,3,40047,1405,0,2
C4,2022,oc2rec,4,40273,1420,0,2
C5,2022,oc2rec,1,36041,1111,0,2
E10,2022,oc2stock,8,39289,1363,0,2
E11,2022,oc2stock,6,37283,1213,0,2
E12,2022,oc2stock,4,36991,1196,0,2
E13,2022,oc2stock,12,44755,1569,0,2
E14,2022,oc2stock,3,35623,1066,0,2
E2,2022,oc2stock,10,39589,1380,0,2
E3,2022,oc2stock,5,37148,1200,0,2
E4,2022,oc2stock,1,34044,888,0,2
E5,2022,oc2stock,2,35042,1015,0,2
E6,2022,oc2stock,7,38376,1297,0,2
E7,2022,oc2stock,11,43347,1545,0,2
E9,2022,oc2stock,9,39444,1372,0,2
F1,2022,oc2stockmix,2,37779,1249,0,2
F2,2022,oc2stockmix,3,40343,1425,0,2
F3,2022,oc2stockmix,1,35498,1054,0,2
F5,2022,oc2stockmix,4,42227,1502,0,2
J1,2022,oc1,4,42709,1526,0,1
J2,2022,oc1,2,35960,1102,0,1
J3,2022,oc1,3,37372,1220,0,1
J4,2022,oc1,1,34989,1004,0,1
L1,2022,oc1master,5,40225,1417,0,1
L18,2022,oc1master,3,36575,1162,0,1
L3,2022,oc1master,6,42205,1500,0,1
L5,2022,oc1master,1,33031,757,0,1
L7,2022,oc1master,2,35165,1027,0,1
L8,2022,oc1master,4,40224,1416,0,1
O1,2022,oc4unlimited,3,30934,430,0,4
O2,2022,oc4unlimited,2,30102,287,0,4
O3,2022,oc4unlimited,1,29889,265,0,4
P1,2022,oc2pro,26,32045,589,1,2
P10,2022,oc2pro,29,32200,616,1,2
P11,2022,oc2pro,19,31412,506,1,2
P12,2022,oc2pro,2,28756,146,1,2
P13,2022,oc2pro,43,33852,863,1,2
P14,2022,oc2pro,14,30539,366,1,2
P15,2022,oc2pro,27,32165,611,1,2
P16,2022,oc2pro,7,29496,219,1,2
P17,2022,oc2pro,39,32716,710,1,2
P18,2022,oc2pro,24,31930,574,1,2
P19,2022,oc2pro,21,31543,529,1,2
P2,2022,oc2pro,38,32708,707,1,2
P20,2022,oc2pro,42,33845,862,1,2
P21,2022,oc2pro,37,32667,701,1,2
P22,2022,oc2pro,20,31450,512,1,2
P23,2022,oc2pro,6,29345,209,1,2
P24,2022,oc2pro,32,32370,643,1,2
P25,2022,oc2pro,33,32409,654,1,2
P26,2022,oc2pro,41,33450,804,1,2
P27,2022,oc2pro,1,28403,119,1,2
P28,2022,oc2pro,47,35024,1010,1,2
P29,2022,oc2pro,11,29848,261,1,2
P3,2022,oc2pro,12,29902,266,1,2
P30,2022,oc2pro,16,30839,415,1,2
P31,2022,oc2pro,9,29586,230,1,2
P32,2022,oc2pro,44,33874,868,1,2
P33,2022,oc2pro,40,33362,787,1,2
P34,2022,oc2pro,25,32012,582,1,2
P35,2022,oc2pro,13,30397,348,1,2
P36,2022,oc2pro,31,32334,639,1,2
P38,2022,oc2pro,18,30901,421,1,2
P39,2022,oc2pro,35,32464,667,1,2
P4,2022,oc2pro,46,34371,932,1,2
P40,2022,oc2pro,17,30842,416,1,2
P41,2022,oc2pro,15,30730,392,1,2
P42,2022,oc2pro,4,29203,196,1,2
P43,2022,oc2pro,10,29808,257,1,2
P44,2022,oc2pro,45,34317,921,1,2
P45,2022,oc2pro,34,32450,661,1,2
P46,2022,oc2pro,23,31677,548,1,2
P47,2022,oc2pro,36,32565,686,1,2
P48,2022,oc2pro,5,29236,198,1,2
P49,2022,oc2pro,30,32225,618,1,2
P5,2022,oc2pro,8,29518,225,1,2
P6,2022,oc2pro,28,32183,614,1,2
P7,2022,oc2pro,3,28891,162,1,2
P8,2022,oc2pro,48,35728,1075,1,2
P9,2022,oc2pro,22,31641,543,1,2
R1,2022,oc1stock,1,42726,1527,0,1
R5,2022,oc1stock,2,44054,1558,0,1
S1,2022,oc1pro,2,31880,571,1,1
S3,2022,oc1pro,3,32975,749,1,1
S4,2022,oc1pro,5,35955,1100,1,1
S5,2022,oc1pro,4,33666,836,1,1
S6,2022,oc1pro,1,31272,489,1,1
T3,2022,oc2cruiser,3,34523,950,0,2
T4,2022,oc2cruiser,1,31952,577,0,2
T5,2022,oc2cruiser,2,34131,898,0,2
T6,2022,oc2cruiser,5,35693,1073,0,2
T7,2022,oc2cruiser,4,34685,968,0,2
U3,2022,oc2cruisersenior,3,35023,1009,0,2
U4,2022,oc2cruisersenior,2,34263,914,0,2
U5,2022,oc2cruisersenior,4,37802,1252,0,2
U6,2022,oc2cruisersenior,1,33861,865,0,2
V1,2022,oc2cruisermaster,9,35686,1071,0,2
V10,2022,oc2cruisermaster,8,35039,1013,0,2
V2,2022,oc2cruisermaster,1,32302,633,0,2
V3,2022,oc2cruisermaster,2,32455,662,0,2
V4,2022,oc2cruisermaster,3,32508,676,0,2
V5,2022,oc2cruisermaster,5,34679,966,0,2
V7,2022,oc2cruisermaster,6,34695,970,0,2
V8,2022,oc2cruisermaster,7,34845,988,0,2
V9,2022,oc2cruisermaster,4,33332,785,0,2
X1,2022,oc2cruisermix,3,33894,871,0,2
X3,2022,oc2cruisermix,4,34445,943,0,2
X4,2022,oc2cruisermix,1,32467,668,0,2
X6,2022,oc2cruisermix,2,32657,698,0,2
X7,2022,oc2cruisermix,6,42601,1519,0,2
X8,2022,oc2cruisermix,5,41113,1454,0,2
Y1,2022,oc2cruiserwomen,1,34292,920,0,2
Y2,2022,oc2cruiserwomen,2,42202,1499,0,2
A3,2023,oc2stockalum,2,45219,1579,0,2
A5,2023,oc2stockalum,3,47978,1615,0,2
A6,2023,oc2stockalum,1,44019,1556,0,2
B1,2023,oc4stock,4,36809,1180,0,4
B2,2023,oc4stock,3,36723,1170,0,4
B3,2023,oc4stock,5,37110,1199,0,4
B4,2023,oc4stock,6,38898,1336,0,4
B5,2023,oc4stock,2,36572,1160,0,4
B6,2023,oc4stock,1,35891,1094,0,4
C1,2023,oc2rec,1,38152,1274,0,2
C2,2023,oc2rec,2,41583,1476,0,2
D1,2023,oc2recmix,2,51914,1641,0,2
D2,2023,oc2recmix,1,42438,1512,0,2
E10,2023,oc2stock,5,37379,1222,0,2
E11,2023,oc2stock,7,38533,1314,0,2
E12,2023,oc2stock,2,35846,1088,0,2
E2,2023,oc2stock,11,43148,1536,0,2
E3,2023,oc2stock,10,42603,1520,0,2
E4,2023,oc2stock,8,40288,1421,0,2
E5,2023,oc2stock,3,35871,1092,0,2
E6,2023,oc2stock,4,37298,1216,0,2
E7,2023,oc2stock,9,41018,1449,0,2
E8,2023,oc2stock,1,35438,1047,0,2
E9,2023,oc2stock,6,37475,1230,0,2
F1,2023,oc2stockmix,1,38579,1316,0,2
F3,2023,oc2stockmix,4,40937,1445,0,2
F4,2023,oc2stockmix,5,41789,1485,0,2
F5,2023,oc2stockmix,2,38591,1318,0,2
F6,2023,oc2stockmix,3,40681,1436,0,2
F7,2023,oc2stockmix,6,48012,1616,0,2
J1,2023,oc1,3,49947,1633,0,1
J3,2023,oc1,2,39510,1375,0,1
J4,2023,oc1,1,37300,1218,0,1
L11,2023,oc1master,7,39265,1359,0,1
L13,2023,oc1master,4,37534,1232,0,1
L14,2023,oc1master,11,50637,1639,0,1
L15,2023,oc1master,6,38490,1310,0,1
L2,2023,oc1master,2,36690,1167,0,1
L3,2023,oc1master,10,43581,1550,0,1
L5,2023,oc1master,3,37396,1223,0,1
L6,2023,oc1master,1,36575,1161,0,1
L7,2023,oc1master,5,38070,1268,0,1
L8,2023,oc1master,9,43051,1534,0,1
L9,2023,oc1master,8,39287,1362,0,1
O1,2023,oc4unlimited,2,31486,519,0,4
O2,2023,oc4unlimited,3,31491,521,0,4
O4,2023,oc4unlimited,1,30288,324,0,4
P10,2023,oc2pro,15,31262,487,1,2
P11,2023,oc2pro,4,29774,253,1,2
P12,2023,oc2pro,11,30701,390,1,2
P13,2023,oc2pro,2,29682,243,1,2
P14,2023,oc2pro,20,32045,590,1,2
P15,2023,oc2pro,22,32659,699,1,2
P16,2023,oc2pro,40,34044,887,1,2
P17,2023,oc2pro,33,33663,834,1,2
P18,2023,oc2pro,25,32818,724,1,2
P19,2023,oc2pro,24,32776,721,1,2
P2,2023,oc2pro,42,34727,974,1,2
P20,2023,oc2pro,39,33979,880,1,2
P21,2023,oc2pro,23,32682,704,1,2
P22,2023,oc2pro,35,33771,850,1,2
P23,2023,oc2pro,34,33765,849,1,2
P25,2023,oc2pro,1,29151,190,1,2
P26,2023,oc2pro,19,31965,578,1,2
P27,2023,oc2pro,3,29685,244,1,2
P28,2023,oc2pro,10,30489,360,1,2
P29,2023,oc2pro,26,32894,731,1,2
P3,2023,oc2pro,41,34353,925,1,2
P30,2023,oc2pro,5,30063,282,1,2
P31,2023,oc2pro,28,32977,751,1,2
P32,2023,oc2pro,16,31516,523,1,2
P33,2023,oc2pro,17,31532,525,1,2
P34,2023,oc2pro,30,33571,821,1,2
P36,2023,oc2pro,9,30446,357,1,2
P37,2023,oc2pro,43,35281,1039,1,2
P38,2023,oc2pro,36,33773,851,1,2
P39,2023,oc2pro,18,31690,549,1,2
P4,2023,oc2pro,21,32615,690,1,2
P40,2023,oc2pro,32,33635,832,1,2
P41,2023,oc2pro,29,33328,783,1,2
P42,2023,oc2pro,12,30767,396,1,2
P43,2023,oc2pro,14,31193,474,1,2
P44,2023,oc2pro,13,30789,402,1,2
P45,2023,oc2pro,38,33879,869,1,2
P46,2023,oc2pro,27,32936,743,1,2
P47,2023,oc2pro,37,33834,859,1,2
P5,2023,oc2pro,44,35735,1076,1,2
P6,2023,oc2pro,6,30140,294,1,2
P7,2023,oc2pro,31,33586,823,1,2
P8,2023,oc2pro,7,30222,308,1,2
P9,2023,oc2pro,8,30368,337,1,2
R1,2023,oc1stock,2,44470,1566,0,1
R3,2023,oc1stock,3,45232,1580,0,1
R4,2023,oc1stock,1,44333,1561,0,1
S10,2023,oc1pro,6,35521,1058,1,1
S2,2023,oc1pro,3,34201,906,1,1
S3,2023,oc1pro,2,33372,789,1,1
S4,2023,oc1pro,4,35074,1017,1,1
S7,2023,oc1pro,7,41761,1484,1,1
S8,2023,oc1pro,5,35173,1030,1,1
S9,2023,oc1pro,1,32117,602,1,1
T1,2023,oc2cruiser,8,36082,1115,0,2
T10,2023,oc2cruiser,6,35518,1057,0,2
T2,2023,oc2cruiser,2,34188,902,0,2
T3,2023,oc2cruiser,3,34370,931,0,2
T5,2023,oc2cruiser,5,34661,963,0,2
T6,2023,oc2cruiser,9,37964,1260,0,2
T7,2023,oc2cruiser,1,33858,864,0,2
T8,2023,oc2cruiser,4,34433,940,0,2
T9,2023,oc2cruiser,7,35608,1065,0,2
U3,2023,oc2cruisersenior,1,34255,913,0,2
U4,2023,oc2cruisersenior,3,38160,1276,0,2
U5,2023,oc2cruisersenior,2,34362,928,0,2
V1,2023,oc2cruisermaster,2,35164,1025,0,2
V2,2023,oc2cruisermaster,1,33218,777,0,2
V3,2023,oc2cruisermaster,4,36382,1151,0,2
V4,2023,oc2cruisermaster,3,35303,1041,0,2
V5,2023,oc2cruisermaster,5,36693,1168,0,2
V6,2023,oc2cruisermaster,6,38590,1317,0,2
X1,2023,oc2cruisermix,7,39565,1379,0,2
X11,2023,oc2cruisermix,8,39693,1386,0,2
X2,2023,oc2cruisermix,5,36467,1156,0,2
X4,2023,oc2cruisermix,1,33868,866,0,2
X5,2023,oc2cruisermix,3,35555,1062,0,2
X6,2023,oc2cruisermix,4,36365,1148,0,2
X7,2023,oc2cruisermix,6,36828,1184,0,2
X9,2023,oc2cruisermix,2,35529,1060,0,2
Y1,2023,oc2cruiserwomen,2,39776,1389,0,2
Y2,2023,oc2cruiserwomen,1,35857,1091,0,2
Y3,2023,oc2cruiserwomen,3,40068,1408,0,2
Y4,2023,oc2cruiserwomen,4,41119,1455,0,2
A1,2024,oc2stockalum,3,44229,1559,0,2
A2,2024,oc2stockalum,1,41270,1463,0,2
A3,2024,oc2stockalum,4,45105,1577,0,2
A4,2024,oc2stockalum,5,50501,1635,0,2
A6,2024,oc2stockalum,2,41629,1477,0,2
B1,2024,oc4stock,6,48794,1623,0,4
B2,2024,oc4stock,1,34813,984,0,4
B3,2024,oc4stock,2,35978,1104,0,4
B4,2024,oc4stock,5,38838,1334,0,4
B5,2024,oc4stock,3,36316,1141,0,4
B6,2024,oc4stock,4,36595,1164,0,4
E1,2024,oc2stock,13,47245,1608,0,2
E10,2024,oc2stock,6,36765,1176,0,2
E11,2024,oc2stock,2,34236,910,0,2
E12,2024,oc2stock,5,36274,1136,0,2
E13,2024,oc2stock,4,35979,1105,0,2
E2,2024,oc2stock,9,39707,1387,0,2
E3,2024,oc2stock,7,37953,1258,0,2
E4,2024,oc2stock,12,44908,1573,0,2
E5,2024,oc2stock,11,43423,1547,0,2
E6,2024,oc2stock,8,38258,1286,0,2
E7,2024,oc2stock,10,40310,1423,0,2
E8,2024,oc2stock,3,35786,1083,0,2
E9,2024,oc2stock,1,34195,905,0,2
F1,2024,oc2stockmix,1,34031,885,0,2
F10,2024,oc2stockmix,7,41697,1481,0,2
F2,2024,oc2stockmix,4,39009,1342,0,2
F3,2024,oc2stockmix,8,42324,1507,0,2
F4,2024,oc2stockmix,3,37397,1224,0,2
F5,2024,oc2stockmix,5,39517,1376,0,2
F6,2024,oc2stockmix,2,35646,1069,0,2
F7,2024,oc2stockmix,9,45051,1576,0,2
F8,2024,oc2stockmix,6,40949,1446,0,2
F9,2024,oc2stockmix,10,45445,1588,0,2
J1,2024,oc1,1,36169,1127,0,1
J2,2024,oc1,2,38214,1283,0,1
L1,2024,oc1master,2,34900,993,0,1
L11,2024,oc1master,3,36175,1128,0,1
L2,2024,oc1master,4,36899,1190,0,1
L3,2024,oc1master,1,34697,971,0,1
L4,2024,oc1master,6,41036,1450,0,1
L5,2024,oc1master,5,40081,1409,0,1
L6,2024,oc1master,7,43339,1544,0,1
O1,2024,oc4unlimited,2,31052,448,0,4
O2,2024,oc4unlimited,3,32050,591,0,4
O3,2024,oc4unlimited,1,30041,280,0,4
O4,2024,oc4unlimited,4,32324,635,0,4
P1,2024,oc2pro,43,33633,831,1,2
P10,2024,oc2pro,6,29454,216,1,2
P11,2024,oc2pro,33,32370,645,1,2
P12,2024,oc2pro,24,31636,539,1,2
P13,2024,oc2pro,26,31720,552,1,2
P14,2024,oc2pro,37,32852,730,1,2
P15,2024,oc2pro,18,31081,453,1,2
P16,2024,oc2pro,29,32149,609,1,2
P17,2024,oc2pro,30,32189,615,1,2
P18,2024,oc2pro,10,30355,333,1,2
P19,2024,oc2pro,1,28807,158,1,2
P2,2024,oc2pro,36,32708,708,1,2
P21,2024,oc2pro,34,32553,685,1,2
P22,2024,oc2pro,19,31120,457,1,2
P23,2024,oc2pro,45,33943,876,1,2
P24,2024,oc2pro,28,32133,605,1,2
P25,2024,oc2pro,47,35957,1101,1,2
P26,2024,oc2pro,4,29271,201,1,2
P27,2024,oc2pro,7,29647,236,1,2
P28,2024,oc2pro,38,33005,754,1,2
P29,2024,oc2pro,40,33170,773,1,2
P3,2024,oc2pro,35,32621,693,1,2
P30,2024,oc2pro,21,31251,485,1,2
P31,2024,oc2pro,41,33592,824,1,2
P32,2024,oc2pro,9,30283,323,1,2
P33,2024,oc2pro,32,32348,641,1,2
P34,2024,oc2pro,3,29127,184,1,2
P35,2024,oc2pro,17,31032,445,1,2
P37,2024,oc2pro,14,30947,433,1,2
P38,2024,oc2pro,42,33604,825,1,2
P39,2024,oc2pro,13,30775,397,1,2
P4,2024,oc2pro,8,30177,299,1,2
P40,2024,oc2pro,49,39029,1346,1,2
P41,2024,oc2pro,20,31143,462,1,2
P42,2024,oc2pro,12,30701,389,1,2
P43,2024,oc2pro,27,32043,588,1,2
P44,2024,oc2pro,48,36482,1158,1,2
P45,2024,oc2pro,5,29299,203,1,2
P46,2024,oc2pro,23,31635,538,1,2
P47,2024,oc2pro,39,33148,771,1,2
P48,2024,oc2pro,22,31580,533,1,2
P49,2024,oc2pro,44,33869,867,1,2
P5,2024,oc2pro,11,30557,369,1,2
P50,2024,oc2pro,16,30988,440,1,2
P6,2024,oc2pro,15,30965,437,1,2
P7,2024,oc2pro,25,31709,551,1,2
P8,2024,oc2pro,31,32235,621,1,2
P9,2024,oc2pro,2,29124,183,1,2
R1,2024,oc1stock,1,41099,1453,0,1
S1,2024,oc1pro,2,32463,666,1,1
S4,2024,oc1pro,5,35305,1042,1,1
S5,2024,oc1pro,6,36475,1157,1,1
S6,2024,oc1pro,1,32461,664,1,1
S7,2024,oc1pro,4,34694,969,1,1
S8,2024,oc1pro,3,33613,829,1,1
T1,2024,oc2cruiser,3,33564,819,0,2
T2,2024,oc2cruiser,2,32706,706,0,2
T3,2024,oc2cruiser,5,37693,1245,0,2
T4,2024,oc2cruiser,1,32113,601,0,2
T5,2024,oc2cruiser,4,36496,1159,0,2
U1,2024,oc2cruisersenior,1,32295,632,0,2
U2,2024,oc2cruisersenior,2,32903,736,0,2
U3,2024,oc2cruisersenior,6,36824,1182,0,2
U4,2024,oc2cruisersenior,4,35727,1074,0,2
U5,2024,oc2cruisersenior,5,36333,1147,0,2
U6,2024,oc2cruisersenior,3,34238,911,0,2
V1,2024,oc2cruisermaster,1,32921,739,0,2
V2,2024,oc2cruisermaster,4,34039,886,0,2
V3,2024,oc2cruisermaster,2,33436,802,0,2
V4,2024,oc2cruisermaster,3,33479,807,0,2
V5,2024,oc2cruisermaster,5,36765,1177,0,2
X1,2024,oc2cruisermix,10,41076,1452,0,2
X10,2024,oc2cruisermix,4,34950,1000,0,2
X11,2024,oc2cruisermix,5,35230,1033,0,2
X2,2024,oc2cruisermix,6,35299,1040,0,2
X3,2024,oc2cruisermix,7,35690,1072,0,2
X4,2024,oc2cruisermix,11,41562,1475,0,2
X5,2024,oc2cruisermix,3,34445,942,0,2
X6,2024,oc2cruisermix,9,39929,1398,0,2
X7,2024,oc2cruisermix,2,33429,801,0,2
X8,2024,oc2cruisermix,8,37190,1203,0,2
X9,2024,oc2cruisermix,1,33062,761,0,2
A1,2025,oc2stockalum,3,41007,1448,0,2
A2,2025,oc2stockalum,1,38733,1328,0,2
A3,2025,oc2stockalum,4,43360,1546,0,2
A5,2025,oc2stockalum,2,40215,1414,0,2
B1,2025,oc4stock,4,34800,982,0,4
B2,2025,oc4stock,2,29902,267,0,4
B3,2025,oc4stock,3,32404,653,0,4
B4,2025,oc4stock,1,29501,220,0,4
B5,2025,oc4stock,5,40869,1443,0,4
E1,2025,oc2stock,2,32421,655,0,2
E10,2025,oc2stock,6,34722,973,0,2
E12,2025,oc2stock,3,32435,657,0,2
E13,2025,oc2stock,5,33715,842,0,2
E3,2025,oc2stock,9,42262,1503,0,2
E4,2025,oc2stock,7,35578,1064,0,2
E5,2025,oc2stock,8,38484,1309,0,2
E6,2025,oc2stock,4,32507,675,0,2
E7,2025,oc2stock,1,31287,492,0,2
F1,2025,oc2stockmix,7,38607,1321,0,2
F2,2025,oc2stockmix,2,32745,714,0,2
F3,2025,oc2stockmix,6,36839,1185,0,2
F4,2025,oc2stockmix,3,32920,738,0,2
F5,2025,oc2stockmix,5,36733,1171,0,2
F6,2025,oc2stockmix,8,41259,1462,0,2
F7,2025,oc2stockmix,4,34080,892,0,2
F8,2025,oc2stockmix,1,30741,394,0,2
J2,2025,oc1,1,32522,679,0,1
J3,2025,oc1,2,34327,922,0,1
J5,2025,oc1,3,36062,1114,0,1
L1,2025,oc1master,1,31139,460,0,1
L2,2025,oc1master,2,32037,587,0,1
L4,2025,oc1master,5,36381,1150,0,1
L5,2025,oc1master,3,32077,596,0,1
L6,2025,oc1master,7,38398,1300,0,1
L7,2025,oc1master,6,37552,1233,0,1
L8,2025,oc1master,4,36010,1109,0,1
O1,2025,oc4unlimited,3,28161,99,0,4
O2,2025,oc4unlimited,2,26560,21,0,4
O3,2025,oc4unlimited,4,29072,177,0,4
O4,2025,oc4unlimited,1,26501,18,0,4
P1,2025,oc2pro,49,29965,273,1,2
P10,2025,oc2pro,34,28673,138,1,2
P11,2025,oc2pro,30,28530,126,1,2
P12,2025,oc2pro,19,27819,78,1,2
P13,2025,oc2pro,44,29361,211,1,2
P14,2025,oc2pro,36,28750,145,1,2
P15,2025,oc2pro,48,29783,254,1,2
P16,2025,oc2pro,14,27387,50,1,2
P17,2025,oc2pro,32,28623,134,1,2
P18,2025,oc2pro,53,30962,435,1,2
P19,2025,oc2pro,51,30220,307,1,2
P2,2025,oc2pro,10,27151,36,1,2
P20,2025,oc2pro,37,28757,147,1,2
P21,2025,oc2pro,43,29316,207,1,2
P22,2025,oc2pro,9,27127,35,1,2
P23,2025,oc2pro,18,27759,69,1,2
P24,2025,oc2pro,45,29474,217,1,2
P25,2025,oc2pro,35,28716,143,1,2
P26,2025,oc2pro,3,26262,9,1,2
P27,2025,oc2pro,24,28202,103,1,2
P28,2025,oc2pro,5,26451,16,1,2
P3,2025,oc2pro,28,28444,121,1,2
P30,2025,oc2pro,22,27893,84,1,2
P31,2025,oc2pro,54,31158,468,1,2
P32,2025,oc2pro,46,29642,234,1,2
P33,2025,oc2pro,6,26603,23,1,2
P34,2025,oc2pro,27,28337,113,1,2
P35,2025,oc2pro,12,27313,42,1,2
P36,2025,oc2pro,16,27688,67,1,2
P37,2025,oc2pro,41,29100,180,1,2
P38,2025,oc2pro,23,27919,86,1,2
P39,2025,oc2pro,1,26166,5,1,2
P4,2025,oc2pro,31,28591,132,1,2
P40,2025,oc2pro,25,28254,107,1,2
P41,2025,oc2pro,42,29164,192,1,2
P42,2025,oc2pro,39,28801,156,1,2
P43,2025,oc2pro,11,27293,41,1,2
P44,2025,oc2pro,4,26407,13,1,2
P45,2025,oc2pro,56,33670,837,1,2
P46,2025,oc2pro,8,27019,34,1,2
P47,2025,oc2pro,21,27854,80,1,2
P48,2025,oc2pro,52,30834,413,1,2
P49,2025,oc2pro,20,27821,79,1,2
P5,2025,oc2pro,55,31181,471,1,2
P50,2025,oc2pro,50,30191,300,1,2
P51,2025,oc2pro,47,29655,238,1,2
P53,2025,oc2pro,17,27690,68,1,2
P54,2025,oc2pro,26,28293,111,1,2
P55,2025,oc2pro,29,28523,125,1,2
P56,2025,oc2pro,7,26842,29,1,2
P57,2025,oc2pro,15,27462,53,1,2
P58,2025,oc2pro,33,28626,135,1,2
P59,2025,oc2pro,40,28991,172,1,2
P6,2025,oc2pro,38,28770,149,1,2
P7,2025,oc2pro,13,27352,46,1,2
P8,2025,oc2pro,2,26237,6,1,2
R2,2025,oc1stock,4,37468,1229,0,1
R3,2025,oc1stock,1,35401,1045,0,1
R4,2025,oc1stock,3,37373,1221,0,1
R5,2025,oc1stock,5,38399,1301,0,1
R6,2025,oc1stock,2,36012,1110,0,1
R7,2025,oc1stock,6,39404,1369,0,1
S1,2025,oc1pro,4,37296,1215,1,1
S2,2025,oc1pro,3,30972,439,1,1
S3,2025,oc1pro,2,30228,311,1,1
S5,2025,oc1pro,1,30195,301,1,1
T1,2025,oc2cruiser,3,33101,766,0,2
T3,2025,oc2cruiser,2,32749,715,0,2
T4,2025,oc2cruiser,1,28962,169,0,2
U1,2025,oc2cruisersenior,4,33827,858,0,2
U2,2025,oc2cruisersenior,2,29645,235,0,2
U3,2025,oc2cruisersenior,1,29170,195,0,2
U4,2025,oc2cruisersenior,3,31127,458,0,2
V1,2025,oc2cruisermaster,3,33115,767,0,2
V2,2025,oc2cruisermaster,2,32123,604,0,2
V3,2025,oc2cruisermaster,1,30237,316,0,2
X1,2025,oc2cruisermix,8,35787,1084,0,2
X2,2025,oc2cruisermix,1,29985,278,0,2
X3,2025,oc2cruisermix,2,30395,347,0,2
X4,2025,oc2cruisermix,4,31387,501,0,2
X5,2025,oc2cruisermix,6,34807,983,0,2
X6,2025,oc2cruisermix,3,30675,386,0,2
X7,2025,oc2cruisermix,5,32471,670,0,2
X8,2025,oc2cruisermix,7,35472,1051,0,2
Y1,2025,oc2cruiserwomen,2,32520,678,0,2
Y2,2025,oc2cruiserwomen,3,38352,1296,0,2
Y3,2025,oc2cruiserwomen,1,31640,542,0,2
