fighter_name,Weight,Reach,Stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,birthyear,height_inches
Andreas Michailidis,185,76,Orthodox,4.6,50,3.6,63,0,0,0,0,1988,72
Zachary Micklewright,155,74,Southpaw,5.56,53,4.72,54,0.7,12,100,0,1976,72
Bojan Mihajlovic,205,73,Orthodox,1.23,35,5.95,47,0,0,33,0,1980,71
Dan Miller,185,74,Orthodox,2.03,36,3.06,49,1.67,54,47,1.8,1981,73
Curtis Millender,170,76,Orthodox,3.86,46,2.95,61,0.43,100,57,0,1987,74
Cole Miller,145,73,Orthodox,3,33,3.88,59,0.6,36,38,1.8,1984,73
Jim Miller,155,71,Southpaw,2.73,40,2.99,59,1.69,43,46,1.9,1983,68
Che Mills,170,76,Orthodox,2.08,52,2.87,43,1.18,66,58,0,1982,73
Adam Milstead,205,76,Orthodox,3.85,46,4.79,43,0,0,64,0,1987,75
Alberto Mina,170,77,Orthodox,3.23,38,3.7,47,1.85,20,50,0,1982,72
Stipe Miocic,240,80,Orthodox,4.9,52,3.75,55,1.92,34,70,0,1982,76
Darrick Minner,145,69,Orthodox,3.24,70,1.4,43,3,62,60,3.6,1990,67
Carlton Minus,170,75,Orthodox,3.5,40,4.97,50,0,0,58,0,1993,70
Mario Miranda,185,74,Orthodox,1.96,54,2.46,36,1.02,60,54,0,1979,75
Frank Mir,264,79,Southpaw,2.18,47,3.84,38,2.02,40,54,2,1979,75
Vitor Miranda,185,77,Orthodox,2.98,45,2.95,58,0.95,55,50,0.2,1979,73
David Mitchell,170,75,Orthodox,1.74,32,2.06,55,0.66,50,29,2,1979,72
Bryce Mitchell,145,70,Southpaw,2.29,61,1.46,60,3.26,46,33,2.3,1994,70
Matt Mitrione,265,82,Switch,3.55,50,2.79,64,0,0,55,0.7,1978,75
Hiromitsu Miura,170,71,Orthodox,2.12,34,2.12,58,2.23,50,69,0.6,1981,69
Takeya Mizugaki,135,69,Orthodox,3.37,37,3.27,57,1.46,57,70,0.1,1983,67
Bobby Moffett,145,73,Orthodox,3.41,39,3.15,61,2.74,66,66,1.4,1990,70
Roxanne Modafferi,125,69,Orthodox,3.13,30,5.03,53,1.42,23,30,0.1,1982,67
Thiago Moises,155,70,Orthodox,2.85,37,3.88,60,1.06,33,63,1.2,1995,69
Nate Mohr,155,72,Orthodox,3.79,41,2.5,74,0.45,50,71,0,1983,69
Renato Moicano,155,72,Orthodox,5.4,46,3.74,65,1.28,53,78,0.6,1989,71
Ashkan Mokhtarian,125,67,Southpaw,1.95,43,3.66,43,0.54,16,33,0,1985,66
Suman Mokhtarian,145,72,Orthodox,2.21,43,6.85,48,0,0,0,0,1992,68
Jeff Molina,125,69,Orthodox,5.07,38,5.53,55,0,0,0,0,1997,66
Jeff Monson,247,74,Orthodox,0.97,30,2.87,59,1.06,12,66,0.7,1971,69
Darrell Montague,125,67,Southpaw,1.92,25,5.38,52,0.72,25,33,1.4,1987,66
Nicco Montano,135,65,Southpaw,5.6,41,4.43,64,2.25,54,69,0.4,1988,65
Erick Montano,170,73,Orthodox,2.79,44,2.06,64,2.29,36,66,0,1985,72
Augusto Montano,170,73,Orthodox,3.46,46,2.66,56,0,0,66,0,1984,73
James Moontasri,170,71,Switch,2.39,48,3.86,40,0,0,79,0.2,1988,70
Todd Moore,170,71,Southpaw,1.83,26,2.3,57,0.78,14,54,0,1983,69
Taylor Moore,135,70,Southpaw,0.2,75,2.07,42,0,0,25,0,1993,70
Sergio Moraes,170,72,Orthodox,2.42,42,3.73,59,1.2,38,75,0.4,1982,72
Marlon Moraes,135,67,Orthodox,3.38,39,4.11,56,1,41,66,0.4,1988,66
Sheymon Moraes,145,72,Orthodox,3,42,3.64,63,0,0,53,0,1990,68
John Moraga,125,66,Orthodox,2.57,43,2.55,56,0.62,23,44,1.1,1984,66
Vince Morales,145,70,Orthodox,4.22,39,4.16,53,0,0,55,0,1990,67
Joseph Morales,125,69,Switch,1.58,37,1.72,60,0.53,50,23,2.6,1994,66
Albert Morales,135,72,Orthodox,3.81,35,3.96,56,0.91,35,70,0.2,1991,69
Omar Morales,145,73,Orthodox,3.39,34,2.99,65,0.29,100,100,0,1985,71
Christian Morecraft,260,81,Orthodox,2.82,34,2.46,46,3.26,66,50,2.2,1986,78
Sarah Moras,135,67,Orthodox,2.28,34,3.58,50,0.67,21,33,0.8,1988,67
Vinicius Moreira,205,76,Orthodox,3.15,59,5.07,43,1.97,18,0,1.3,1989,76
Brandon Moreno,125,70,Orthodox,3.41,38,3.41,59,2.01,45,67,0.6,1993,67
Dan Moret,155,73,Southpaw,2.67,43,3.56,43,1.25,27,45,0.4,1986,72
Alex Morono,170,72,Orthodox,4.96,42,3.69,56,0.44,28,47,0.4,1990,71
Maryna Moroz,125,67,Orthodox,4.09,31,4.15,53,0.56,18,47,0.4,1991,67
Nikolas Motta,155,70,Orthodox,2.8,27,3.6,66,0,0,100,0,1993,69
Jamie Moyle,115,65,Orthodox,4.51,51,4,65,1,21,50,0,1989,61
Gegard Mousasi,185,76,Orthodox,3.75,50,1.21,68,1.59,60,59,1.1,1985,74
Su Mudaerji,125,72,Southpaw,4.49,51,2.19,68,0.4,100,77,0.8,1996,68
Lauren Mueller,125,67,Orthodox,4.08,41,3.77,58,0.7,50,71,0,1991,65
Belal Muhammad,170,72,Orthodox,4.75,43,4.02,60,1.97,28,85,0.2,1988,71
James Mulheron,243,73,Orthodox,2.4,31,3.47,42,0,0,25,0,1988,70
Jamie Mullarkey,155,74,Orthodox,1.87,33,4.6,42,4,30,66,0.5,1994,72
Pedro Munhoz,135,65,Orthodox,5.6,43,5.87,58,0.68,21,80,0.8,1986,66
Andre Muniz,185,78,Southpaw,2.21,58,1.8,45,2.61,35,37,2.2,1990,73
Alexander Munoz,155,72,Switch,3.27,40,5.23,52,2.5,35,0,0,1990,69
Mark Munoz,185,71,Orthodox,3.12,51,2.26,57,3.17,29,57,0.6,1978,72
Johnny Munoz,145,71,Orthodox,3.27,62,1.4,58,2,12,0,1,1993,69
Makhmud Muradov,185,75,Orthodox,5.32,42,2.92,64,0.36,16,100,0.4,1990,74
Kanako Murata,115,62,Orthodox,1.93,67,1.93,52,4,44,0,2,1993,61
Vince Murdock,145,64,Orthodox,1.21,21,7.17,40,0,0,0,0,1991,66
Lauren Murphy,125,67,Orthodox,3.8,38,3.82,63,1.18,37,70,0.1,1983,65
Lerone Murphy,145,73,Orthodox,2.86,42,2.07,63,0.87,33,41,0.9,1991,69
Khalid Murtazaliev,185,76,Orthodox,4.8,69,0.4,78,7.5,100,33,0,1993,72
Nicholas Musoke,170,75,Orthodox,3.56,35,3.8,57,1.16,19,82,0.2,1986,72
Magomed Mustafaev,155,71,Orthodox,2.59,58,2.68,41,3.31,50,23,0.4,1988,68
Elvis Mutapcic,185,72,Orthodox,3.41,40,4.27,38,0,0,81,0,1986,72
Muhammad Naimov,145,70,Orthodox,3.47,41,5.87,44,0,0,25,0,1994,69
Keita Nakamura,170,73,Southpaw,2.23,36,3.2,58,1.65,48,63,0.3,1984,71
Kazuhiro Nakamura,205,70,Orthodox,1.56,37,1.83,59,1.73,36,42,0.6,1979,71
Tyson Nam,125,68,Orthodox,3.64,31,5.69,64,0,0,100,0,1983,67
Rose Namajunas,115,65,Orthodox,4.13,40,3.98,60,1.91,53,50,0.8,1992,65
Nad Narimani,145,70,Orthodox,3.33,42,3,58,1.92,41,70,0,1987,68
Bobby Nash,170,74,Orthodox,3.42,37,3.95,51,2.37,33,100,1.6,1990,72
Rodrigo Nascimento,246,80,Orthodox,4.23,55,4.32,42,2.7,100,100,2.7,1992,74
Rafael Natal,185,77,Orthodox,3.1,47,2.48,57,2.55,34,77,0.5,1982,72
Kevin Natividad,145,70,Orthodox,2.57,24,3.74,54,0,0,100,0,1993,66
Ismail Naurdiev,170,74,Orthodox,3.17,52,1.3,68,1.25,71,70,0.2,1996,70
Tafon Nchukwi,205,77,Orthodox,7.59,55,4.31,52,0,0,75,0,1994,72
Geoff Neal,170,75,Southpaw,4.94,49,4.93,61,0.5,50,92,0.2,1990,71
Nicolae Negumereanu,205,78,Orthodox,0.73,40,4.67,18,0,0,40,0,1994,72
Stanislav Nedkov,205,71,Orthodox,3.33,43,5.39,43,2.77,41,0,0,1981,71
Josh Neer,170,72,Orthodox,3.29,46,3.63,58,1.09,34,46,1.3,1983,71
Shane Nelson,155,70,Southpaw,1.38,31,2.84,61,1.31,18,54,1.6,1984,69
Kyle Nelson,155,71,Switch,3.63,41,6.82,47,0.96,12,60,1.9,1991,71
Gunnar Nelson,170,72,Switch,1.71,57,3.33,49,1.72,55,66,0.9,1988,71
Roy Nelson,263,73,Orthodox,2.18,36,4.79,46,1.14,27,65,0.1,1976,72
Antonio Braga Neto,185,77,Orthodox,1.36,33,3.92,45,3.07,37,0,0.5,1987,75
Journey Newson,135,67,Orthodox,2.76,32,2.76,65,0,0,0,0.9,1989,65
Francis Ngannou,250,83,Orthodox,2.23,37,2.03,47,0,0,71,0.5,1986,76
Ben Nguyen,125,65,Switch,3.51,40,3.01,59,0.25,33,63,1,1988,65
Alex Nicholson,185,77,Orthodox,4.12,43,4.65,47,0,0,50,0.5,1990,76
Matheus Nicolau,125,66,Orthodox,3.79,52,2.83,67,1.93,44,100,1.4,1993,66
Tom Niinimaki,145,69,Orthodox,1.91,54,2.31,58,2.97,46,33,0.5,1982,69
Ramsey Nijem,155,75,Orthodox,3.05,44,1.62,62,5.32,62,55,1.1,1988,71
Guangyou Ning,145,64,Southpaw,2.66,41,1.91,61,1.09,50,62,0.3,1981,64
Anthony Njokuani,155,75,Orthodox,3.94,46,2.41,65,0.5,45,53,0.2,1980,73
Antonio Rodrigo Nogueira,240,77,Orthodox,1.95,42,2.4,55,1.3,29,36,2.4,1976,75
Rogerio Nogueira,205,75,Southpaw,2.43,35,2.34,59,0.64,44,62,0.8,1976,74
Kyle Noke,170,76,Southpaw,3.23,50,2.09,64,1.53,54,66,0.8,1980,73
KJ Noons,155,70,Orthodox,3.68,35,3.78,65,0.08,20,68,0,1982,70
Sage Northcutt,170,71,Orthodox,3.58,52,1.96,58,1.81,34,41,0.6,1996,72
Amanda Nunes,145,69,Orthodox,4.5,51,2.45,57,2.5,53,84,0.9,1988,68
Phillipe Nover,145,72,Orthodox,1.79,35,2.48,56,0.99,28,44,0.7,1984,69
Diego Nunes,145,67,Orthodox,2.72,43,2.59,58,1.18,44,65,0.6,1982,66
Khabib Nurmagomedov,155,70,Orthodox,4.1,48,1.75,65,5.32,48,84,0.8,1988,70
Said Nurmagomedov,135,70,Orthodox,4.65,46,2.37,60,0.45,7,71,0,1992,68
Abubakar Nurmagomedov,170,72,Orthodox,1.41,44,0.71,81,5.29,100,0,0,1989,71
Kennedy Nzechukwu,205,83,Southpaw,5.38,43,5.8,48,0,0,78,0,1992,77
Jake O'Brien,205,76,Orthodox,1.31,31,1.92,69,6.39,54,25,0.2,1984,75
Sean O'Connell,205,74,Orthodox,5.46,48,6.77,45,0,0,30,0.5,1983,73
Sean O'Malley,135,72,Switch,6.35,57,3.76,64,1.05,50,61,1.1,1994,71
Casey O'Neill,125,69,,5.64,72,1.84,42,6.91,66,0,1.7,1997,66
Brendan O'Reilly,170,69,Orthodox,1.9,47,2.77,39,2.22,43,36,0.6,1987,67
Christian Ocon,135,69,Orthodox,1.73,53,5.27,34,0,0,63,0,1996,68
Volkan Oezdemir,205,75,Orthodox,5.03,45,4.24,55,0.36,20,80,0,1989,74
Andy Ogle,145,69,Orthodox,2.24,44,2.23,50,1.44,26,58,0,1989,68
Yushin Okami,170,75,Southpaw,2.06,38,2.25,60,1.98,39,84,0.5,1981,74
JJ Okanovich,155,76,Orthodox,6.93,55,5.27,50,0,0,100,0,1990,71
Michal Oleksiejczuk,205,74,Southpaw,4.83,56,2.91,69,1.05,66,35,0,1995,72
Aleksei Oleinik,240,80,Orthodox,3.47,50,3.85,44,2.38,46,33,2.4,1977,74
Rafaello Oliveira,155,71,Orthodox,2.19,33,3.38,59,2.49,36,11,1.6,1982,68
Charles Oliveira,155,74,Orthodox,3.22,52,2.94,54,2.64,44,57,2.8,1989,70
Bruno Oliveira,205,80,Orthodox,3.44,33,4.92,54,0,0,0,0,1984,76
Alex Oliveira,170,76,Orthodox,2.87,50,2.18,48,2.41,37,63,0.6,1988,71
Cameron Olson,205,75,Orthodox,3.13,47,2.2,57,3,42,100,1,1989,73
Daniel Omielanczuk,247,74,Southpaw,3.09,57,3.29,47,0.56,26,68,0.1,1982,72
Michihiro Omigawa,145,68,Orthodox,2.01,39,3.06,64,1.19,36,49,1.5,1975,66
Charlie Ontiveros,185,78,Switch,0.33,40,4.18,19,0,0,0,0,1991,74
Brian Ortega,145,69,Switch,4.29,38,6.28,52,0.8,21,56,1.1,1991,68
Tito Ortiz,205,74,Orthodox,2.59,46,2.88,60,2.47,35,54,0.6,1975,75
Ode Osbourne,145,73,Southpaw,4.3,54,3.04,42,1.9,100,66,1.9,1992,67
Kenji Osawa,135,66,Orthodox,2.34,35,2.14,63,0.91,58,68,0.7,1976,67
Nick Osipczak,170,76,Orthodox,2.83,50,3.77,50,1.2,45,71,1,1984,74
Dustin Ortiz,125,65,Orthodox,2.94,44,2.17,56,3.01,36,52,0.1,1988,65
Rachael Ostovich,125,62,Orthodox,2.54,43,3.97,57,2.03,83,66,0.8,1991,63
Zak Ottow,170,72,Orthodox,2.63,36,2.73,58,0.97,29,57,0.4,1986,71
Sidney Outlaw,170,74,Orthodox,0.13,33,0.8,71,3,75,0,3,1992,68
Alistair Overeem,265,80,Orthodox,3.67,64,2.44,57,1.42,55,73,0.8,1980,76
Alptekin Ozkilic,125,65,Orthodox,3.81,32,5.72,59,4.21,58,75,0,1986,65
Nick Pace,135,68,Orthodox,1.48,34,3.14,57,2.52,43,54,0.5,1987,67
Teemu Packalen,155,75,Orthodox,2.57,54,3.91,47,2.31,25,100,1.5,1987,73
Damacio Page,135,66,Orthodox,2.05,38,2.47,51,2.63,64,23,0.9,1982,66
Dustin Pague,135,74,Orthodox,1.65,53,2.96,41,1.03,44,55,2.6,1987,69
Dinis Paiva Jr.,145,71,Southpaw,2.6,41,2.73,67,0,0,81,0,1988,69
Raulian Paiva,125,69,Orthodox,4.46,43,4.89,51,0.26,20,80,0.3,1995,68
Sasha Palatnikov,170,72,Switch,9.78,52,7.74,51,1.17,100,88,0,1989,73
Fredson Paixao,145,66,Orthodox,1.71,54,2.31,62,0.62,11,10,2.2,1979,66
Soa Palelei,265,81,Orthodox,2.47,57,2.68,48,2.2,47,66,0,1977,76
Bart Palaszewski,145,70,Orthodox,2.67,32,3.97,57,0.65,31,53,0.5,1983,69
Rousimar Palhares,170,71,Orthodox,1.75,51,2.04,59,3.93,45,0,4.1,1980,68
Jared Papazian,135,67,Southpaw,3.33,39,3.81,44,0,0,50,0,1988,68
Alexandre Pantoja,125,67,Orthodox,4.3,47,3.39,53,0.94,35,68,0.9,1990,65
Josh Parisian,265,79,Orthodox,7.46,51,7.51,42,0,0,66,0.7,1989,76
Harvey Park,155,70,Orthodox,3.77,50,7.21,33,0,0,0,0,1986,72
Junyong Park,185,73,Orthodox,4.24,47,2.9,59,3.4,64,45,0,1991,70
Karo Parisyan,170,72,Orthodox,2.49,41,2.19,58,5.27,59,59,1,1982,70
Norman Parke,155,70,Southpaw,3.06,35,2.88,64,1.98,26,77,0,1986,71
Jhonoven Pati,185,75,Switch,2.88,53,6.13,33,2.7,100,0,0,1990,73
Claude Patrick,170,75,Orthodox,1.8,55,0.89,69,2.32,53,84,1.7,1980,71
Alan Patrick,155,74,Southpaw,1.79,40,2.64,43,3.48,38,50,0.3,1983,71
Sergei Pavlovich,257,84,Southpaw,6.55,52,4.59,44,0,0,50,0,1992,75
Pawel Pawlak,170,73,Orthodox,1.67,33,2.22,53,1,37,70,0,1989,72
Jonathan Pearce,145,71,Switch,8.8,55,6.65,46,5.91,60,75,0.7,1992,72
Carlo Pedersoli Jr.,170,75,Southpaw,4.17,37,4.12,61,2.91,44,0,0,1993,71
Ross Pearson,155,69,Orthodox,3.68,40,4.09,62,0.74,35,75,0,1984,68
Tyson Pedro,205,79,Orthodox,2.7,62,2.55,48,0.74,25,52,1.5,1991,75
Julianna Pena,135,69,Orthodox,2.8,47,1.7,53,2.49,53,23,0.8,1989,66
Kurt Pellegrino,155,70,Orthodox,2.45,43,1.94,63,2.9,54,69,0.8,1979,68
Luis Pena,155,75,Southpaw,3.26,47,2.74,50,1.37,33,45,1.4,1993,75
Cathal Pendred,170,75,Orthodox,2.49,44,3.01,55,2.46,23,83,0.4,1987,73
BJ Penn,155,70,Orthodox,2.76,48,3.2,56,1.19,55,74,0.5,1978,69
Jessica Penne,115,67,Orthodox,2.46,33,4.73,48,1.58,25,20,0.6,1983,65
Raquel Pennington,135,67,Orthodox,3.62,48,3.2,63,1.12,28,65,0.7,1988,67
Godofredo Pepey,145,73,Orthodox,2.32,38,3.23,47,0.37,7,35,1.5,1987,67
Michel Pereira,170,73,Orthodox,3.74,54,2.84,58,1.76,70,100,0.5,1993,73
Robert Peralta,145,71,Orthodox,3.76,44,2.97,53,0.59,66,65,0,1986,68
Viviane Pereira,115,63,Orthodox,2.7,30,4.48,58,0.25,100,28,0.2,1993,61
Erik Perez,135,68,Orthodox,3.16,40,2.09,66,3.16,55,69,0.2,1989,68
Frankie Perez,155,73,Orthodox,1.64,41,2.17,54,1.75,41,50,0.3,1989,71
Alejandro Perez,145,67,Orthodox,3.52,35,2.94,64,0.52,20,73,0.1,1989,66
Markus Perez,185,73,Orthodox,2.6,47,3.72,52,0.81,25,77,1,1988,73
Alex Perez,125,65,Orthodox,4.62,47,3.08,61,2.92,45,87,1.3,1992,66
Anthony Perosh,205,75,Orthodox,2.27,43,3.77,53,2.03,22,33,1.1,1972,75
Jay Perrin,135,69,Switch,2.87,44,2.6,47,4,80,80,0,1993,67
Raphael Pessoa,262,78,Orthodox,2.16,26,3.43,42,0,0,100,0,1989,75
Viktor Pesta,240,77,Orthodox,1.58,36,2.54,56,3.29,28,100,0,1990,75
Mike Perry,170,71,Orthodox,4.35,47,4.82,54,0.69,38,77,0.2,1991,70
Peter Petties,145,72,Southpaw,2.61,29,8.24,48,0,0,0,0,1990,71
Steven Peterson,145,70,Orthodox,4.65,35,5.89,56,2.02,28,75,0.4,1990,70
Seth Petruzelli,205,76,Orthodox,2.17,41,2.08,55,0.46,50,47,2.3,1979,72
Anthony Pettis,155,72,Orthodox,3.05,47,3.44,54,0.61,50,60,1.1,1987,70
Forrest Petz,170,71,Orthodox,2.27,29,2.2,57,1.3,100,66,0,1975,69
Cody Pfister,155,73,Orthodox,1.41,25,2.8,51,2.82,30,0,0,1990,70
Sergio Pettis,125,69,Orthodox,3.88,37,2.91,65,0.85,40,67,0.4,1993,66
Nam Phan,135,70,Orthodox,4.52,37,6.55,59,0.18,18,60,0.2,1983,66
Aaron Phillips,135,71,Southpaw,1.65,56,3.44,39,0,0,44,0.4,1989,69
Constantinos Philippou,185,73,Orthodox,2.19,35,2.73,54,0.4,42,65,0.3,1979,71
John Phillips,185,75,Southpaw,1.72,34,4.03,49,0,0,7,0,1985,71
Elizabeth Phillips,135,65,Orthodox,2.6,33,3.07,58,0.75,25,53,0.2,1986,66
Kyler Phillips,135,72,Orthodox,5.32,46,3.04,61,2.88,63,71,0.4,1995,68
Vinc Pichel,155,72,Orthodox,3.2,46,2.28,56,3.83,60,20,0.3,1982,70
Jamie Pickett,185,80,Orthodox,2.84,55,4.84,46,1.48,40,37,0.4,1988,74
Oskar Piechota,185,76,Southpaw,3.3,52,3.93,51,0.61,40,38,1.5,1990,72
Mike Pierce,170,71,Orthodox,2.62,42,2.36,62,3.08,42,71,0.2,1980,68
Brad Pickett,135,68,Orthodox,3.02,31,4.63,55,2.47,44,58,0.4,1978,66
Sean Pierson,170,76,Southpaw,3.84,39,3.73,64,0.39,18,66,0.4,1976,72
Domingo Pilarte,135,73,Southpaw,2.04,50,3.69,42,2,42,75,1.3,1990,72
Daniel Pineda,145,69,Orthodox,3.41,49,2.72,44,1.55,29,44,1.8,1985,67
Luana Pinheiro,115,62,Orthodox,3.57,40,1.43,78,0,0,0,0,1992,62
Pingyuan Liu,135,72,Orthodox,2.36,33,2.99,54,0.25,20,56,1,1993,66
Maki Pitolo,185,75,Orthodox,4.2,44,3.71,56,2.42,52,55,0.5,1990,70
Jamal Pogues,205,77,Orthodox,3.27,74,3.07,56,7,63,100,0,1995,75
Igor Pokrajac,205,74,Orthodox,2.25,45,4.26,40,0.87,29,51,0.2,1979,72
Dustin Poirier,155,72,Southpaw,5.59,50,4.17,54,1.47,36,61,1.3,1989,69
Santiago Ponzinibbio,170,73,Orthodox,4.21,40,4.05,64,0.52,44,60,0,1986,72
Grigory Popov,135,68,Switch,3.63,37,4.2,55,0,0,45,0,1984,67
Parker Porter,265,75,Orthodox,7.69,49,7.36,52,1.65,60,0,1.1,1985,72
Callan Potter,170,72,Orthodox,3.18,50,4.72,58,3.29,66,100,0,1984,72
Devin Powell,155,73,Orthodox,2.88,41,3.67,51,0,0,0,0.6,1988,72
Ruan Potts,247,75,Orthodox,0.85,37,5.92,22,0.75,16,33,2.3,1978,74
Marcin Prachnio,205,74,Orthodox,5.4,47,3.71,58,0,0,0,0,1988,75
Ricardo Prasel,238,78,Orthodox,2.21,57,7.83,37,0,0,0,0,1990,79
Wagner Prado,205,74,Southpaw,1.72,40,3.06,50,0,0,22,0,1986,72
Trevor Prangley,185,75,Orthodox,2.59,60,2.02,48,3.38,55,74,1,1972,73
Carlo Prater,155,72,Switch,2.03,47,4.07,35,0.43,9,57,1.7,1981,71
Michel Prazeres,170,67,Orthodox,2.44,47,2.49,58,4.11,36,50,0.6,1981,66
Kyle Prepolec,170,70,Southpaw,3.2,34,4.7,54,0,0,40,0,1989,70
Niko Price,170,76,Orthodox,5.33,41,5.83,49,0.89,22,72,0.9,1989,72
Lara Procopio,125,67,Orthodox,6.7,57,6.93,47,3.5,50,0,0.5,1995,64
Jiri Prochazka,205,80,Orthodox,5.67,45,7.05,55,0,0,100,0,1992,75
Joe Proctor,155,72,Orthodox,3.39,36,3.93,59,0,0,70,1.8,1985,70
Cole Province,145,68,Orthodox,1.47,44,2.72,43,2.4,50,83,1,1981,69
Lucie Pudilova,125,67,Orthodox,4.15,36,4.09,52,0.16,12,61,0.6,1994,68
Claudio Puelles,155,72,Southpaw,1.95,44,3.73,50,3.06,36,0,1.3,1996,71
Jens Pulver,145,70,Southpaw,2.12,37,3.13,56,0.22,33,63,0.3,1974,67
CM Punk,170,73,Orthodox,1.1,23,4.87,40,0.87,11,0,0,1978,73
Joe Pyfer,185,75,Orthodox,2.76,48,3.68,23,3.45,100,0,0,1996,74
Mike Pyle,170,74,Orthodox,2.74,45,2.84,60,1.8,35,70,1.5,1975,72
Billy Quarantillo,145,70,Orthodox,7.03,64,4.37,42,1.28,31,57,1.8,1988,70
Nate Quarry,185,72,Open Stance,4.96,44,2.8,66,0.25,33,60,0,1972,72
Michel Quinones,155,73,Orthodox,2.91,29,5.98,48,0,0,36,0,1984,70
Jose Quinonez,135,69,Southpaw,3.6,45,3,64,2.7,47,42,0.6,1990,68
Ricky Rainey,170,77,Switch,2.55,48,2.62,46,0.95,18,55,0,1983,73
Shavkat Rakhmonov,170,77,Orthodox,2.79,52,1.93,50,0,0,100,3.2,1994,73
Aleksandar Rakic,205,78,Orthodox,4.23,52,2.23,52,0.75,25,90,0.2,1992,76
Davi Ramos,155,70,Orthodox,2.64,37,3.44,56,1.95,40,83,0.6,1986,66
Ricardo Ramos,145,72,Orthodox,3,39,3.28,58,1.99,56,71,0.7,1995,69
Ed Ratcliff,155,71,Orthodox,2.71,38,2.96,63,0.28,16,53,0,1983,70
Bec Rawlings,125,64,Orthodox,4.48,42,5.66,57,0.71,40,68,0.4,1989,66
Stevie Ray,155,70,Southpaw,3.73,44,2.93,54,0.75,46,55,0.6,1990,70
Abdul Razak Alhassan,170,73,Orthodox,4.54,48,5.11,53,0.72,28,42,0,1985,70
Rafael Rebello,135,67,Orthodox,2.19,32,3.29,58,2.82,33,75,0.5,1980,65
Greg Rebello,240,73,Southpaw,2.61,39,2.92,58,0,0,0,0,1982,72
Karl Reed,205,78,Orthodox,2.04,44,3.84,38,1.06,22,53,0,1988,75
Stephen Regman,185,76,Orthodox,1.41,60,4.93,23,3.52,100,0,0,1991,71
Goran Reljic,205,81,Southpaw,1.69,37,2.69,59,1.69,50,33,1.1,1984,75
Wilson Reis,125,65,Southpaw,1.83,29,3.04,55,5.15,42,47,0.6,1985,64
Chance Rencountre,170,75,Southpaw,1.1,20,3.62,49,1.35,26,16,0.3,1986,74
Marion Reneau,135,68,Orthodox,3.29,41,3.37,61,0.66,63,50,0.8,1977,66
Alex Reyes,170,73,Orthodox,4.56,46,8.35,38,0,0,0,0,1986,71
Dominick Reyes,205,77,Southpaw,4.53,48,3.16,49,0.2,16,82,0.2,1989,76
Marco Polo Reyes,155,71,Orthodox,6,37,5.52,59,0,0,46,0,1984,71
Victor Reyna,170,74,Southpaw,5.8,63,4.75,42,0,0,100,0,1986,71
Mike Rhodes,170,74,Orthodox,3.2,39,4.13,64,0.96,33,75,0.5,1989,73
Amanda Ribas,125,66,Orthodox,4.25,44,1.78,71,2.31,58,85,1.6,1993,63
Mike Ricci,155,76,Southpaw,1.8,32,1.64,65,0.67,100,54,0,1986,72
Brad Riddell,155,71,Orthodox,4.36,50,2.62,53,1,37,60,0,1991,67
Matthew Riddle,170,76,Southpaw,3.01,42,2.74,54,3.51,50,89,0.5,1986,73
Joe Riggs,185,70,Southpaw,2.41,51,1.69,57,2.45,55,62,0.6,1982,72
Aaron Riley,155,69,Southpaw,3.45,34,3.78,61,1.18,34,60,0.1,1980,68
Jordan Rinaldi,145,72,Orthodox,1.56,35,2.32,59,1.45,35,20,1.2,1987,70
Nick Ring,185,74,Southpaw,3.52,42,3.48,62,1.36,36,52,0.3,1979,72
Mike Rio,155,70,Orthodox,1.68,39,2.99,53,2.58,27,0,1,1981,70
Diego Rivas,145,69,Orthodox,1.37,40,2.14,52,1.79,60,64,0.9,1991,68
Jorge Rivera,185,73,Orthodox,3.16,48,2.64,54,0.84,50,63,0.1,1972,73
Francisco Rivera,135,70,Orthodox,4.07,41,3.16,68,1.01,63,68,0.6,1981,68
Irwin Rivera,135,67,Southpaw,3.36,44,5.07,57,1,16,70,0,1989,66
Jimmie Rivera,135,68,Orthodox,4.03,40,3.9,60,0.88,27,92,0.1,1989,64
Jerome Rivera,145,72,Southpaw,3.08,34,2.47,51,0,0,40,0,1995,70
Kali Robbins,115,63,Orthodox,3.73,46,9.4,44,2,33,0,0,1984,63
Karl Roberson,185,74,Southpaw,3,51,2.42,57,0.99,57,50,0.8,1990,73
Danny Roberts,170,74,Southpaw,3.41,44,3.08,55,0.18,6,53,0.4,1987,73
Daniel Roberts,170,74,Southpaw,0.73,20,2.27,46,2.46,44,40,2.5,1980,70
Roosevelt Roberts,155,73,Orthodox,3.03,49,2.27,52,1.75,53,58,1.1,1994,74
Kenny Robertson,170,74,Orthodox,3.72,47,3.02,52,1.37,26,57,0.8,1984,70
Gillian Robertson,125,63,Orthodox,2.05,51,2.1,51,2.64,46,0,0.9,1995,65
Alvin Robinson,155,68,Southpaw,1.57,50,1.29,51,1.24,50,25,1.2,1982,69
Vagner Rocha,155,73,Orthodox,2.64,42,4.5,48,1.4,33,50,1.9,1982,70
Carlos Eduardo Rocha,170,73,Orthodox,1.24,34,1.85,55,0,0,52,1.4,1981,70
Luke Rockhold,205,77,Southpaw,4.18,48,2.43,56,0.67,30,68,1.1,1984,75
