year,institution_name,classification_code,classification_name,total_rev_menwomen,total_exp_menwomen,sports
2015,Alabama A & M University,2,NCAA Division I-FCS,345592,397818,Baseball
2015,Alabama A & M University,2,NCAA Division I-FCS,1959928,1560328,Basketball
2015,Alabama A & M University,2,NCAA Division I-FCS,498907,498133,All Track Combined
2015,Alabama A & M University,2,NCAA Division I-FCS,2808949,3059353,Football
2015,Alabama A & M University,2,NCAA Division I-FCS,78270,83913,Golf
2015,Alabama A & M University,2,NCAA Division I-FCS,410717,432648,Soccer
2015,Alabama A & M University,2,NCAA Division I-FCS,298164,340259,Softball
2015,Alabama A & M University,2,NCAA Division I-FCS,209419,213498,Tennis
2015,Alabama A & M University,2,NCAA Division I-FCS,321329,357485,Volleyball
2015,Alabama A & M University,2,NCAA Division I-FCS,127376,115216,Bowling
2015,University of Alabama at Birmingham,1,NCAA Division I-FBS,1286361,1245150,Baseball
2015,University of Alabama at Birmingham,1,NCAA Division I-FBS,6156382,6152405,Basketball
2015,University of Alabama at Birmingham,1,NCAA Division I-FBS,922348,920905,All Track Combined
2015,University of Alabama at Birmingham,1,NCAA Division I-FBS,754715,753707,Golf
2015,University of Alabama at Birmingham,1,NCAA Division I-FBS,NA,NA,Rifle
2015,University of Alabama at Birmingham,1,NCAA Division I-FBS,2007674,1996882,Soccer
2015,University of Alabama at Birmingham,1,NCAA Division I-FBS,967536,967536,Softball
2015,University of Alabama at Birmingham,1,NCAA Division I-FBS,767826,767826,Tennis
2015,University of Alabama at Birmingham,1,NCAA Division I-FBS,945712,942113,Volleyball
2015,University of Alabama at Birmingham,1,NCAA Division I-FBS,324497,323497,Beach Volleyball
2015,Alabama State University,2,NCAA Division I-FCS,840884,825884,Baseball
2015,Alabama State University,2,NCAA Division I-FCS,1760295,1554923,Basketball
2015,Alabama State University,2,NCAA Division I-FCS,869643,869643,All Track Combined
2015,Alabama State University,2,NCAA Division I-FCS,5131957,2944115,Football
2015,Alabama State University,2,NCAA Division I-FCS,337491,337491,Golf
2015,Alabama State University,2,NCAA Division I-FCS,399170,399170,Soccer
2015,Alabama State University,2,NCAA Division I-FCS,538963,526663,Softball
2015,Alabama State University,2,NCAA Division I-FCS,395939,395939,Tennis
2015,Alabama State University,2,NCAA Division I-FCS,520149,520149,Volleyball
2015,Alabama State University,2,NCAA Division I-FCS,464943,464943,Bowling
2015,The University of Alabama,1,NCAA Division I-FBS,1134040,3125674,Baseball
2015,The University of Alabama,1,NCAA Division I-FBS,15433343,12128308,Basketball
2015,The University of Alabama,1,NCAA Division I-FBS,1293916,4413414,All Track Combined
2015,The University of Alabama,1,NCAA Division I-FBS,103870999,56214376,Football
2015,The University of Alabama,1,NCAA Division I-FBS,909791,2136354,Golf
2015,The University of Alabama,1,NCAA Division I-FBS,1130343,2501472,Gymnastics
2015,The University of Alabama,1,NCAA Division I-FBS,1010413,1960638,Rowing
2015,The University of Alabama,1,NCAA Division I-FBS,776307,1716681,Soccer
2015,The University of Alabama,1,NCAA Division I-FBS,1148590,2355588,Softball
2015,The University of Alabama,1,NCAA Division I-FBS,859521,3083050,Swimming and Diving
2015,The University of Alabama,1,NCAA Division I-FBS,517673,1801777,Tennis
2015,The University of Alabama,1,NCAA Division I-FBS,661382,1720077,Volleyball
2015,Auburn University,1,NCAA Division I-FBS,615662,3296859,Baseball
2015,Auburn University,1,NCAA Division I-FBS,11955149,12781144,Basketball
2015,Auburn University,1,NCAA Division I-FBS,325775,3646188,All Track Combined
2015,Auburn University,1,NCAA Division I-FBS,92537433,41896336,Football
2015,Auburn University,1,NCAA Division I-FBS,147900,2158822,Golf
2015,Auburn University,1,NCAA Division I-FBS,283377,2392026,Gymnastics
2015,Auburn University,1,NCAA Division I-FBS,188513,2302777,Soccer
2015,Auburn University,1,NCAA Division I-FBS,566142,2776841,Softball
2015,Auburn University,1,NCAA Division I-FBS,322988,3721109,Swimming and Diving
2015,Auburn University,1,NCAA Division I-FBS,172593,2272394,Tennis
2015,Auburn University,1,NCAA Division I-FBS,110791,1663199,Volleyball
2015,Auburn University,1,NCAA Division I-FBS,276231,1663687,Equestrian
2015,Jacksonville State University,2,NCAA Division I-FCS,718638,718638,Baseball
2015,Jacksonville State University,2,NCAA Division I-FCS,1889506,1889506,Basketball
2015,Jacksonville State University,2,NCAA Division I-FCS,4131276,4131276,Football
2015,Jacksonville State University,2,NCAA Division I-FCS,470730,470730,Golf
2015,Jacksonville State University,2,NCAA Division I-FCS,NA,NA,Rifle
2015,Jacksonville State University,2,NCAA Division I-FCS,477215,477215,Soccer
2015,Jacksonville State University,2,NCAA Division I-FCS,663283,663283,Softball
2015,Jacksonville State University,2,NCAA Division I-FCS,407057,407057,Tennis
2015,Jacksonville State University,2,NCAA Division I-FCS,162530,162530,"Track and Field, Indoor"
2015,Jacksonville State University,2,NCAA Division I-FCS,162531,162531,"Track and Field, Outdoor"
2015,Jacksonville State University,2,NCAA Division I-FCS,208199,208199,"Track and Field, X-Country"
2015,Jacksonville State University,2,NCAA Division I-FCS,452558,452558,Volleyball
2015,Jacksonville State University,2,NCAA Division I-FCS,16225,16225,Beach Volleyball
2015,Samford University,2,NCAA Division I-FCS,1111859,1111859,Baseball
2015,Samford University,2,NCAA Division I-FCS,3040784,2829821,Basketball
2015,Samford University,2,NCAA Division I-FCS,1639882,1653076,All Track Combined
2015,Samford University,2,NCAA Division I-FCS,5376738,5376738,Football
2015,Samford University,2,NCAA Division I-FCS,672072,666581,Golf
2015,Samford University,2,NCAA Division I-FCS,961845,961845,Soccer
2015,Samford University,2,NCAA Division I-FCS,890925,819224,Softball
2015,Samford University,2,NCAA Division I-FCS,730144,730073,Tennis
2015,Samford University,2,NCAA Division I-FCS,822065,822065,Volleyball
2015,University of South Alabama,1,NCAA Division I-FBS,1393972,1304227,Baseball
2015,University of South Alabama,1,NCAA Division I-FBS,3239658,3066310,Basketball
2015,University of South Alabama,1,NCAA Division I-FBS,9066874,9351047,Football
2015,University of South Alabama,1,NCAA Division I-FBS,673682,671832,Golf
2015,University of South Alabama,1,NCAA Division I-FBS,825377,825377,Soccer
2015,University of South Alabama,1,NCAA Division I-FBS,916869,895756,Softball
2015,University of South Alabama,1,NCAA Division I-FBS,777058,777058,Tennis
2015,University of South Alabama,1,NCAA Division I-FBS,548097,548040,"Track and Field, Indoor"
2015,University of South Alabama,1,NCAA Division I-FBS,548097,548043,"Track and Field, Outdoor"
2015,University of South Alabama,1,NCAA Division I-FBS,133837,133831,"Track and Field, X-Country"
2015,University of South Alabama,1,NCAA Division I-FBS,757577,759577,Volleyball
2015,Troy University,1,NCAA Division I-FBS,862706,841841,Baseball
2015,Troy University,1,NCAA Division I-FBS,2451998,2436413,Basketball
2015,Troy University,1,NCAA Division I-FBS,1171965,1159870,All Track Combined
2015,Troy University,1,NCAA Division I-FBS,7534913,5916308,Football
2015,Troy University,1,NCAA Division I-FBS,570414,522882,Golf
2015,Troy University,1,NCAA Division I-FBS,370026,626952,Soccer
2015,Troy University,1,NCAA Division I-FBS,757800,735412,Softball
2015,Troy University,1,NCAA Division I-FBS,641677,624138,Tennis
2015,Troy University,1,NCAA Division I-FBS,562524,542768,Volleyball
2015,Arizona State University-Tempe,1,NCAA Division I-FBS,1476439,3732161,Baseball
2015,Arizona State University-Tempe,1,NCAA Division I-FBS,7925734,9736229,Basketball
2015,Arizona State University-Tempe,1,NCAA Division I-FBS,618735,3277044,All Track Combined
2015,Arizona State University-Tempe,1,NCAA Division I-FBS,42892151,26601767,Football
2015,Arizona State University-Tempe,1,NCAA Division I-FBS,550095,1796095,Golf
2015,Arizona State University-Tempe,1,NCAA Division I-FBS,143156,1433213,Gymnastics
2015,Arizona State University-Tempe,1,NCAA Division I-FBS,2310500,2622666,Ice Hockey
2015,Arizona State University-Tempe,1,NCAA Division I-FBS,199104,1378221,Soccer
2015,Arizona State University-Tempe,1,NCAA Division I-FBS,673610,1740500,Softball
2015,Arizona State University-Tempe,1,NCAA Division I-FBS,331297,2748314,Swimming and Diving
2015,Arizona State University-Tempe,1,NCAA Division I-FBS,164418,961521,Tennis
2015,Arizona State University-Tempe,1,NCAA Division I-FBS,360431,1531486,Volleyball
2015,Arizona State University-Tempe,1,NCAA Division I-FBS,179534,1073234,Water Polo
2015,Arizona State University-Tempe,1,NCAA Division I-FBS,347980,1633977,Wrestling
2015,Arizona State University-Tempe,1,NCAA Division I-FBS,94399,287755,Beach Volleyball
2015,University of Arizona,1,NCAA Division I-FBS,1022462,1978253,Baseball
2015,University of Arizona,1,NCAA Division I-FBS,22283100,14537625,Basketball
2015,University of Arizona,1,NCAA Division I-FBS,1022213,3640365,All Track Combined
2015,University of Arizona,1,NCAA Division I-FBS,41388363,21399664,Football
2015,University of Arizona,1,NCAA Division I-FBS,454385,1262930,Golf
2015,University of Arizona,1,NCAA Division I-FBS,260740,1087189,Gymnastics
2015,University of Arizona,1,NCAA Division I-FBS,485424,1317713,Soccer
2015,University of Arizona,1,NCAA Division I-FBS,697716,1721016,Softball
2015,University of Arizona,1,NCAA Division I-FBS,908953,2540508,Swimming and Diving
2015,University of Arizona,1,NCAA Division I-FBS,524652,1464561,Tennis
2015,University of Arizona,1,NCAA Division I-FBS,433346,1344029,Volleyball
2015,University of Arizona,1,NCAA Division I-FBS,419241,821566,Beach Volleyball
2015,Grand Canyon University,3,NCAA Division I without football,1511198,1511198,Baseball
2015,Grand Canyon University,3,NCAA Division I without football,5878866,5878866,Basketball
2015,Grand Canyon University,3,NCAA Division I without football,1559665,1559665,All Track Combined
2015,Grand Canyon University,3,NCAA Division I without football,694407,694407,Golf
2015,Grand Canyon University,3,NCAA Division I without football,2282900,2282900,Soccer
2015,Grand Canyon University,3,NCAA Division I without football,772053,772053,Softball
2015,Grand Canyon University,3,NCAA Division I without football,1285581,1285581,Swimming and Diving
2015,Grand Canyon University,3,NCAA Division I without football,703154,703154,Tennis
2015,Grand Canyon University,3,NCAA Division I without football,1362098,1362098,Volleyball
2015,Grand Canyon University,3,NCAA Division I without football,652203,652203,Wrestling
2015,Grand Canyon University,3,NCAA Division I without football,362252,362252,Beach Volleyball
2015,Northern Arizona University,2,NCAA Division I-FCS,2822353,2822353,Basketball
2015,Northern Arizona University,2,NCAA Division I-FCS,1657307,1657307,All Track Combined
2015,Northern Arizona University,2,NCAA Division I-FCS,3979369,3979369,Football
2015,Northern Arizona University,2,NCAA Division I-FCS,308550,308550,Golf
2015,Northern Arizona University,2,NCAA Division I-FCS,855402,855402,Soccer
2015,Northern Arizona University,2,NCAA Division I-FCS,798010,798010,Swimming and Diving
2015,Northern Arizona University,2,NCAA Division I-FCS,789626,789626,Tennis
2015,Northern Arizona University,2,NCAA Division I-FCS,907327,907327,Volleyball
2015,University of Arkansas at Little Rock,3,NCAA Division I without football,109205,983516,Baseball
2015,University of Arkansas at Little Rock,3,NCAA Division I without football,1914766,3825735,Basketball
2015,University of Arkansas at Little Rock,3,NCAA Division I without football,9946,849958,All Track Combined
2015,University of Arkansas at Little Rock,3,NCAA Division I without football,154597,608556,Golf
2015,University of Arkansas at Little Rock,3,NCAA Division I without football,44479,598018,Soccer
2015,University of Arkansas at Little Rock,3,NCAA Division I without football,24963,311896,Swimming
2015,University of Arkansas at Little Rock,3,NCAA Division I without football,91136,536853,Volleyball
2015,University of Arkansas,1,NCAA Division I-FBS,3643967,3715802,Baseball
2015,University of Arkansas,1,NCAA Division I-FBS,16569552,12981124,Basketball
2015,University of Arkansas,1,NCAA Division I-FBS,865786,6994889,All Track Combined
2015,University of Arkansas,1,NCAA Division I-FBS,68970599,34237143,Football
2015,University of Arkansas,1,NCAA Division I-FBS,89921,2142448,Golf
2015,University of Arkansas,1,NCAA Division I-FBS,257861,1664049,Gymnastics
2015,University of Arkansas,1,NCAA Division I-FBS,123409,1831749,Soccer
2015,University of Arkansas,1,NCAA Division I-FBS,93007,1747490,Softball
2015,University of Arkansas,1,NCAA Division I-FBS,112818,1797235,Swimming and Diving
2015,University of Arkansas,1,NCAA Division I-FBS,155866,1904347,Tennis
2015,University of Arkansas,1,NCAA Division I-FBS,224955,1836320,Volleyball
2015,University of Arkansas at Pine Bluff,2,NCAA Division I-FCS,396872,396872,Baseball
2015,University of Arkansas at Pine Bluff,2,NCAA Division I-FCS,1057493,1057493,Basketball
2015,University of Arkansas at Pine Bluff,2,NCAA Division I-FCS,455590,455590,All Track Combined
2015,University of Arkansas at Pine Bluff,2,NCAA Division I-FCS,1774380,1774380,Football
2015,University of Arkansas at Pine Bluff,2,NCAA Division I-FCS,84710,84710,Golf
2015,University of Arkansas at Pine Bluff,2,NCAA Division I-FCS,239329,239329,Soccer
2015,University of Arkansas at Pine Bluff,2,NCAA Division I-FCS,235534,235534,Softball
2015,University of Arkansas at Pine Bluff,2,NCAA Division I-FCS,132223,132223,Tennis
2015,University of Arkansas at Pine Bluff,2,NCAA Division I-FCS,213667,213667,Volleyball
2015,Arkansas State University-Main Campus,1,NCAA Division I-FBS,861369,861369,Baseball
2015,Arkansas State University-Main Campus,1,NCAA Division I-FBS,2652563,2652563,Basketball
2015,Arkansas State University-Main Campus,1,NCAA Division I-FBS,1363582,1363582,All Track Combined
2015,Arkansas State University-Main Campus,1,NCAA Division I-FBS,6864360,6864360,Football
2015,Arkansas State University-Main Campus,1,NCAA Division I-FBS,628597,628597,Golf
2015,Arkansas State University-Main Campus,1,NCAA Division I-FBS,694600,694600,Soccer
2015,Arkansas State University-Main Campus,1,NCAA Division I-FBS,352763,352763,Tennis
2015,Arkansas State University-Main Campus,1,NCAA Division I-FBS,694636,694636,Volleyball
2015,Arkansas State University-Main Campus,1,NCAA Division I-FBS,301355,301355,Bowling
2015,University of Central Arkansas,2,NCAA Division I-FCS,675539,675539,Baseball
2015,University of Central Arkansas,2,NCAA Division I-FCS,1965037,1965037,Basketball
2015,University of Central Arkansas,2,NCAA Division I-FCS,1043722,1043722,All Track Combined
2015,University of Central Arkansas,2,NCAA Division I-FCS,2910420,2910420,Football
2015,University of Central Arkansas,2,NCAA Division I-FCS,461798,461798,Golf
2015,University of Central Arkansas,2,NCAA Division I-FCS,852787,852787,Soccer
2015,University of Central Arkansas,2,NCAA Division I-FCS,540088,540088,Softball
2015,University of Central Arkansas,2,NCAA Division I-FCS,272093,272093,Tennis
2015,University of Central Arkansas,2,NCAA Division I-FCS,524815,524815,Volleyball
2015,California Polytechnic State University-San Luis Obispo,2,NCAA Division I-FCS,1267197,1265326,Baseball
2015,California Polytechnic State University-San Luis Obispo,2,NCAA Division I-FCS,3432656,3432656,Basketball
2015,California Polytechnic State University-San Luis Obispo,2,NCAA Division I-FCS,1052416,1052416,All Track Combined
2015,California Polytechnic State University-San Luis Obispo,2,NCAA Division I-FCS,3571553,3571553,Football
2015,California Polytechnic State University-San Luis Obispo,2,NCAA Division I-FCS,525618,513973,Golf
2015,California Polytechnic State University-San Luis Obispo,2,NCAA Division I-FCS,1573840,1573840,Soccer
2015,California Polytechnic State University-San Luis Obispo,2,NCAA Division I-FCS,776228,776228,Softball
2015,California Polytechnic State University-San Luis Obispo,2,NCAA Division I-FCS,433932,433932,Swimming and Diving
2015,California Polytechnic State University-San Luis Obispo,2,NCAA Division I-FCS,698041,698041,Tennis
2015,California Polytechnic State University-San Luis Obispo,2,NCAA Division I-FCS,764896,764896,Volleyball
2015,California Polytechnic State University-San Luis Obispo,2,NCAA Division I-FCS,646388,646388,Wrestling
2015,California Polytechnic State University-San Luis Obispo,2,NCAA Division I-FCS,28055,28055,Beach Volleyball
2015,California State University-Bakersfield,3,NCAA Division I without football,761315,761315,Baseball
2015,California State University-Bakersfield,3,NCAA Division I without football,3067933,3067933,Basketball
2015,California State University-Bakersfield,3,NCAA Division I without football,235476,235476,All Track Combined
2015,California State University-Bakersfield,3,NCAA Division I without football,226545,179025,Golf
2015,California State University-Bakersfield,3,NCAA Division I without football,1356652,1356652,Soccer
2015,California State University-Bakersfield,3,NCAA Division I without football,478004,478004,Softball
2015,California State University-Bakersfield,3,NCAA Division I without football,597705,597705,Swimming and Diving
2015,California State University-Bakersfield,3,NCAA Division I without football,154035,154035,"Track and Field, Indoor"
2015,California State University-Bakersfield,3,NCAA Division I without football,727364,727364,Volleyball
2015,California State University-Bakersfield,3,NCAA Division I without football,262579,262579,Water Polo
2015,California State University-Bakersfield,3,NCAA Division I without football,293462,293462,Wrestling
2015,California State University-Bakersfield,3,NCAA Division I without football,120364,120364,Beach Volleyball
2015,California State University-Fresno,1,NCAA Division I-FBS,1834191,1834191,Baseball
2015,California State University-Fresno,1,NCAA Division I-FBS,5490545,5490545,Basketball
2015,California State University-Fresno,1,NCAA Division I-FBS,1523226,1523226,All Track Combined
2015,California State University-Fresno,1,NCAA Division I-FBS,11381458,11381458,Football
2015,California State University-Fresno,1,NCAA Division I-FBS,928507,928507,Golf
2015,California State University-Fresno,1,NCAA Division I-FBS,944021,944021,Lacrosse
2015,California State University-Fresno,1,NCAA Division I-FBS,1032572,1032572,Soccer
2015,California State University-Fresno,1,NCAA Division I-FBS,1389653,1389653,Softball
2015,California State University-Fresno,1,NCAA Division I-FBS,984783,984783,Swimming and Diving
2015,California State University-Fresno,1,NCAA Division I-FBS,2097349,2097349,Tennis
2015,California State University-Fresno,1,NCAA Division I-FBS,1247189,1247189,Volleyball
2015,California State University-Fresno,1,NCAA Division I-FBS,935729,935729,Equestrian
2015,California State University-Fullerton,3,NCAA Division I without football,1777542,1743001,Baseball
2015,California State University-Fullerton,3,NCAA Division I without football,2631330,2631330,Basketball
2015,California State University-Fullerton,3,NCAA Division I without football,742532,742532,Golf
2015,California State University-Fullerton,3,NCAA Division I without football,1466043,1466043,Soccer
2015,California State University-Fullerton,3,NCAA Division I without football,999922,999922,Softball
2015,California State University-Fullerton,3,NCAA Division I without football,300736,300736,Tennis
2015,California State University-Fullerton,3,NCAA Division I without football,161615,161615,"Track and Field, Indoor"
2015,California State University-Fullerton,3,NCAA Division I without football,727867,727867,"Track and Field, Outdoor"
2015,California State University-Fullerton,3,NCAA Division I without football,195223,110360,"Track and Field, X-Country"
2015,California State University-Fullerton,3,NCAA Division I without football,700198,700099,Volleyball
2015,California State University-Long Beach,3,NCAA Division I without football,1458152,1458152,Baseball
2015,California State University-Long Beach,3,NCAA Division I without football,4194969,4194969,Basketball
2015,California State University-Long Beach,3,NCAA Division I without football,1212913,1212913,All Track Combined
2015,California State University-Long Beach,3,NCAA Division I without football,807726,807726,Golf
2015,California State University-Long Beach,3,NCAA Division I without football,751123,751123,Soccer
2015,California State University-Long Beach,3,NCAA Division I without football,714508,714508,Softball
2015,California State University-Long Beach,3,NCAA Division I without football,469022,469022,Tennis
2015,California State University-Long Beach,3,NCAA Division I without football,1767319,1767319,Volleyball
2015,California State University-Long Beach,3,NCAA Division I without football,691790,691790,Water Polo
2015,California State University-Long Beach,3,NCAA Division I without football,78486,78486,Beach Volleyball
2015,California State University-Northridge,3,NCAA Division I without football,1170225,1182622,Baseball
2015,California State University-Northridge,3,NCAA Division I without football,3409825,3465189,Basketball
2015,California State University-Northridge,3,NCAA Division I without football,1435970,1454419,All Track Combined
2015,California State University-Northridge,3,NCAA Division I without football,607829,520894,Golf
2015,California State University-Northridge,3,NCAA Division I without football,1431648,1473597,Soccer
2015,California State University-Northridge,3,NCAA Division I without football,702747,755410,Softball
2015,California State University-Northridge,3,NCAA Division I without football,393086,375876,Tennis
2015,California State University-Northridge,3,NCAA Division I without football,1250409,1198052,Volleyball
2015,California State University-Northridge,3,NCAA Division I without football,310063,307017,Water Polo
2015,California State University-Northridge,3,NCAA Division I without football,63345,42071,Beach Volleyball
2015,California State University-Sacramento,2,NCAA Division I-FCS,623546,1347137,Baseball
2015,California State University-Sacramento,2,NCAA Division I-FCS,1449724,2498779,Basketball
2015,California State University-Sacramento,2,NCAA Division I-FCS,503853,1400821,All Track Combined
2015,California State University-Sacramento,2,NCAA Division I-FCS,2072787,3633139,Football
2015,California State University-Sacramento,2,NCAA Division I-FCS,228427,552109,Golf
2015,California State University-Sacramento,2,NCAA Division I-FCS,285608,617867,Gymnastics
2015,California State University-Sacramento,2,NCAA Division I-FCS,225756,700208,Rowing
2015,California State University-Sacramento,2,NCAA Division I-FCS,465754,1169847,Soccer
2015,California State University-Sacramento,2,NCAA Division I-FCS,287388,710076,Softball
2015,California State University-Sacramento,2,NCAA Division I-FCS,487012,928155,Tennis
2015,California State University-Sacramento,2,NCAA Division I-FCS,346976,776069,Volleyball
2015,California State University-Sacramento,2,NCAA Division I-FCS,29329,59992,Beach Volleyball
2015,University of California-Berkeley,1,NCAA Division I-FBS,1553932,1551902,Baseball
2015,University of California-Berkeley,1,NCAA Division I-FBS,11690316,12032149,Basketball
2015,University of California-Berkeley,1,NCAA Division I-FBS,1394179,2340189,All Track Combined
2015,University of California-Berkeley,1,NCAA Division I-FBS,1126103,1126103,Field Hockey
2015,University of California-Berkeley,1,NCAA Division I-FBS,41527030,22079265,Football
2015,University of California-Berkeley,1,NCAA Division I-FBS,1046760,1385950,Golf
2015,University of California-Berkeley,1,NCAA Division I-FBS,1200794,1261371,Gymnastics
2015,University of California-Berkeley,1,NCAA Division I-FBS,622204,622204,Lacrosse
2015,University of California-Berkeley,1,NCAA Division I-FBS,2687748,2995863,Rowing
2015,University of California-Berkeley,1,NCAA Division I-FBS,1370253,2039219,Soccer
2015,University of California-Berkeley,1,NCAA Division I-FBS,1478736,1478736,Softball
2015,University of California-Berkeley,1,NCAA Division I-FBS,1953572,2667230,Swimming and Diving
2015,University of California-Berkeley,1,NCAA Division I-FBS,1758929,1466103,Tennis
2015,University of California-Berkeley,1,NCAA Division I-FBS,1674037,1674037,Volleyball
2015,University of California-Berkeley,1,NCAA Division I-FBS,1136530,1524107,Water Polo
2015,University of California-Berkeley,1,NCAA Division I-FBS,643215,1069341,Other Sports
2015,University of California-Berkeley,1,NCAA Division I-FBS,135629,135629,Beach Volleyball
2015,University of California-Davis,2,NCAA Division I-FCS,884627,884627,Baseball
2015,University of California-Davis,2,NCAA Division I-FCS,3203324,3203324,Basketball
2015,University of California-Davis,2,NCAA Division I-FCS,1161998,1161998,All Track Combined
2015,University of California-Davis,2,NCAA Division I-FCS,659996,659996,Field Hockey
2015,University of California-Davis,2,NCAA Division I-FCS,4478087,4478087,Football
2015,University of California-Davis,2,NCAA Division I-FCS,724341,724341,Golf
2015,University of California-Davis,2,NCAA Division I-FCS,638116,638116,Gymnastics
2015,University of California-Davis,2,NCAA Division I-FCS,685514,685514,Lacrosse
2015,University of California-Davis,2,NCAA Division I-FCS,1510240,1510240,Soccer
2015,University of California-Davis,2,NCAA Division I-FCS,764587,764587,Softball
2015,University of California-Davis,2,NCAA Division I-FCS,705286,705286,Swimming and Diving
2015,University of California-Davis,2,NCAA Division I-FCS,690515,690515,Tennis
2015,University of California-Davis,2,NCAA Division I-FCS,864264,864264,Volleyball
2015,University of California-Davis,2,NCAA Division I-FCS,812889,812889,Water Polo
2015,University of California-Irvine,3,NCAA Division I without football,1464377,1269379,Baseball
2015,University of California-Irvine,3,NCAA Division I without football,4665287,4213223,Basketball
2015,University of California-Irvine,3,NCAA Division I without football,497262,476519,Golf
2015,University of California-Irvine,3,NCAA Division I without football,1476495,1453963,Soccer
2015,University of California-Irvine,3,NCAA Division I without football,686601,666706,Tennis
2015,University of California-Irvine,3,NCAA Division I without football,161856,174528,"Track and Field, Indoor"
2015,University of California-Irvine,3,NCAA Division I without football,444499,461901,"Track and Field, Outdoor"
2015,University of California-Irvine,3,NCAA Division I without football,102349,56495,"Track and Field, X-Country"
2015,University of California-Irvine,3,NCAA Division I without football,1409773,1398685,Volleyball
2015,University of California-Irvine,3,NCAA Division I without football,807977,804929,Water Polo
2015,University of California-Los Angeles,1,NCAA Division I-FBS,975660,2907111,Baseball
2015,University of California-Los Angeles,1,NCAA Division I-FBS,12699680,12952832,Basketball
2015,University of California-Los Angeles,1,NCAA Division I-FBS,528605,3577762,All Track Combined
2015,University of California-Los Angeles,1,NCAA Division I-FBS,38548482,26735958,Football
2015,University of California-Los Angeles,1,NCAA Division I-FBS,850607,1965012,Golf
2015,University of California-Los Angeles,1,NCAA Division I-FBS,1012636,2451066,Gymnastics
2015,University of California-Los Angeles,1,NCAA Division I-FBS,120801,1357648,Rowing
2015,University of California-Los Angeles,1,NCAA Division I-FBS,1063795,3562583,Soccer
2015,University of California-Los Angeles,1,NCAA Division I-FBS,902948,1820491,Softball
2015,University of California-Los Angeles,1,NCAA Division I-FBS,451879,1540067,Swimming and Diving
2015,University of California-Los Angeles,1,NCAA Division I-FBS,1034728,2426241,Tennis
2015,University of California-Los Angeles,1,NCAA Division I-FBS,761661,3017895,Volleyball
2015,University of California-Los Angeles,1,NCAA Division I-FBS,558050,1782061,Water Polo
2015,University of California-Los Angeles,1,NCAA Division I-FBS,144359,435174,Beach Volleyball
2015,University of California-Riverside,3,NCAA Division I without football,1017341,1003437,Baseball
2015,University of California-Riverside,3,NCAA Division I without football,3200160,3159166,Basketball
2015,University of California-Riverside,3,NCAA Division I without football,1029606,1028122,All Track Combined
2015,University of California-Riverside,3,NCAA Division I without football,990911,480317,Golf
2015,University of California-Riverside,3,NCAA Division I without football,1305612,1248142,Soccer
2015,University of California-Riverside,3,NCAA Division I without football,766587,746840,Softball
2015,University of California-Riverside,3,NCAA Division I without football,465202,430769,Tennis
2015,University of California-Riverside,3,NCAA Division I without football,773309,747503,Volleyball
2015,University of California-Santa Barbara,3,NCAA Division I without football,1826192,1826192,Baseball
2015,University of California-Santa Barbara,3,NCAA Division I without football,4256045,4256045,Basketball
2015,University of California-Santa Barbara,3,NCAA Division I without football,246991,246991,Golf
2015,University of California-Santa Barbara,3,NCAA Division I without football,2210012,2210012,Soccer
2015,University of California-Santa Barbara,3,NCAA Division I without football,784745,784745,Softball
2015,University of California-Santa Barbara,3,NCAA Division I without football,708001,708001,Swimming
2015,University of California-Santa Barbara,3,NCAA Division I without football,1078418,1078418,Tennis
2015,University of California-Santa Barbara,3,NCAA Division I without football,64788,64788,"Track and Field, Indoor"
2015,University of California-Santa Barbara,3,NCAA Division I without football,623020,623020,"Track and Field, Outdoor"
2015,University of California-Santa Barbara,3,NCAA Division I without football,190519,190519,"Track and Field, X-Country"
2015,University of California-Santa Barbara,3,NCAA Division I without football,1484937,1484937,Volleyball
2015,University of California-Santa Barbara,3,NCAA Division I without football,784451,784451,Water Polo
2015,Loyola Marymount University,3,NCAA Division I without football,1505361,1505362,Baseball
2015,Loyola Marymount University,3,NCAA Division I without football,5208376,5208375,Basketball
2015,Loyola Marymount University,3,NCAA Division I without football,508026,508026,Golf
2015,Loyola Marymount University,3,NCAA Division I without football,1254771,1254771,Rowing
2015,Loyola Marymount University,3,NCAA Division I without football,2308087,2308087,Soccer
2015,Loyola Marymount University,3,NCAA Division I without football,1051606,1051606,Softball
2015,Loyola Marymount University,3,NCAA Division I without football,377672,377672,Swimming
2015,Loyola Marymount University,3,NCAA Division I without football,1100518,1100518,Tennis
2015,Loyola Marymount University,3,NCAA Division I without football,40629,40629,"Track and Field, Outdoor"
2015,Loyola Marymount University,3,NCAA Division I without football,1058123,1058122,"Track and Field, X-Country"
2015,Loyola Marymount University,3,NCAA Division I without football,1320991,1320992,Volleyball
2015,Loyola Marymount University,3,NCAA Division I without football,1243100,1243100,Water Polo
2015,Loyola Marymount University,3,NCAA Division I without football,92660,92660,Beach Volleyball
2015,University of the Pacific,3,NCAA Division I without football,1540109,1540109,Baseball
2015,University of the Pacific,3,NCAA Division I without football,4674836,4674836,Basketball
2015,University of the Pacific,3,NCAA Division I without football,1131846,1131846,Field Hockey
2015,University of the Pacific,3,NCAA Division I without football,444065,444065,Golf
2015,University of the Pacific,3,NCAA Division I without football,2083420,2083420,Soccer
