player,level,gender,division,team_name,statistic,value
Danielle Dattler,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,Ds,5
Danielle Dattler,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,Assists,3
Danielle Dattler,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,Points,6
Danielle Dattler,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,Plus Minus,-3
Daniel Sutton,D3,Men,Division 3 Men,Whitman Sweets,Turns,3
Daniel Sutton,D3,Men,Division 3 Men,Whitman Sweets,Ds,0
Daniel Sutton,D3,Men,Division 3 Men,Whitman Sweets,Assists,0
Daniel Sutton,D3,Men,Division 3 Men,Whitman Sweets,Points,0
Daniel Sutton,D3,Men,Division 3 Men,Whitman Sweets,Plus Minus,-3
Claire Bates,D1,Women,Division 1 Women,Victoria Vikes,Turns,5
Claire Bates,D1,Women,Division 1 Women,Victoria Vikes,Ds,1
Claire Bates,D1,Women,Division 1 Women,Victoria Vikes,Assists,0
Claire Bates,D1,Women,Division 1 Women,Victoria Vikes,Points,1
Claire Bates,D1,Women,Division 1 Women,Victoria Vikes,Plus Minus,-3
Christina Coulton,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,Turns,3
Christina Coulton,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,Ds,0
Christina Coulton,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,Assists,0
Christina Coulton,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,Points,0
Christina Coulton,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,Plus Minus,-3
Celia Nicholson,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,Turns,13
Celia Nicholson,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,Ds,3
Celia Nicholson,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,Assists,0
Celia Nicholson,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,Points,7
Celia Nicholson,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,Plus Minus,-3
Cassandra Banuelos,D1,Women,Division 1 Women,Colorado State Helle's Belles,Turns,5
Cassandra Banuelos,D1,Women,Division 1 Women,Colorado State Helle's Belles,Ds,1
Cassandra Banuelos,D1,Women,Division 1 Women,Colorado State Helle's Belles,Assists,1
Cassandra Banuelos,D1,Women,Division 1 Women,Colorado State Helle's Belles,Points,0
Cassandra Banuelos,D1,Women,Division 1 Women,Colorado State Helle's Belles,Plus Minus,-3
Carinna Kinnaman,D3,Women,Division 3 Women,Middlebury Pranksters,Turns,8
Carinna Kinnaman,D3,Women,Division 3 Women,Middlebury Pranksters,Ds,4
Carinna Kinnaman,D3,Women,Division 3 Women,Middlebury Pranksters,Assists,1
Carinna Kinnaman,D3,Women,Division 3 Women,Middlebury Pranksters,Points,0
Carinna Kinnaman,D3,Women,Division 3 Women,Middlebury Pranksters,Plus Minus,-3
Calliope Cutchins,D1,Women,Division 1 Women,Michigan Flywheel,Turns,24
Calliope Cutchins,D1,Women,Division 1 Women,Michigan Flywheel,Ds,2
Calliope Cutchins,D1,Women,Division 1 Women,Michigan Flywheel,Assists,13
Calliope Cutchins,D1,Women,Division 1 Women,Michigan Flywheel,Points,6
Calliope Cutchins,D1,Women,Division 1 Women,Michigan Flywheel,Plus Minus,-3
Anna Mortensen,D3,Women,Division 3 Women,Occidental WAC,Turns,8
Anna Mortensen,D3,Women,Division 3 Women,Occidental WAC,Ds,3
Anna Mortensen,D3,Women,Division 3 Women,Occidental WAC,Assists,0
Anna Mortensen,D3,Women,Division 3 Women,Occidental WAC,Points,2
Anna Mortensen,D3,Women,Division 3 Women,Occidental WAC,Plus Minus,-3
Anna Carlson,D1,Women,Division 1 Women,Oregon Fugue,Turns,9
Anna Carlson,D1,Women,Division 1 Women,Oregon Fugue,Ds,1
Anna Carlson,D1,Women,Division 1 Women,Oregon Fugue,Assists,3
Anna Carlson,D1,Women,Division 1 Women,Oregon Fugue,Points,2
Anna Carlson,D1,Women,Division 1 Women,Oregon Fugue,Plus Minus,-3
Alexandra Lederman,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,Turns,4
Alexandra Lederman,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,Ds,0
Alexandra Lederman,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,Assists,0
Alexandra Lederman,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,Points,1
Alexandra Lederman,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,Plus Minus,-3
Alexander (Zander) Lutz,D1,Men,Division 1 Men,Penn State Spank,Turns,11
Alexander (Zander) Lutz,D1,Men,Division 1 Men,Penn State Spank,Ds,2
Alexander (Zander) Lutz,D1,Men,Division 1 Men,Penn State Spank,Assists,4
Alexander (Zander) Lutz,D1,Men,Division 1 Men,Penn State Spank,Points,2
Alexander (Zander) Lutz,D1,Men,Division 1 Men,Penn State Spank,Plus Minus,-3
Addison Hardin,D3,Women,Division 3 Women,Davenport Panthers,Turns,13
Addison Hardin,D3,Women,Division 3 Women,Davenport Panthers,Ds,6
Addison Hardin,D3,Women,Division 3 Women,Davenport Panthers,Assists,0
Addison Hardin,D3,Women,Division 3 Women,Davenport Panthers,Points,4
Addison Hardin,D3,Women,Division 3 Women,Davenport Panthers,Plus Minus,-3
Vincent Zhang,D1,Men,Division 1 Men,NC State Alpha,Turns,6
Vincent Zhang,D1,Men,Division 1 Men,NC State Alpha,Ds,0
Vincent Zhang,D1,Men,Division 1 Men,NC State Alpha,Assists,2
Vincent Zhang,D1,Men,Division 1 Men,NC State Alpha,Points,0
Vincent Zhang,D1,Men,Division 1 Men,NC State Alpha,Plus Minus,-4
Seth Fisher-Olvera,D1,Men,Division 1 Men,Washington University Contra,Turns,11
Seth Fisher-Olvera,D1,Men,Division 1 Men,Washington University Contra,Ds,2
Seth Fisher-Olvera,D1,Men,Division 1 Men,Washington University Contra,Assists,3
Seth Fisher-Olvera,D1,Men,Division 1 Men,Washington University Contra,Points,2
Seth Fisher-Olvera,D1,Men,Division 1 Men,Washington University Contra,Plus Minus,-4
Samantha Coulton,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,Turns,5
Samantha Coulton,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,Ds,1
Samantha Coulton,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,Assists,0
Samantha Coulton,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,Points,0
Samantha Coulton,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,Plus Minus,-4
Raphael Epstein,D1,Men,Division 1 Men,Washington University Contra,Turns,6
Raphael Epstein,D1,Men,Division 1 Men,Washington University Contra,Ds,1
Raphael Epstein,D1,Men,Division 1 Men,Washington University Contra,Assists,1
Raphael Epstein,D1,Men,Division 1 Men,Washington University Contra,Points,0
Raphael Epstein,D1,Men,Division 1 Men,Washington University Contra,Plus Minus,-4
Rachel Barkan,D1,Women,Division 1 Women,Michigan Flywheel,Turns,4
Rachel Barkan,D1,Women,Division 1 Women,Michigan Flywheel,Ds,0
Rachel Barkan,D1,Women,Division 1 Women,Michigan Flywheel,Assists,0
Rachel Barkan,D1,Women,Division 1 Women,Michigan Flywheel,Points,0
Rachel Barkan,D1,Women,Division 1 Women,Michigan Flywheel,Plus Minus,-4
Poppy Wagner,D1,Women,Division 1 Women,Pennsylvania Venus,Turns,16
Poppy Wagner,D1,Women,Division 1 Women,Pennsylvania Venus,Ds,4
Poppy Wagner,D1,Women,Division 1 Women,Pennsylvania Venus,Assists,7
Poppy Wagner,D1,Women,Division 1 Women,Pennsylvania Venus,Points,1
Poppy Wagner,D1,Women,Division 1 Women,Pennsylvania Venus,Plus Minus,-4
Natalie Lang-Ree,D3,Women,Division 3 Women,Carleton Eclipse,Turns,17
Natalie Lang-Ree,D3,Women,Division 3 Women,Carleton Eclipse,Ds,7
Natalie Lang-Ree,D3,Women,Division 3 Women,Carleton Eclipse,Assists,3
Natalie Lang-Ree,D3,Women,Division 3 Women,Carleton Eclipse,Points,3
Natalie Lang-Ree,D3,Women,Division 3 Women,Carleton Eclipse,Plus Minus,-4
Nahlah Mkaouri,D3,Women,Division 3 Women,Lewis & Clark Artemis,Turns,7
Nahlah Mkaouri,D3,Women,Division 3 Women,Lewis & Clark Artemis,Ds,1
Nahlah Mkaouri,D3,Women,Division 3 Women,Lewis & Clark Artemis,Assists,1
Nahlah Mkaouri,D3,Women,Division 3 Women,Lewis & Clark Artemis,Points,1
Nahlah Mkaouri,D3,Women,Division 3 Women,Lewis & Clark Artemis,Plus Minus,-4
Miu Shiraiwa,D1,Women,Division 1 Women,British Columbia Thunderbirds,Turns,6
Miu Shiraiwa,D1,Women,Division 1 Women,British Columbia Thunderbirds,Ds,1
Miu Shiraiwa,D1,Women,Division 1 Women,British Columbia Thunderbirds,Assists,0
Miu Shiraiwa,D1,Women,Division 1 Women,British Columbia Thunderbirds,Points,1
Miu Shiraiwa,D1,Women,Division 1 Women,British Columbia Thunderbirds,Plus Minus,-4
Margaret Heffernan,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Turns,12
Margaret Heffernan,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Ds,4
Margaret Heffernan,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Assists,1
Margaret Heffernan,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Points,3
Margaret Heffernan,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Plus Minus,-4
Mae Browning,D1,Women,Division 1 Women,Vermont Ruckus,Turns,31
Mae Browning,D1,Women,Division 1 Women,Vermont Ruckus,Ds,12
Mae Browning,D1,Women,Division 1 Women,Vermont Ruckus,Assists,13
Mae Browning,D1,Women,Division 1 Women,Vermont Ruckus,Points,2
Mae Browning,D1,Women,Division 1 Women,Vermont Ruckus,Plus Minus,-4
luxuan Chang,D3,Men,Division 3 Men,Claremont Braineaters,Turns,6
luxuan Chang,D3,Men,Division 3 Men,Claremont Braineaters,Ds,1
luxuan Chang,D3,Men,Division 3 Men,Claremont Braineaters,Assists,1
luxuan Chang,D3,Men,Division 3 Men,Claremont Braineaters,Points,0
luxuan Chang,D3,Men,Division 3 Men,Claremont Braineaters,Plus Minus,-4
Lucy Leither,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Turns,15
Lucy Leither,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Ds,6
Lucy Leither,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Assists,1
Lucy Leither,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Points,4
Lucy Leither,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Plus Minus,-4
Lily Freeman,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Turns,5
Lily Freeman,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Ds,1
Lily Freeman,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Assists,0
Lily Freeman,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Points,0
Lily Freeman,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Plus Minus,-4
Jonathan Newman,D3,Men,Division 3 Men,Davenport Panthers,Turns,7
Jonathan Newman,D3,Men,Division 3 Men,Davenport Panthers,Ds,3
Jonathan Newman,D3,Men,Division 3 Men,Davenport Panthers,Assists,0
Jonathan Newman,D3,Men,Division 3 Men,Davenport Panthers,Points,0
Jonathan Newman,D3,Men,Division 3 Men,Davenport Panthers,Plus Minus,-4
Fiona Cashin,D1,Women,Division 1 Women,Georgia Athena,Turns,26
Fiona Cashin,D1,Women,Division 1 Women,Georgia Athena,Ds,7
Fiona Cashin,D1,Women,Division 1 Women,Georgia Athena,Assists,6
Fiona Cashin,D1,Women,Division 1 Women,Georgia Athena,Points,9
Fiona Cashin,D1,Women,Division 1 Women,Georgia Athena,Plus Minus,-4
Emma Jansen,D3,Women,Division 3 Women,St Olaf Vortex,Turns,8
Emma Jansen,D3,Women,Division 3 Women,St Olaf Vortex,Ds,4
Emma Jansen,D3,Women,Division 3 Women,St Olaf Vortex,Assists,0
Emma Jansen,D3,Women,Division 3 Women,St Olaf Vortex,Points,0
Emma Jansen,D3,Women,Division 3 Women,St Olaf Vortex,Plus Minus,-4
Eliza Williams-Derry,D3,Women,Division 3 Women,Mount Holyoke Daisy Chain,Turns,28
Eliza Williams-Derry,D3,Women,Division 3 Women,Mount Holyoke Daisy Chain,Ds,7
Eliza Williams-Derry,D3,Women,Division 3 Women,Mount Holyoke Daisy Chain,Assists,9
Eliza Williams-Derry,D3,Women,Division 3 Women,Mount Holyoke Daisy Chain,Points,8
Eliza Williams-Derry,D3,Women,Division 3 Women,Mount Holyoke Daisy Chain,Plus Minus,-4
Clara Moss,D1,Women,Division 1 Women,Michigan Flywheel,Turns,5
Clara Moss,D1,Women,Division 1 Women,Michigan Flywheel,Ds,0
Clara Moss,D1,Women,Division 1 Women,Michigan Flywheel,Assists,1
Clara Moss,D1,Women,Division 1 Women,Michigan Flywheel,Points,0
Clara Moss,D1,Women,Division 1 Women,Michigan Flywheel,Plus Minus,-4
Claire Wilson-Black,D3,Women,Division 3 Women,Occidental WAC,Turns,11
Claire Wilson-Black,D3,Women,Division 3 Women,Occidental WAC,Ds,0
Claire Wilson-Black,D3,Women,Division 3 Women,Occidental WAC,Assists,2
Claire Wilson-Black,D3,Women,Division 3 Women,Occidental WAC,Points,5
Claire Wilson-Black,D3,Women,Division 3 Women,Occidental WAC,Plus Minus,-4
Celeste Alden,D3,Women,Division 3 Women,Middlebury Pranksters,Turns,10
Celeste Alden,D3,Women,Division 3 Women,Middlebury Pranksters,Ds,2
Celeste Alden,D3,Women,Division 3 Women,Middlebury Pranksters,Assists,3
Celeste Alden,D3,Women,Division 3 Women,Middlebury Pranksters,Points,1
Celeste Alden,D3,Women,Division 3 Women,Middlebury Pranksters,Plus Minus,-4
Cassidy Recker,D3,Women,Division 3 Women,Colorado College Zenith,Turns,23
Cassidy Recker,D3,Women,Division 3 Women,Colorado College Zenith,Ds,4
Cassidy Recker,D3,Women,Division 3 Women,Colorado College Zenith,Assists,13
Cassidy Recker,D3,Women,Division 3 Women,Colorado College Zenith,Points,2
Cassidy Recker,D3,Women,Division 3 Women,Colorado College Zenith,Plus Minus,-4
Carolyn Rivero,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Turns,12
Carolyn Rivero,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Ds,3
Carolyn Rivero,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Assists,1
Carolyn Rivero,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Points,4
Carolyn Rivero,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Plus Minus,-4
Camden Thomason,D3,Women,Division 3 Women,Richmond Red Hots,Turns,11
Camden Thomason,D3,Women,Division 3 Women,Richmond Red Hots,Ds,4
Camden Thomason,D3,Women,Division 3 Women,Richmond Red Hots,Assists,1
Camden Thomason,D3,Women,Division 3 Women,Richmond Red Hots,Points,2
Camden Thomason,D3,Women,Division 3 Women,Richmond Red Hots,Plus Minus,-4
Caleb Moran,D1,Men,Division 1 Men,Brown Brownian Motion,Turns,6
Caleb Moran,D1,Men,Division 1 Men,Brown Brownian Motion,Ds,0
Caleb Moran,D1,Men,Division 1 Men,Brown Brownian Motion,Assists,2
Caleb Moran,D1,Men,Division 1 Men,Brown Brownian Motion,Points,0
Caleb Moran,D1,Men,Division 1 Men,Brown Brownian Motion,Plus Minus,-4
Brielle Ramsdal,D1,Women,Division 1 Women,Oregon Fugue,Turns,4
Brielle Ramsdal,D1,Women,Division 1 Women,Oregon Fugue,Ds,0
Brielle Ramsdal,D1,Women,Division 1 Women,Oregon Fugue,Assists,0
Brielle Ramsdal,D1,Women,Division 1 Women,Oregon Fugue,Points,0
Brielle Ramsdal,D1,Women,Division 1 Women,Oregon Fugue,Plus Minus,-4
Benjamin Sparks,D3,Men,Division 3 Men,Bates Orange Whip,Turns,4
Benjamin Sparks,D3,Men,Division 3 Men,Bates Orange Whip,Ds,0
Benjamin Sparks,D3,Men,Division 3 Men,Bates Orange Whip,Assists,0
Benjamin Sparks,D3,Men,Division 3 Men,Bates Orange Whip,Points,0
Benjamin Sparks,D3,Men,Division 3 Men,Bates Orange Whip,Plus Minus,-4
Andrew Li,D1,Men,Division 1 Men,North Carolina Darkside,Turns,7
Andrew Li,D1,Men,Division 1 Men,North Carolina Darkside,Ds,1
Andrew Li,D1,Men,Division 1 Men,North Carolina Darkside,Assists,0
Andrew Li,D1,Men,Division 1 Men,North Carolina Darkside,Points,2
Andrew Li,D1,Men,Division 1 Men,North Carolina Darkside,Plus Minus,-4
Allison Ryan,D3,Women,Division 3 Women,Lewis & Clark Artemis,Turns,12
Allison Ryan,D3,Women,Division 3 Women,Lewis & Clark Artemis,Ds,2
Allison Ryan,D3,Women,Division 3 Women,Lewis & Clark Artemis,Assists,1
Allison Ryan,D3,Women,Division 3 Women,Lewis & Clark Artemis,Points,5
Allison Ryan,D3,Women,Division 3 Women,Lewis & Clark Artemis,Plus Minus,-4
Alexa Jeantette-Coca,D1,Women,Division 1 Women,Western Washington Chaos,Turns,12
Alexa Jeantette-Coca,D1,Women,Division 1 Women,Western Washington Chaos,Ds,0
Alexa Jeantette-Coca,D1,Women,Division 1 Women,Western Washington Chaos,Assists,3
Alexa Jeantette-Coca,D1,Women,Division 1 Women,Western Washington Chaos,Points,5
Alexa Jeantette-Coca,D1,Women,Division 1 Women,Western Washington Chaos,Plus Minus,-4
Addelyne Lilley,D3,Women,Division 3 Women,Wellesley Whiptails,Turns,10
Addelyne Lilley,D3,Women,Division 3 Women,Wellesley Whiptails,Ds,3
Addelyne Lilley,D3,Women,Division 3 Women,Wellesley Whiptails,Assists,2
Addelyne Lilley,D3,Women,Division 3 Women,Wellesley Whiptails,Points,1
Addelyne Lilley,D3,Women,Division 3 Women,Wellesley Whiptails,Plus Minus,-4
Shaelyn Woo,D1,Women,Division 1 Women,British Columbia Thunderbirds,Turns,6
Shaelyn Woo,D1,Women,Division 1 Women,British Columbia Thunderbirds,Ds,0
Shaelyn Woo,D1,Women,Division 1 Women,British Columbia Thunderbirds,Assists,1
Shaelyn Woo,D1,Women,Division 1 Women,British Columbia Thunderbirds,Points,0
Shaelyn Woo,D1,Women,Division 1 Women,British Columbia Thunderbirds,Plus Minus,-5
Ridge Huang,D1,Men,Division 1 Men,Cal Ursa Major,Turns,15
Ridge Huang,D1,Men,Division 1 Men,Cal Ursa Major,Ds,0
Ridge Huang,D1,Men,Division 1 Men,Cal Ursa Major,Assists,9
Ridge Huang,D1,Men,Division 1 Men,Cal Ursa Major,Points,1
Ridge Huang,D1,Men,Division 1 Men,Cal Ursa Major,Plus Minus,-5
Olivia Benton,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Turns,7
Olivia Benton,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Ds,1
Olivia Benton,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Assists,1
Olivia Benton,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Points,0
Olivia Benton,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Plus Minus,-5
Nola Busansky,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Turns,28
Nola Busansky,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Ds,14
Nola Busansky,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Assists,7
Nola Busansky,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Points,2
Nola Busansky,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Plus Minus,-5
Natalie Collier,D1,Women,Division 1 Women,Western Washington Chaos,Turns,15
Natalie Collier,D1,Women,Division 1 Women,Western Washington Chaos,Ds,2
Natalie Collier,D1,Women,Division 1 Women,Western Washington Chaos,Assists,5
Natalie Collier,D1,Women,Division 1 Women,Western Washington Chaos,Points,3
Natalie Collier,D1,Women,Division 1 Women,Western Washington Chaos,Plus Minus,-5
Morgan Bridges,D3,Women,Division 3 Women,Portland UPRoar,Turns,13
Morgan Bridges,D3,Women,Division 3 Women,Portland UPRoar,Ds,6
Morgan Bridges,D3,Women,Division 3 Women,Portland UPRoar,Assists,2
Morgan Bridges,D3,Women,Division 3 Women,Portland UPRoar,Points,0
Morgan Bridges,D3,Women,Division 3 Women,Portland UPRoar,Plus Minus,-5
Liana Bradley,D1,Women,Division 1 Women,Colorado Quandary,Turns,11
Liana Bradley,D1,Women,Division 1 Women,Colorado Quandary,Ds,1
Liana Bradley,D1,Women,Division 1 Women,Colorado Quandary,Assists,2
Liana Bradley,D1,Women,Division 1 Women,Colorado Quandary,Points,3
Liana Bradley,D1,Women,Division 1 Women,Colorado Quandary,Plus Minus,-5
Lauren Wu,D3,Women,Division 3 Women,Wellesley Whiptails,Turns,9
Lauren Wu,D3,Women,Division 3 Women,Wellesley Whiptails,Ds,3
Lauren Wu,D3,Women,Division 3 Women,Wellesley Whiptails,Assists,1
Lauren Wu,D3,Women,Division 3 Women,Wellesley Whiptails,Points,0
Lauren Wu,D3,Women,Division 3 Women,Wellesley Whiptails,Plus Minus,-5
Haruna Krumholz,D1,Women,Division 1 Women,California - Santa Cruz Sol,Turns,6
Haruna Krumholz,D1,Women,Division 1 Women,California - Santa Cruz Sol,Ds,0
Haruna Krumholz,D1,Women,Division 1 Women,California - Santa Cruz Sol,Assists,1
Haruna Krumholz,D1,Women,Division 1 Women,California - Santa Cruz Sol,Points,0
Haruna Krumholz,D1,Women,Division 1 Women,California - Santa Cruz Sol,Plus Minus,-5
Grace Prince,D3,Women,Division 3 Women,Carleton Eclipse,Turns,10
Grace Prince,D3,Women,Division 3 Women,Carleton Eclipse,Ds,0
Grace Prince,D3,Women,Division 3 Women,Carleton Eclipse,Assists,3
Grace Prince,D3,Women,Division 3 Women,Carleton Eclipse,Points,2
Grace Prince,D3,Women,Division 3 Women,Carleton Eclipse,Plus Minus,-5
Emmett Young,D1,Men,Division 1 Men,Brown Brownian Motion,Turns,9
Emmett Young,D1,Men,Division 1 Men,Brown Brownian Motion,Ds,2
Emmett Young,D1,Men,Division 1 Men,Brown Brownian Motion,Assists,1
Emmett Young,D1,Men,Division 1 Men,Brown Brownian Motion,Points,1
Emmett Young,D1,Men,Division 1 Men,Brown Brownian Motion,Plus Minus,-5
Emma Williamson,D1,Women,Division 1 Women,Colorado Quandary,Turns,21
Emma Williamson,D1,Women,Division 1 Women,Colorado Quandary,Ds,3
Emma Williamson,D1,Women,Division 1 Women,Colorado Quandary,Assists,11
Emma Williamson,D1,Women,Division 1 Women,Colorado Quandary,Points,2
Emma Williamson,D1,Women,Division 1 Women,Colorado Quandary,Plus Minus,-5
Zane Bird Smith,D1,Women,Division 1 Women,California - Santa Cruz Sol,Turns,27
Zane Bird Smith,D1,Women,Division 1 Women,California - Santa Cruz Sol,Ds,8
Zane Bird Smith,D1,Women,Division 1 Women,California - Santa Cruz Sol,Assists,10
Zane Bird Smith,D1,Women,Division 1 Women,California - Santa Cruz Sol,Points,3
Zane Bird Smith,D1,Women,Division 1 Women,California - Santa Cruz Sol,Plus Minus,-6
Zachary Sanders,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Turns,30
Zachary Sanders,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Ds,4
Zachary Sanders,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Assists,16
Zachary Sanders,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Points,4
Zachary Sanders,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Plus Minus,-6
Yasmin Banares,D3,Women,Division 3 Women,Davenport Panthers,Turns,33
Yasmin Banares,D3,Women,Division 3 Women,Davenport Panthers,Ds,13
Yasmin Banares,D3,Women,Division 3 Women,Davenport Panthers,Assists,8
Yasmin Banares,D3,Women,Division 3 Women,Davenport Panthers,Points,6
Yasmin Banares,D3,Women,Division 3 Women,Davenport Panthers,Plus Minus,-6
Sonja Lee,D1,Women,Division 1 Women,Washington Element,Turns,11
Sonja Lee,D1,Women,Division 1 Women,Washington Element,Ds,3
Sonja Lee,D1,Women,Division 1 Women,Washington Element,Assists,1
Sonja Lee,D1,Women,Division 1 Women,Washington Element,Points,1
Sonja Lee,D1,Women,Division 1 Women,Washington Element,Plus Minus,-6
Sarah Clarke,D3,Women,Division 3 Women,Richmond Red Hots,Turns,7
Sarah Clarke,D3,Women,Division 3 Women,Richmond Red Hots,Ds,1
Sarah Clarke,D3,Women,Division 3 Women,Richmond Red Hots,Assists,0
Sarah Clarke,D3,Women,Division 3 Women,Richmond Red Hots,Points,0
Sarah Clarke,D3,Women,Division 3 Women,Richmond Red Hots,Plus Minus,-6
Sage Migon,D1,Women,Division 1 Women,Utah Spiral Jetty,Turns,7
Sage Migon,D1,Women,Division 1 Women,Utah Spiral Jetty,Ds,0
Sage Migon,D1,Women,Division 1 Women,Utah Spiral Jetty,Assists,0
Sage Migon,D1,Women,Division 1 Women,Utah Spiral Jetty,Points,1
Sage Migon,D1,Women,Division 1 Women,Utah Spiral Jetty,Plus Minus,-6
Mia Beeman-Weber,D1,Women,Division 1 Women,Carleton Syzygy,Turns,22
Mia Beeman-Weber,D1,Women,Division 1 Women,Carleton Syzygy,Ds,3
Mia Beeman-Weber,D1,Women,Division 1 Women,Carleton Syzygy,Assists,13
Mia Beeman-Weber,D1,Women,Division 1 Women,Carleton Syzygy,Points,0
Mia Beeman-Weber,D1,Women,Division 1 Women,Carleton Syzygy,Plus Minus,-6
Meghan Quigley,D1,Women,Division 1 Women,Michigan Flywheel,Turns,8
Meghan Quigley,D1,Women,Division 1 Women,Michigan Flywheel,Ds,1
Meghan Quigley,D1,Women,Division 1 Women,Michigan Flywheel,Assists,0
Meghan Quigley,D1,Women,Division 1 Women,Michigan Flywheel,Points,1
Meghan Quigley,D1,Women,Division 1 Women,Michigan Flywheel,Plus Minus,-6
Mae Kline,D1,Women,Division 1 Women,Georgia Athena,Turns,7
Mae Kline,D1,Women,Division 1 Women,Georgia Athena,Ds,1
Mae Kline,D1,Women,Division 1 Women,Georgia Athena,Assists,0
Mae Kline,D1,Women,Division 1 Women,Georgia Athena,Points,0
Mae Kline,D1,Women,Division 1 Women,Georgia Athena,Plus Minus,-6
Madison Ong,D1,Women,Division 1 Women,British Columbia Thunderbirds,Turns,13
Madison Ong,D1,Women,Division 1 Women,British Columbia Thunderbirds,Ds,0
Madison Ong,D1,Women,Division 1 Women,British Columbia Thunderbirds,Assists,6
Madison Ong,D1,Women,Division 1 Women,British Columbia Thunderbirds,Points,1
Madison Ong,D1,Women,Division 1 Women,British Columbia Thunderbirds,Plus Minus,-6
Karina Illingworth,D1,Women,Division 1 Women,Utah Spiral Jetty,Turns,7
Karina Illingworth,D1,Women,Division 1 Women,Utah Spiral Jetty,Ds,0
Karina Illingworth,D1,Women,Division 1 Women,Utah Spiral Jetty,Assists,1
Karina Illingworth,D1,Women,Division 1 Women,Utah Spiral Jetty,Points,0
Karina Illingworth,D1,Women,Division 1 Women,Utah Spiral Jetty,Plus Minus,-6
Hannah Pierce,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Turns,10
Hannah Pierce,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Ds,2
Hannah Pierce,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Assists,1
Hannah Pierce,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Points,1
Hannah Pierce,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Plus Minus,-6
