LastName,Country,Age,TotalPoints,DiveNum,DiveName,Difficulty,Points,Judge,Point_Awarded,Judge_Result
Koprulu,TUR,17,277.15,5,5132D,2.2,36.3,Judge5,5.5,Okay
Koprulu,TUR,17,277.15,5,5132D,2.2,36.3,Judge6,5,Too Low
Koprulu,TUR,17,277.15,5,5132D,2.2,36.3,Judge7,6,Too High
Koprulu,TUR,17,277.15,6,5233D,2.5,40,Judge1,4.5,Too Low
Koprulu,TUR,17,277.15,6,5233D,2.5,40,Judge2,5.5,Okay
Koprulu,TUR,17,277.15,6,5233D,2.5,40,Judge3,5.5,Okay
Koprulu,TUR,17,277.15,6,5233D,2.5,40,Judge4,4.5,Too Low
Koprulu,TUR,17,277.15,6,5233D,2.5,40,Judge5,5,Okay
Koprulu,TUR,17,277.15,6,5233D,2.5,40,Judge6,5.5,Okay
Koprulu,TUR,17,277.15,6,5233D,2.5,40,Judge7,6,Too High
Koprulu,TUR,17,277.15,7,403B,2.4,39.6,Judge1,5,Too Low
Koprulu,TUR,17,277.15,7,403B,2.4,39.6,Judge2,5.5,Okay
Koprulu,TUR,17,277.15,7,403B,2.4,39.6,Judge3,5.5,Okay
Koprulu,TUR,17,277.15,7,403B,2.4,39.6,Judge4,5.5,Okay
Koprulu,TUR,17,277.15,7,403B,2.4,39.6,Judge5,6,Too High
Koprulu,TUR,17,277.15,7,403B,2.4,39.6,Judge6,5.5,Okay
Koprulu,TUR,17,277.15,7,403B,2.4,39.6,Judge7,6,Too High
Koprulu,TUR,17,277.15,8,105B,2.6,42.9,Judge1,5.5,Okay
Koprulu,TUR,17,277.15,8,105B,2.6,42.9,Judge2,5,Too Low
Koprulu,TUR,17,277.15,8,105B,2.6,42.9,Judge3,5.5,Okay
Koprulu,TUR,17,277.15,8,105B,2.6,42.9,Judge4,5.5,Okay
Koprulu,TUR,17,277.15,8,105B,2.6,42.9,Judge5,5.5,Okay
Koprulu,TUR,17,277.15,8,105B,2.6,42.9,Judge6,5.5,Okay
Koprulu,TUR,17,277.15,8,105B,2.6,42.9,Judge7,5,Too Low
Koprulu,TUR,17,277.15,9,203B,2.3,17.25,Judge1,2.5,Okay
Koprulu,TUR,17,277.15,9,203B,2.3,17.25,Judge2,2.5,Okay
Koprulu,TUR,17,277.15,9,203B,2.3,17.25,Judge3,2.5,Okay
Koprulu,TUR,17,277.15,9,203B,2.3,17.25,Judge4,3,Too High
Koprulu,TUR,17,277.15,9,203B,2.3,17.25,Judge5,2.5,Okay
Koprulu,TUR,17,277.15,9,203B,2.3,17.25,Judge6,3,Too High
Koprulu,TUR,17,277.15,9,203B,2.3,17.25,Judge7,2,Too Low
Squire,NZL,17,275.8,1,103B,1.7,30.6,Judge1,6,Okay
Squire,NZL,17,275.8,1,103B,1.7,30.6,Judge2,6,Okay
Squire,NZL,17,275.8,1,103B,1.7,30.6,Judge3,6,Okay
Squire,NZL,17,275.8,1,103B,1.7,30.6,Judge4,6,Okay
Squire,NZL,17,275.8,1,103B,1.7,30.6,Judge5,6,Okay
Squire,NZL,17,275.8,1,103B,1.7,30.6,Judge6,6,Okay
Squire,NZL,17,275.8,1,103B,1.7,30.6,Judge7,5,Too Low
Squire,NZL,17,275.8,2,201B,1.6,28.8,Judge1,6,Okay
Squire,NZL,17,275.8,2,201B,1.6,28.8,Judge2,6,Okay
Squire,NZL,17,275.8,2,201B,1.6,28.8,Judge3,6,Okay
Squire,NZL,17,275.8,2,201B,1.6,28.8,Judge4,6,Okay
Squire,NZL,17,275.8,2,201B,1.6,28.8,Judge5,6,Okay
Squire,NZL,17,275.8,2,201B,1.6,28.8,Judge6,7,Too High
Squire,NZL,17,275.8,2,201B,1.6,28.8,Judge7,6,Okay
Squire,NZL,17,275.8,3,301B,1.7,25.5,Judge1,5.5,Too High
Squire,NZL,17,275.8,3,301B,1.7,25.5,Judge2,5,Okay
Squire,NZL,17,275.8,3,301B,1.7,25.5,Judge3,5,Okay
Squire,NZL,17,275.8,3,301B,1.7,25.5,Judge4,5,Okay
Squire,NZL,17,275.8,3,301B,1.7,25.5,Judge5,5,Okay
Squire,NZL,17,275.8,3,301B,1.7,25.5,Judge6,5.5,Too High
Squire,NZL,17,275.8,3,301B,1.7,25.5,Judge7,5,Okay
Squire,NZL,17,275.8,4,401B,1.5,28.5,Judge1,6.5,Okay
Squire,NZL,17,275.8,4,401B,1.5,28.5,Judge2,6.5,Okay
Squire,NZL,17,275.8,4,401B,1.5,28.5,Judge3,6.5,Okay
Squire,NZL,17,275.8,4,401B,1.5,28.5,Judge4,6,Okay
Squire,NZL,17,275.8,4,401B,1.5,28.5,Judge5,6,Okay
Squire,NZL,17,275.8,4,401B,1.5,28.5,Judge6,6,Okay
Squire,NZL,17,275.8,4,401B,1.5,28.5,Judge7,6.5,Okay
Squire,NZL,17,275.8,5,5132D,2.2,34.1,Judge1,5.5,Okay
Squire,NZL,17,275.8,5,5132D,2.2,34.1,Judge2,5.5,Okay
Squire,NZL,17,275.8,5,5132D,2.2,34.1,Judge3,5,Okay
Squire,NZL,17,275.8,5,5132D,2.2,34.1,Judge4,5,Okay
Squire,NZL,17,275.8,5,5132D,2.2,34.1,Judge5,5,Okay
Squire,NZL,17,275.8,5,5132D,2.2,34.1,Judge6,6,Too High
Squire,NZL,17,275.8,5,5132D,2.2,34.1,Judge7,5,Okay
Squire,NZL,17,275.8,6,403B,2.4,42,Judge1,6,Okay
Squire,NZL,17,275.8,6,403B,2.4,42,Judge2,6,Okay
Squire,NZL,17,275.8,6,403B,2.4,42,Judge3,5.5,Okay
Squire,NZL,17,275.8,6,403B,2.4,42,Judge4,5.5,Okay
Squire,NZL,17,275.8,6,403B,2.4,42,Judge5,6,Okay
Squire,NZL,17,275.8,6,403B,2.4,42,Judge6,6,Okay
Squire,NZL,17,275.8,6,403B,2.4,42,Judge7,5.5,Okay
Squire,NZL,17,275.8,7,303B,2.4,25.2,Judge1,3,Too Low
Squire,NZL,17,275.8,7,303B,2.4,25.2,Judge2,4.5,Too High
Squire,NZL,17,275.8,7,303B,2.4,25.2,Judge3,3.5,Okay
Squire,NZL,17,275.8,7,303B,2.4,25.2,Judge4,3.5,Okay
Squire,NZL,17,275.8,7,303B,2.4,25.2,Judge5,3.5,Okay
Squire,NZL,17,275.8,7,303B,2.4,25.2,Judge6,3.5,Okay
Squire,NZL,17,275.8,7,303B,2.4,25.2,Judge7,3.5,Okay
Squire,NZL,17,275.8,8,105B,2.6,42.9,Judge1,5,Too Low
Squire,NZL,17,275.8,8,105B,2.6,42.9,Judge2,5.5,Okay
Squire,NZL,17,275.8,8,105B,2.6,42.9,Judge3,5.5,Okay
Squire,NZL,17,275.8,8,105B,2.6,42.9,Judge4,5.5,Okay
Squire,NZL,17,275.8,8,105B,2.6,42.9,Judge5,5.5,Okay
Squire,NZL,17,275.8,8,105B,2.6,42.9,Judge6,5.5,Okay
Squire,NZL,17,275.8,8,105B,2.6,42.9,Judge7,5,Too Low
Squire,NZL,17,275.8,9,5134D,2.6,18.2,Judge1,3,Too High
Squire,NZL,17,275.8,9,5134D,2.6,18.2,Judge2,2.5,Okay
Squire,NZL,17,275.8,9,5134D,2.6,18.2,Judge3,2,Okay
Squire,NZL,17,275.8,9,5134D,2.6,18.2,Judge4,2,Okay
Squire,NZL,17,275.8,9,5134D,2.6,18.2,Judge5,3.5,Too High
Squire,NZL,17,275.8,9,5134D,2.6,18.2,Judge6,2,Okay
Squire,NZL,17,275.8,9,5134D,2.6,18.2,Judge7,2.5,Okay
Han,KOR,16,273.85,1,401B,1.5,27,Judge1,6,Okay
Han,KOR,16,273.85,1,401B,1.5,27,Judge2,6.5,Too High
Han,KOR,16,273.85,1,401B,1.5,27,Judge3,6,Okay
Han,KOR,16,273.85,1,401B,1.5,27,Judge4,6,Okay
Han,KOR,16,273.85,1,401B,1.5,27,Judge5,5.5,Too Low
Han,KOR,16,273.85,1,401B,1.5,27,Judge6,6,Okay
Han,KOR,16,273.85,1,401B,1.5,27,Judge7,6.5,Too High
Han,KOR,16,273.85,2,201B,1.6,26.4,Judge1,5.5,Okay
Han,KOR,16,273.85,2,201B,1.6,26.4,Judge2,5.5,Okay
Han,KOR,16,273.85,2,201B,1.6,26.4,Judge3,5.5,Okay
Han,KOR,16,273.85,2,201B,1.6,26.4,Judge4,5.5,Okay
Han,KOR,16,273.85,2,201B,1.6,26.4,Judge5,5.5,Okay
Han,KOR,16,273.85,2,201B,1.6,26.4,Judge6,5.5,Okay
Han,KOR,16,273.85,2,201B,1.6,26.4,Judge7,5.5,Okay
Han,KOR,16,273.85,3,301B,1.7,31.45,Judge1,6,Okay
Han,KOR,16,273.85,3,301B,1.7,31.45,Judge2,6.5,Okay
Han,KOR,16,273.85,3,301B,1.7,31.45,Judge3,6.5,Okay
Han,KOR,16,273.85,3,301B,1.7,31.45,Judge4,6,Okay
Han,KOR,16,273.85,3,301B,1.7,31.45,Judge5,6,Okay
Han,KOR,16,273.85,3,301B,1.7,31.45,Judge6,5.5,Too Low
Han,KOR,16,273.85,3,301B,1.7,31.45,Judge7,6.5,Okay
Han,KOR,16,273.85,4,103B,1.7,28.05,Judge1,6,Too High
Han,KOR,16,273.85,4,103B,1.7,28.05,Judge2,5.5,Okay
Han,KOR,16,273.85,4,103B,1.7,28.05,Judge3,5.5,Okay
Han,KOR,16,273.85,4,103B,1.7,28.05,Judge4,5.5,Okay
Han,KOR,16,273.85,4,103B,1.7,28.05,Judge5,5,Too Low
Han,KOR,16,273.85,4,103B,1.7,28.05,Judge6,5.5,Okay
Han,KOR,16,273.85,4,103B,1.7,28.05,Judge7,6,Too High
Han,KOR,16,273.85,5,5132D,2.2,29.7,Judge1,4.5,Okay
Han,KOR,16,273.85,5,5132D,2.2,29.7,Judge2,4.5,Okay
Han,KOR,16,273.85,5,5132D,2.2,29.7,Judge3,4,Too Low
Han,KOR,16,273.85,5,5132D,2.2,29.7,Judge4,4.5,Okay
Han,KOR,16,273.85,5,5132D,2.2,29.7,Judge5,4,Too Low
Han,KOR,16,273.85,5,5132D,2.2,29.7,Judge6,5,Too High
Han,KOR,16,273.85,5,5132D,2.2,29.7,Judge7,4.5,Okay
Han,KOR,16,273.85,6,105B,2.6,36.4,Judge1,5,Okay
Han,KOR,16,273.85,6,105B,2.6,36.4,Judge2,5,Okay
Han,KOR,16,273.85,6,105B,2.6,36.4,Judge3,4.5,Okay
Han,KOR,16,273.85,6,105B,2.6,36.4,Judge4,4.5,Okay
Han,KOR,16,273.85,6,105B,2.6,36.4,Judge5,4,Too Low
Han,KOR,16,273.85,6,105B,2.6,36.4,Judge6,4.5,Okay
Han,KOR,16,273.85,6,105B,2.6,36.4,Judge7,5,Okay
Han,KOR,16,273.85,7,303B,2.4,33.6,Judge1,4.5,Okay
Han,KOR,16,273.85,7,303B,2.4,33.6,Judge2,5,Okay
Han,KOR,16,273.85,7,303B,2.4,33.6,Judge3,4.5,Okay
Han,KOR,16,273.85,7,303B,2.4,33.6,Judge4,4.5,Okay
Han,KOR,16,273.85,7,303B,2.4,33.6,Judge5,5,Okay
Han,KOR,16,273.85,7,303B,2.4,33.6,Judge6,5,Okay
Han,KOR,16,273.85,7,303B,2.4,33.6,Judge7,4.5,Okay
Han,KOR,16,273.85,8,203B,2.3,26.45,Judge1,4.5,Too High
Han,KOR,16,273.85,8,203B,2.3,26.45,Judge2,4,Okay
Han,KOR,16,273.85,8,203B,2.3,26.45,Judge3,3.5,Okay
Han,KOR,16,273.85,8,203B,2.3,26.45,Judge4,3.5,Okay
Han,KOR,16,273.85,8,203B,2.3,26.45,Judge5,3.5,Okay
Han,KOR,16,273.85,8,203B,2.3,26.45,Judge6,4,Okay
Han,KOR,16,273.85,8,203B,2.3,26.45,Judge7,4,Okay
Han,KOR,16,273.85,9,403B,2.4,34.8,Judge1,4.5,Okay
Han,KOR,16,273.85,9,403B,2.4,34.8,Judge2,5,Okay
Han,KOR,16,273.85,9,403B,2.4,34.8,Judge3,4.5,Okay
Han,KOR,16,273.85,9,403B,2.4,34.8,Judge4,5,Okay
Han,KOR,16,273.85,9,403B,2.4,34.8,Judge5,4.5,Okay
Han,KOR,16,273.85,9,403B,2.4,34.8,Judge6,5,Okay
Han,KOR,16,273.85,9,403B,2.4,34.8,Judge7,5,Okay
Reis,BRA,18,272.5,1,103B,1.7,30.6,Judge1,6,Okay
Reis,BRA,18,272.5,1,103B,1.7,30.6,Judge2,6,Okay
Reis,BRA,18,272.5,1,103B,1.7,30.6,Judge3,6,Okay
Reis,BRA,18,272.5,1,103B,1.7,30.6,Judge4,6,Okay
Reis,BRA,18,272.5,1,103B,1.7,30.6,Judge5,6,Okay
Reis,BRA,18,272.5,1,103B,1.7,30.6,Judge6,6,Okay
Reis,BRA,18,272.5,1,103B,1.7,30.6,Judge7,6,Okay
Reis,BRA,18,272.5,2,301B,1.7,25.5,Judge1,4.5,Too Low
Reis,BRA,18,272.5,2,301B,1.7,25.5,Judge2,5.5,Too High
Reis,BRA,18,272.5,2,301B,1.7,25.5,Judge3,6,Too High
Reis,BRA,18,272.5,2,301B,1.7,25.5,Judge4,4.5,Too Low
Reis,BRA,18,272.5,2,301B,1.7,25.5,Judge5,5,Okay
Reis,BRA,18,272.5,2,301B,1.7,25.5,Judge6,5,Okay
Reis,BRA,18,272.5,2,301B,1.7,25.5,Judge7,5,Okay
Reis,BRA,18,272.5,3,401B,1.5,25.5,Judge1,6,Okay
Reis,BRA,18,272.5,3,401B,1.5,25.5,Judge2,5.5,Okay
Reis,BRA,18,272.5,3,401B,1.5,25.5,Judge3,5.5,Okay
Reis,BRA,18,272.5,3,401B,1.5,25.5,Judge4,5.5,Okay
Reis,BRA,18,272.5,3,401B,1.5,25.5,Judge5,6,Okay
Reis,BRA,18,272.5,3,401B,1.5,25.5,Judge6,6,Okay
Reis,BRA,18,272.5,3,401B,1.5,25.5,Judge7,5,Too Low
Reis,BRA,18,272.5,4,201B,1.6,22.4,Judge1,4.5,Okay
Reis,BRA,18,272.5,4,201B,1.6,22.4,Judge2,5,Okay
Reis,BRA,18,272.5,4,201B,1.6,22.4,Judge3,4.5,Okay
Reis,BRA,18,272.5,4,201B,1.6,22.4,Judge4,5,Okay
Reis,BRA,18,272.5,4,201B,1.6,22.4,Judge5,4.5,Okay
Reis,BRA,18,272.5,4,201B,1.6,22.4,Judge6,5.5,Too High
Reis,BRA,18,272.5,4,201B,1.6,22.4,Judge7,4.5,Okay
Reis,BRA,18,272.5,5,5132D,2.2,33,Judge1,5,Okay
Reis,BRA,18,272.5,5,5132D,2.2,33,Judge2,5,Okay
Reis,BRA,18,272.5,5,5132D,2.2,33,Judge3,5,Okay
Reis,BRA,18,272.5,5,5132D,2.2,33,Judge4,4.5,Too Low
Reis,BRA,18,272.5,5,5132D,2.2,33,Judge5,5,Okay
Reis,BRA,18,272.5,5,5132D,2.2,33,Judge6,5.5,Too High
Reis,BRA,18,272.5,5,5132D,2.2,33,Judge7,5,Okay
Reis,BRA,18,272.5,6,105B,2.6,31.2,Judge1,5,Too High
Reis,BRA,18,272.5,6,105B,2.6,31.2,Judge2,3.5,Too Low
Reis,BRA,18,272.5,6,105B,2.6,31.2,Judge3,4.5,Too High
Reis,BRA,18,272.5,6,105B,2.6,31.2,Judge4,4,Okay
Reis,BRA,18,272.5,6,105B,2.6,31.2,Judge5,4,Okay
Reis,BRA,18,272.5,6,105B,2.6,31.2,Judge6,3.5,Too Low
Reis,BRA,18,272.5,6,105B,2.6,31.2,Judge7,4,Okay
Reis,BRA,18,272.5,7,303B,2.4,34.8,Judge1,4.5,Okay
Reis,BRA,18,272.5,7,303B,2.4,34.8,Judge2,5,Okay
Reis,BRA,18,272.5,7,303B,2.4,34.8,Judge3,4.5,Okay
Reis,BRA,18,272.5,7,303B,2.4,34.8,Judge4,4.5,Okay
Reis,BRA,18,272.5,7,303B,2.4,34.8,Judge5,5,Okay
Reis,BRA,18,272.5,7,303B,2.4,34.8,Judge6,5,Okay
Reis,BRA,18,272.5,7,303B,2.4,34.8,Judge7,5,Okay
Reis,BRA,18,272.5,8,203B,2.3,29.9,Judge1,4,Okay
Reis,BRA,18,272.5,8,203B,2.3,29.9,Judge2,5,Too High
Reis,BRA,18,272.5,8,203B,2.3,29.9,Judge3,5,Too High
Reis,BRA,18,272.5,8,203B,2.3,29.9,Judge4,4.5,Okay
Reis,BRA,18,272.5,8,203B,2.3,29.9,Judge5,4,Okay
Reis,BRA,18,272.5,8,203B,2.3,29.9,Judge6,4,Okay
Reis,BRA,18,272.5,8,203B,2.3,29.9,Judge7,4.5,Okay
Reis,BRA,18,272.5,9,403B,2.4,39.6,Judge1,5.5,Okay
Reis,BRA,18,272.5,9,403B,2.4,39.6,Judge2,5.5,Okay
Reis,BRA,18,272.5,9,403B,2.4,39.6,Judge3,5,Too Low
Reis,BRA,18,272.5,9,403B,2.4,39.6,Judge4,5.5,Okay
Reis,BRA,18,272.5,9,403B,2.4,39.6,Judge5,5.5,Okay
Reis,BRA,18,272.5,9,403B,2.4,39.6,Judge6,5.5,Okay
Reis,BRA,18,272.5,9,403B,2.4,39.6,Judge7,5.5,Okay
Valeisaite,LTU,17,270,1,103B,1.7,30.6,Judge1,6,Okay
Valeisaite,LTU,17,270,1,103B,1.7,30.6,Judge2,5,Too Low
Valeisaite,LTU,17,270,1,103B,1.7,30.6,Judge3,6,Okay
Valeisaite,LTU,17,270,1,103B,1.7,30.6,Judge4,6.5,Too High
Valeisaite,LTU,17,270,1,103B,1.7,30.6,Judge5,6,Okay
Valeisaite,LTU,17,270,1,103B,1.7,30.6,Judge6,5.5,Too Low
Valeisaite,LTU,17,270,1,103B,1.7,30.6,Judge7,6,Okay
Valeisaite,LTU,17,270,2,401B,1.5,29.25,Judge1,6.5,Okay
Valeisaite,LTU,17,270,2,401B,1.5,29.25,Judge2,6.5,Okay
Valeisaite,LTU,17,270,2,401B,1.5,29.25,Judge3,6.5,Okay
Valeisaite,LTU,17,270,2,401B,1.5,29.25,Judge4,6.5,Okay
Valeisaite,LTU,17,270,2,401B,1.5,29.25,Judge5,6.5,Okay
Valeisaite,LTU,17,270,2,401B,1.5,29.25,Judge6,6.5,Okay
Valeisaite,LTU,17,270,2,401B,1.5,29.25,Judge7,6,Too Low
Valeisaite,LTU,17,270,3,201B,1.6,24.8,Judge1,5.5,Okay
Valeisaite,LTU,17,270,3,201B,1.6,24.8,Judge2,5,Okay
Valeisaite,LTU,17,270,3,201B,1.6,24.8,Judge3,5.5,Okay
Valeisaite,LTU,17,270,3,201B,1.6,24.8,Judge4,5,Okay
Valeisaite,LTU,17,270,3,201B,1.6,24.8,Judge5,5.5,Okay
Valeisaite,LTU,17,270,3,201B,1.6,24.8,Judge6,5,Okay
Valeisaite,LTU,17,270,3,201B,1.6,24.8,Judge7,5,Okay
Valeisaite,LTU,17,270,4,303C,2.1,24.15,Judge1,4,Okay
Valeisaite,LTU,17,270,4,303C,2.1,24.15,Judge2,4,Okay
Valeisaite,LTU,17,270,4,303C,2.1,24.15,Judge3,3.5,Okay
Valeisaite,LTU,17,270,4,303C,2.1,24.15,Judge4,4,Okay
Valeisaite,LTU,17,270,4,303C,2.1,24.15,Judge5,3.5,Okay
Valeisaite,LTU,17,270,4,303C,2.1,24.15,Judge6,4,Okay
Valeisaite,LTU,17,270,4,303C,2.1,24.15,Judge7,3.5,Okay
Valeisaite,LTU,17,270,5,5231D,2.1,33.6,Judge1,5,Okay
Valeisaite,LTU,17,270,5,5231D,2.1,33.6,Judge2,6,Too High
Valeisaite,LTU,17,270,5,5231D,2.1,33.6,Judge3,5.5,Okay
Valeisaite,LTU,17,270,5,5231D,2.1,33.6,Judge4,5.5,Okay
Valeisaite,LTU,17,270,5,5231D,2.1,33.6,Judge5,5.5,Okay
Valeisaite,LTU,17,270,5,5231D,2.1,33.6,Judge6,5,Okay
Valeisaite,LTU,17,270,5,5231D,2.1,33.6,Judge7,5,Okay
Valeisaite,LTU,17,270,6,105C,2.4,18,Judge1,2.5,Okay
Valeisaite,LTU,17,270,6,105C,2.4,18,Judge2,2.5,Okay
Valeisaite,LTU,17,270,6,105C,2.4,18,Judge3,2.5,Okay
Valeisaite,LTU,17,270,6,105C,2.4,18,Judge4,2,Too Low
Valeisaite,LTU,17,270,6,105C,2.4,18,Judge5,2.5,Okay
Valeisaite,LTU,17,270,6,105C,2.4,18,Judge6,2.5,Okay
Valeisaite,LTU,17,270,6,105C,2.4,18,Judge7,3,Too High
Valeisaite,LTU,17,270,7,403B,2.4,46.8,Judge1,6.5,Okay
Valeisaite,LTU,17,270,7,403B,2.4,46.8,Judge2,6.5,Okay
Valeisaite,LTU,17,270,7,403B,2.4,46.8,Judge3,6.5,Okay
Valeisaite,LTU,17,270,7,403B,2.4,46.8,Judge4,6.5,Okay
Valeisaite,LTU,17,270,7,403B,2.4,46.8,Judge5,6,Too Low
Valeisaite,LTU,17,270,7,403B,2.4,46.8,Judge6,6,Too Low
Valeisaite,LTU,17,270,7,403B,2.4,46.8,Judge7,6.5,Okay
Valeisaite,LTU,17,270,8,203B,2.3,27.6,Judge1,4,Okay
Valeisaite,LTU,17,270,8,203B,2.3,27.6,Judge2,4,Okay
Valeisaite,LTU,17,270,8,203B,2.3,27.6,Judge3,4,Okay
Valeisaite,LTU,17,270,8,203B,2.3,27.6,Judge4,4,Okay
Valeisaite,LTU,17,270,8,203B,2.3,27.6,Judge5,4.5,Too High
Valeisaite,LTU,17,270,8,203B,2.3,27.6,Judge6,4,Okay
Valeisaite,LTU,17,270,8,203B,2.3,27.6,Judge7,4.5,Too High
Valeisaite,LTU,17,270,9,5132D,2.2,35.2,Judge1,5,Okay
Valeisaite,LTU,17,270,9,5132D,2.2,35.2,Judge2,5.5,Okay
Valeisaite,LTU,17,270,9,5132D,2.2,35.2,Judge3,5,Okay
Valeisaite,LTU,17,270,9,5132D,2.2,35.2,Judge4,5.5,Okay
Valeisaite,LTU,17,270,9,5132D,2.2,35.2,Judge5,5.5,Okay
Valeisaite,LTU,17,270,9,5132D,2.2,35.2,Judge6,5.5,Okay
Valeisaite,LTU,17,270,9,5132D,2.2,35.2,Judge7,5,Okay
Drake,PHI,18,269.95,1,401A,1.8,27,Judge1,5,Okay
Drake,PHI,18,269.95,1,401A,1.8,27,Judge2,5,Okay
Drake,PHI,18,269.95,1,401A,1.8,27,Judge3,5,Okay
Drake,PHI,18,269.95,1,401A,1.8,27,Judge4,5,Okay
Drake,PHI,18,269.95,1,401A,1.8,27,Judge5,5,Okay
Drake,PHI,18,269.95,1,401A,1.8,27,Judge6,5.5,Too High
Drake,PHI,18,269.95,1,401A,1.8,27,Judge7,5.5,Too High
Drake,PHI,18,269.95,2,103B,1.7,27.2,Judge1,5.5,Okay
Drake,PHI,18,269.95,2,103B,1.7,27.2,Judge2,5,Okay
Drake,PHI,18,269.95,2,103B,1.7,27.2,Judge3,5.5,Okay
Drake,PHI,18,269.95,2,103B,1.7,27.2,Judge4,5,Okay
Drake,PHI,18,269.95,2,103B,1.7,27.2,Judge5,5,Okay
Drake,PHI,18,269.95,2,103B,1.7,27.2,Judge6,5.5,Okay
Drake,PHI,18,269.95,2,103B,1.7,27.2,Judge7,6,Too High
Drake,PHI,18,269.95,3,201B,1.6,24,Judge1,5,Okay
Drake,PHI,18,269.95,3,201B,1.6,24,Judge2,5,Okay
Drake,PHI,18,269.95,3,201B,1.6,24,Judge3,5,Okay
Drake,PHI,18,269.95,3,201B,1.6,24,Judge4,5,Okay
Drake,PHI,18,269.95,3,201B,1.6,24,Judge5,4.5,Too Low
Drake,PHI,18,269.95,3,201B,1.6,24,Judge6,5,Okay
Drake,PHI,18,269.95,3,201B,1.6,24,Judge7,5.5,Too High
Drake,PHI,18,269.95,4,301B,1.7,22.1,Judge1,4,Okay
Drake,PHI,18,269.95,4,301B,1.7,22.1,Judge2,4.5,Okay
Drake,PHI,18,269.95,4,301B,1.7,22.1,Judge3,4,Okay
Drake,PHI,18,269.95,4,301B,1.7,22.1,Judge4,4.5,Okay
Drake,PHI,18,269.95,4,301B,1.7,22.1,Judge5,3.5,Too Low
Drake,PHI,18,269.95,4,301B,1.7,22.1,Judge6,4.5,Okay
Drake,PHI,18,269.95,4,301B,1.7,22.1,Judge7,4.5,Okay
Drake,PHI,18,269.95,5,5132D,2.2,34.1,Judge1,5.5,Okay
Drake,PHI,18,269.95,5,5132D,2.2,34.1,Judge2,5,Okay
Drake,PHI,18,269.95,5,5132D,2.2,34.1,Judge3,5,Okay
Drake,PHI,18,269.95,5,5132D,2.2,34.1,Judge4,5,Okay
Drake,PHI,18,269.95,5,5132D,2.2,34.1,Judge5,5,Okay
Drake,PHI,18,269.95,5,5132D,2.2,34.1,Judge6,5.5,Okay
Drake,PHI,18,269.95,5,5132D,2.2,34.1,Judge7,5.5,Okay
Drake,PHI,18,269.95,6,403B,2.4,39.6,Judge1,5,Too Low
Drake,PHI,18,269.95,6,403B,2.4,39.6,Judge2,5,Too Low
Drake,PHI,18,269.95,6,403B,2.4,39.6,Judge3,5.5,Okay
Drake,PHI,18,269.95,6,403B,2.4,39.6,Judge4,5.5,Okay
Drake,PHI,18,269.95,6,403B,2.4,39.6,Judge5,5.5,Okay
Drake,PHI,18,269.95,6,403B,2.4,39.6,Judge6,5.5,Okay
Drake,PHI,18,269.95,6,403B,2.4,39.6,Judge7,5.5,Okay
Drake,PHI,18,269.95,7,203B,2.3,31.05,Judge1,4.5,Okay
Drake,PHI,18,269.95,7,203B,2.3,31.05,Judge2,4,Too Low
Drake,PHI,18,269.95,7,203B,2.3,31.05,Judge3,5,Too High
Drake,PHI,18,269.95,7,203B,2.3,31.05,Judge4,4.5,Okay
Drake,PHI,18,269.95,7,203B,2.3,31.05,Judge5,4.5,Okay
Drake,PHI,18,269.95,7,203B,2.3,31.05,Judge6,4.5,Okay
Drake,PHI,18,269.95,7,203B,2.3,31.05,Judge7,5,Too High
Drake,PHI,18,269.95,8,303B,2.4,32.4,Judge1,4.5,Okay
Drake,PHI,18,269.95,8,303B,2.4,32.4,Judge2,4.5,Okay
Drake,PHI,18,269.95,8,303B,2.4,32.4,Judge3,4,Too Low
Drake,PHI,18,269.95,8,303B,2.4,32.4,Judge4,4.5,Okay
Drake,PHI,18,269.95,8,303B,2.4,32.4,Judge5,4.5,Okay
Drake,PHI,18,269.95,8,303B,2.4,32.4,Judge6,5,Too High
Drake,PHI,18,269.95,8,303B,2.4,32.4,Judge7,4,Too Low
Drake,PHI,18,269.95,9,105B,2.6,32.5,Judge1,4.5,Okay
Drake,PHI,18,269.95,9,105B,2.6,32.5,Judge2,4,Okay
Drake,PHI,18,269.95,9,105B,2.6,32.5,Judge3,4,Okay
Drake,PHI,18,269.95,9,105B,2.6,32.5,Judge4,4,Okay
Drake,PHI,18,269.95,9,105B,2.6,32.5,Judge5,5,Too High
Drake,PHI,18,269.95,9,105B,2.6,32.5,Judge6,4.5,Okay
Drake,PHI,18,269.95,9,105B,2.6,32.5,Judge7,4,Okay
Erzincan,TUR,16,263.5,1,201B,1.6,24,Judge1,5,Okay
Erzincan,TUR,16,263.5,1,201B,1.6,24,Judge2,5,Okay
Erzincan,TUR,16,263.5,1,201B,1.6,24,Judge3,5,Okay
Erzincan,TUR,16,263.5,1,201B,1.6,24,Judge4,5.5,Too High
Erzincan,TUR,16,263.5,1,201B,1.6,24,Judge5,5,Okay
Erzincan,TUR,16,263.5,1,201B,1.6,24,Judge6,5,Okay
Erzincan,TUR,16,263.5,1,201B,1.6,24,Judge7,5.5,Too High
Erzincan,TUR,16,263.5,2,301B,1.7,27.2,Judge1,5,Okay
Erzincan,TUR,16,263.5,2,301B,1.7,27.2,Judge2,5,Okay
Erzincan,TUR,16,263.5,2,301B,1.7,27.2,Judge3,5,Okay
